x-axis,1,2,3
-13.15200E-03,+1.66884420E+00,+569.09504E-03,-27.93391705E+00
-13.13900E-03,+1.66884420E+00,+468.59252E-03,-27.93391705E+00
-13.12600E-03,+1.66381908E+00,+468.59252E-03,-27.93391705E+00
-13.11300E-03,+1.66884420E+00,+971.10509E-03,-27.93391705E+00
-13.10000E-03,+1.63366832E+00,+468.59252E-03,-28.18517333E+00
-13.08700E-03,+1.65376882E+00,+1.27261263E+00,-27.93391705E+00
-13.07400E-03,+1.66381908E+00,+1.27261263E+00,-27.93391705E+00
-13.06100E-03,+1.62864320E+00,+1.27261263E+00,-28.68768591E+00
-13.04800E-03,+1.62864320E+00,+1.97613022E+00,-28.18517333E+00
-13.03500E-03,+1.62864320E+00,+2.07663274E+00,-28.68768591E+00
-13.02200E-03,+1.62361807E+00,+2.78015033E+00,-29.69271106E+00
-13.00900E-03,+1.61356782E+00,+2.88065284E+00,-29.19019848E+00
-12.99600E-03,+1.62864320E+00,+2.98115536E+00,-28.18517333E+00
-12.98300E-03,+1.60351757E+00,+3.08165787E+00,-29.94396734E+00
-12.97000E-03,+1.59346732E+00,+3.78517547E+00,-27.93391705E+00
-12.95700E-03,+1.58844219E+00,+4.99120563E+00,-29.94396734E+00
-12.94400E-03,+1.58844219E+00,+5.29271317E+00,-27.93391705E+00
-12.93100E-03,+1.58844219E+00,+6.09673327E+00,-29.94396734E+00
-12.91800E-03,+1.58844219E+00,+6.90075338E+00,-29.94396734E+00
-12.90500E-03,+1.54824119E+00,+7.70477349E+00,-28.68768591E+00
-12.89200E-03,+1.58341707E+00,+9.31281370E+00,-29.94396734E+00
-12.87900E-03,+1.58844219E+00,+10.41834135E+00,-29.19019848E+00
-12.86600E-03,+1.54824119E+00,+11.62437151E+00,-29.94396734E+00
-12.85300E-03,+1.56331656E+00,+11.22236145E+00,-29.94396734E+00
-12.84000E-03,+1.54824119E+00,+12.52889413E+00,-31.70276135E+00
-12.82700E-03,+1.57336681E+00,+13.53391926E+00,-29.94396734E+00
-12.81400E-03,+1.54824119E+00,+15.74497455E+00,-29.94396734E+00
-12.80100E-03,+1.54824119E+00,+20.26758765E+00,-29.94396734E+00
-12.78800E-03,+1.54824119E+00,+27.80527616E+00,-29.94396734E+00
-12.77500E-03,+1.52311556E+00,+40.87060289E+00,-29.94396734E+00
-12.76200E-03,+1.50804018E+00,+57.65452262E+00,-29.94396734E+00
-12.74900E-03,+1.53316581E+00,+82.47864342E+00,-29.94396734E+00
-12.73600E-03,+1.54824119E+00,+112.22738737E+00,-29.94396734E+00
-12.72300E-03,+1.53316581E+00,+75.04145743E+00,-30.69773620E+00
-12.71000E-03,+1.51306531E+00,+17.35301477E+00,-31.95401764E+00
-12.69700E-03,+1.50804018E+00,+3.38316541E+00,-31.20024878E+00
-12.68400E-03,+1.51306531E+00,+1.27261263E+00,-29.94396734E+00
-12.67100E-03,+1.53316581E+00,+468.59252E-03,-31.20024878E+00
-12.65800E-03,+1.50804018E+00,+468.59252E-03,-29.94396734E+00
-12.64500E-03,+1.53316581E+00,-33.92004E-03,-30.69773620E+00
-12.63200E-03,+1.51306531E+00,-234.92507E-03,-31.95401764E+00
-12.61900E-03,+1.48291455E+00,-335.42758E-03,-29.94396734E+00
-12.60600E-03,+1.50804018E+00,-335.42758E-03,-29.94396734E+00
-12.59300E-03,+1.63869345E+00,+12.52889413E+00,-29.94396734E+00
-12.58000E-03,+1.82964822E+00,+11.62437151E+00,-31.95401764E+00
-12.56700E-03,+1.99045224E+00,+11.72487402E+00,-29.94396734E+00
-12.55400E-03,+2.15628138E+00,+12.42839161E+00,-31.95401764E+00
-12.54100E-03,+2.35226128E+00,+11.72487402E+00,-30.69773620E+00
-12.52800E-03,+2.47286429E+00,+11.82537653E+00,-31.95401764E+00
-12.51500E-03,+2.59346731E+00,+12.52889413E+00,-29.94396734E+00
-12.50200E-03,+2.71407032E+00,+12.62939664E+00,-30.19522363E+00
-12.48900E-03,+2.83467333E+00,+13.03140669E+00,-31.95401764E+00
-12.47600E-03,+2.91507534E+00,+13.33291423E+00,-31.95401764E+00
-12.46300E-03,+2.99547735E+00,+14.13693434E+00,-29.94396734E+00
-12.45000E-03,+3.07587936E+00,+15.74497455E+00,-31.95401764E+00
-12.43700E-03,+3.14120599E+00,+18.15703487E+00,-31.20024878E+00
-12.42400E-03,+3.23165825E+00,+21.37311530E+00,-29.94396734E+00
-12.41100E-03,+3.25175876E+00,+26.69974851E+00,-29.94396734E+00
-12.39800E-03,+3.31206026E+00,+35.94597974E+00,-29.94396734E+00
-12.38500E-03,+3.32713564E+00,+44.99120594E+00,-31.95401764E+00
-12.37200E-03,+3.35728639E+00,+58.55904524E+00,-31.70276135E+00
-12.35900E-03,+3.38241202E+00,+85.19221128E+00,-31.95401764E+00
-12.34600E-03,+3.35728639E+00,+112.32788988E+00,-30.19522363E+00
-12.33300E-03,+3.39748740E+00,+113.03140748E+00,-30.69773620E+00
-12.32000E-03,+3.39748740E+00,+102.88065362E+00,-31.95401764E+00
-12.30700E-03,+3.41256277E+00,+27.00125605E+00,-31.20024878E+00
-12.29400E-03,+3.39246227E+00,+4.58919557E+00,-31.95401764E+00
-12.28100E-03,+3.41256277E+00,+2.88065284E+00,-33.21029908E+00
-12.26800E-03,+3.39748740E+00,+1.37311514E+00,-31.95401764E+00
-12.25500E-03,+3.39748740E+00,+770.10006E-03,-31.95401764E+00
-12.24200E-03,+3.39748740E+00,+468.59252E-03,-31.95401764E+00
-12.22900E-03,+3.39748740E+00,+468.59252E-03,-31.95401764E+00
-12.21600E-03,+3.39748740E+00,+1.17211012E+00,-33.71281165E+00
-12.20300E-03,+3.37236177E+00,-33.92004E-03,-33.21029908E+00
-12.19000E-03,+3.39748740E+00,+468.59252E-03,-32.20527393E+00
-12.17700E-03,+3.39748740E+00,-33.92004E-03,-31.95401764E+00
-12.16400E-03,+3.42763815E+00,-335.42758E-03,-32.20527393E+00
-12.15100E-03,+3.35728639E+00,-335.42758E-03,-31.95401764E+00
-12.13800E-03,+3.36231152E+00,-234.92507E-03,-33.96406794E+00
-12.12500E-03,+3.35728639E+00,-335.42758E-03,-31.95401764E+00
-12.11200E-03,+3.39748740E+00,+468.59252E-03,-31.95401764E+00
-12.09900E-03,+3.39748740E+00,+167.08498E-03,-31.95401764E+00
-12.08600E-03,+3.36231152E+00,+468.59252E-03,-31.95401764E+00
-12.07300E-03,+3.38241202E+00,+167.08498E-03,-33.21029908E+00
-12.06000E-03,+3.39246227E+00,+468.59252E-03,-31.95401764E+00
-12.04700E-03,+3.38241202E+00,-33.92004E-03,-33.96406794E+00
-12.03400E-03,+3.35728639E+00,+468.59252E-03,-31.95401764E+00
-12.02100E-03,+3.35728639E+00,-335.42758E-03,-33.96406794E+00
-12.00800E-03,+3.35728639E+00,-234.92507E-03,-33.96406794E+00
-11.99500E-03,+3.35728639E+00,-335.42758E-03,-31.95401764E+00
-11.98200E-03,+3.35728639E+00,+468.59252E-03,-32.20527393E+00
-11.96900E-03,+3.34221102E+00,-33.92004E-03,-31.95401764E+00
-11.95600E-03,+3.39748740E+00,-234.92507E-03,-32.20527393E+00
-11.94300E-03,+3.35728639E+00,-33.92004E-03,-33.96406794E+00
-11.93000E-03,+3.31708539E+00,+368.09001E-03,-33.96406794E+00
-11.91700E-03,+3.35728639E+00,+468.59252E-03,-33.96406794E+00
-11.90400E-03,+3.35728639E+00,+1.17211012E+00,-33.96406794E+00
-11.89100E-03,+3.35728639E+00,+971.10509E-03,-33.96406794E+00
-11.87800E-03,+3.35226127E+00,+1.17211012E+00,-32.20527393E+00
-11.86500E-03,+3.35728639E+00,+468.59252E-03,-33.96406794E+00
-11.85200E-03,+3.31708539E+00,+468.59252E-03,-34.21532422E+00
-11.83900E-03,+3.31708539E+00,+971.10509E-03,-33.96406794E+00
-11.82600E-03,+3.35728639E+00,+468.59252E-03,-33.96406794E+00
-11.81300E-03,+3.31708539E+00,+468.59252E-03,-33.96406794E+00
-11.80000E-03,+3.35226127E+00,+1.17211012E+00,-33.96406794E+00
-11.78700E-03,+3.35728639E+00,+770.10006E-03,-34.71783680E+00
-11.77400E-03,+3.31708539E+00,+468.59252E-03,-32.20527393E+00
-11.76100E-03,+3.31708539E+00,+1.27261263E+00,-33.96406794E+00
-11.74800E-03,+3.31708539E+00,+1.27261263E+00,-34.21532422E+00
-11.73500E-03,+3.31708539E+00,+1.87562771E+00,-33.21029908E+00
-11.72200E-03,+3.31708539E+00,+1.97613022E+00,-33.96406794E+00
-11.70900E-03,+3.29195976E+00,+1.77512520E+00,-33.96406794E+00
-11.69600E-03,+3.31708539E+00,+2.17713525E+00,-33.96406794E+00
-11.68300E-03,+3.29195976E+00,+1.57412017E+00,-34.46658051E+00
-11.67000E-03,+3.28190951E+00,+2.88065284E+00,-33.96406794E+00
-11.65700E-03,+3.31708539E+00,+3.38316541E+00,-33.96406794E+00
-11.64400E-03,+3.31708539E+00,+3.68467295E+00,-35.72286194E+00
-11.63100E-03,+3.27688438E+00,+3.38316541E+00,-33.96406794E+00
-11.61800E-03,+3.28190951E+00,+3.78517547E+00,-33.96406794E+00
-11.60500E-03,+3.31708539E+00,+4.79020060E+00,-35.97411823E+00
-11.59200E-03,+3.28190951E+00,+5.29271317E+00,-33.96406794E+00
-11.57900E-03,+3.29195976E+00,+6.59924584E+00,-33.96406794E+00
-11.56600E-03,+3.27688438E+00,+6.80025087E+00,-35.72286194E+00
-11.55300E-03,+3.29195976E+00,+7.20226092E+00,-35.97411823E+00
-11.54000E-03,+3.31206026E+00,+7.80527600E+00,-35.97411823E+00
-11.52700E-03,+3.27688438E+00,+9.81532627E+00,-33.96406794E+00
-11.51400E-03,+3.27688438E+00,+10.21733632E+00,-34.21532422E+00
-11.50100E-03,+3.29195976E+00,+12.52889413E+00,-33.96406794E+00
-11.48800E-03,+3.27688438E+00,+11.82537653E+00,-33.96406794E+00
-11.47500E-03,+3.27688438E+00,+13.63442177E+00,-35.97411823E+00
-11.46200E-03,+3.27688438E+00,+14.03643183E+00,-34.21532422E+00
-11.44900E-03,+3.27688438E+00,+14.13693434E+00,-35.97411823E+00
-11.43600E-03,+3.24170851E+00,+16.54899466E+00,-34.21532422E+00
-11.42300E-03,+3.27688438E+00,+20.87060273E+00,-33.96406794E+00
-11.41000E-03,+3.24170851E+00,+27.90577867E+00,-34.21532422E+00
-11.39700E-03,+3.26180901E+00,+39.56407022E+00,-35.22034937E+00
-11.38400E-03,+3.27688438E+00,+51.12185925E+00,-35.97411823E+00
-11.37100E-03,+3.25175876E+00,+79.16206048E+00,-34.71783680E+00
-11.35800E-03,+3.23668338E+00,+112.22738737E+00,-34.21532422E+00
-11.34500E-03,+3.23668338E+00,+112.52889491E+00,-33.96406794E+00
-11.33200E-03,+3.23668338E+00,+59.56407037E+00,-35.97411823E+00
-11.31900E-03,+3.23668338E+00,+8.20728605E+00,-35.97411823E+00
-11.30600E-03,+3.23668338E+00,+3.58417044E+00,-34.21532422E+00
-11.29300E-03,+3.23668338E+00,+2.07663274E+00,-35.97411823E+00
-11.28000E-03,+3.27185926E+00,+1.37311514E+00,-35.97411823E+00
-11.26700E-03,+3.23668338E+00,+267.58750E-03,-35.97411823E+00
-11.25400E-03,+3.23668338E+00,+468.59252E-03,-35.97411823E+00
-11.24100E-03,+3.21155775E+00,+468.59252E-03,-35.97411823E+00
-11.22800E-03,+3.23668338E+00,+468.59252E-03,-37.98416853E+00
-11.21500E-03,+3.19648238E+00,+468.59252E-03,-35.97411823E+00
-11.20200E-03,+3.23668338E+00,-335.42758E-03,-35.97411823E+00
-11.18900E-03,+3.23668338E+00,-33.92004E-03,-35.97411823E+00
-11.17600E-03,+3.20150750E+00,-335.42758E-03,-35.97411823E+00
-11.16300E-03,+3.19648238E+00,+468.59252E-03,-35.97411823E+00
-11.15000E-03,+3.23668338E+00,-234.92507E-03,-35.97411823E+00
-11.13700E-03,+3.19648238E+00,+468.59252E-03,-35.97411823E+00
-11.12400E-03,+3.23165825E+00,-335.42758E-03,-35.97411823E+00
-11.11100E-03,+3.23668338E+00,+468.59252E-03,-35.97411823E+00
-11.09800E-03,+3.23165825E+00,+468.59252E-03,-35.97411823E+00
-11.08500E-03,+3.19648238E+00,-33.92004E-03,-35.97411823E+00
-11.07200E-03,+3.19648238E+00,+468.59252E-03,-37.73291224E+00
-11.05900E-03,+3.21155775E+00,+468.59252E-03,-35.97411823E+00
-11.04600E-03,+3.16130650E+00,+1.07160760E+00,-36.22537452E+00
-11.03300E-03,+3.19648238E+00,+468.59252E-03,-37.23039967E+00
-11.02000E-03,+3.19648238E+00,+1.17211012E+00,-37.73291224E+00
-11.00700E-03,+3.19648238E+00,-33.92004E-03,-36.72788709E+00
-10.99400E-03,+3.19145725E+00,+1.17211012E+00,-37.98416853E+00
-10.98100E-03,+3.17135675E+00,+468.59252E-03,-36.72788709E+00
-10.96800E-03,+3.19145725E+00,+1.07160760E+00,-37.73291224E+00
-10.95500E-03,+3.19648238E+00,+468.59252E-03,-35.97411823E+00
-10.94200E-03,+3.19648238E+00,+569.09504E-03,-37.98416853E+00
-10.92900E-03,+3.15628137E+00,-33.92004E-03,-37.98416853E+00
-10.91600E-03,+3.15628137E+00,+569.09504E-03,-36.22537452E+00
-10.90300E-03,+3.15628137E+00,+468.59252E-03,-37.98416853E+00
-10.89000E-03,+3.15628137E+00,+468.59252E-03,-37.98416853E+00
-10.87700E-03,+3.15628137E+00,+1.27261263E+00,-37.23039967E+00
-10.86400E-03,+3.15628137E+00,+1.27261263E+00,-37.98416853E+00
-10.85100E-03,+3.15628137E+00,+1.27261263E+00,-39.24044997E+00
-10.83800E-03,+3.15628137E+00,+1.27261263E+00,-37.98416853E+00
-10.82500E-03,+3.15628137E+00,+770.10006E-03,-37.98416853E+00
-10.81200E-03,+3.15125625E+00,+1.27261263E+00,-36.22537452E+00
-10.79900E-03,+3.13115574E+00,+1.27261263E+00,-37.98416853E+00
-10.78600E-03,+3.15125625E+00,+1.27261263E+00,-37.73291224E+00
-10.77300E-03,+3.18140700E+00,+2.07663274E+00,-37.98416853E+00
-10.76000E-03,+3.15125625E+00,+2.07663274E+00,-36.47663081E+00
-10.74700E-03,+3.11608037E+00,+2.07663274E+00,-37.98416853E+00
-10.73400E-03,+3.11608037E+00,+2.17713525E+00,-37.98416853E+00
-10.72100E-03,+3.11608037E+00,+3.18216038E+00,-37.23039967E+00
-10.70800E-03,+3.15125625E+00,+3.68467295E+00,-37.98416853E+00
-10.69500E-03,+3.11608037E+00,+3.98618049E+00,-37.98416853E+00
-10.68200E-03,+3.11608037E+00,+5.19221065E+00,-38.23542482E+00
-10.66900E-03,+3.11608037E+00,+5.29271317E+00,-39.24044997E+00
-10.65600E-03,+3.11608037E+00,+5.39321568E+00,-37.98416853E+00
-10.64300E-03,+3.14120599E+00,+6.69974835E+00,-37.98416853E+00
-10.63000E-03,+3.11608037E+00,+6.90075338E+00,-37.98416853E+00
-10.61700E-03,+3.09095474E+00,+8.20728605E+00,-37.98416853E+00
-10.60400E-03,+3.08090449E+00,+7.80527600E+00,-39.74296254E+00
-10.59100E-03,+3.11608037E+00,+10.61934637E+00,-37.98416853E+00
-10.57800E-03,+3.08090449E+00,+11.62437151E+00,-37.98416853E+00
-10.56500E-03,+3.10100499E+00,+12.02638156E+00,-39.24044997E+00
-10.55200E-03,+3.11608037E+00,+14.03643183E+00,-37.98416853E+00
-10.53900E-03,+3.11608037E+00,+13.53391926E+00,-37.98416853E+00
-10.52600E-03,+3.11105524E+00,+14.84045193E+00,-37.98416853E+00
-10.51300E-03,+3.07587936E+00,+17.35301477E+00,-37.98416853E+00
-10.50000E-03,+3.07587936E+00,+20.56909519E+00,-39.74296254E+00
-10.48700E-03,+3.07587936E+00,+27.50376862E+00,-37.98416853E+00
-10.47400E-03,+3.07587936E+00,+39.06155765E+00,-39.74296254E+00
-10.46100E-03,+3.06080398E+00,+51.62437182E+00,-39.99421883E+00
-10.44800E-03,+3.07587936E+00,+84.18718614E+00,-37.98416853E+00
-10.43500E-03,+3.03567836E+00,+111.72487480E+00,-39.99421883E+00
-10.42200E-03,+3.04070348E+00,+112.22738737E+00,-39.99421883E+00
-10.40900E-03,+3.06080398E+00,+39.46356770E+00,-39.99421883E+00
-10.39600E-03,+3.07085424E+00,+6.09673327E+00,-39.99421883E+00
-10.38300E-03,+3.06080398E+00,+2.88065284E+00,-39.24044997E+00
-10.37000E-03,+3.07085424E+00,+1.97613022E+00,-38.23542482E+00
-10.35700E-03,+3.06080398E+00,+468.59252E-03,-37.98416853E+00
-10.34400E-03,+3.03065323E+00,+468.59252E-03,-39.74296254E+00
-10.33100E-03,+3.03567836E+00,-335.42758E-03,-39.99421883E+00
-10.31800E-03,+3.03567836E+00,+368.09001E-03,-39.99421883E+00
-10.30500E-03,+3.03567836E+00,+468.59252E-03,-39.99421883E+00
-10.29200E-03,+3.03567836E+00,-335.42758E-03,-39.99421883E+00
-10.27900E-03,+3.03567836E+00,+468.59252E-03,-39.99421883E+00
-10.26600E-03,+3.03567836E+00,-234.92507E-03,-39.99421883E+00
-10.25300E-03,+3.03567836E+00,+468.59252E-03,-39.99421883E+00
-10.24000E-03,+3.03567836E+00,+468.59252E-03,-39.74296254E+00
-10.22700E-03,+3.01055273E+00,+770.10006E-03,-39.99421883E+00
-10.21400E-03,+2.99547735E+00,+468.59252E-03,-39.99421883E+00
-10.20100E-03,+3.01055273E+00,-33.92004E-03,-39.99421883E+00
-10.18800E-03,+2.99547735E+00,+1.27261263E+00,-39.99421883E+00
-10.17500E-03,+2.99547735E+00,+468.59252E-03,-39.99421883E+00
-10.16200E-03,+3.03065323E+00,-435.93010E-03,-39.99421883E+00
-10.14900E-03,+2.99547735E+00,+468.59252E-03,-40.74798769E+00
-10.13600E-03,+3.00050248E+00,+569.09504E-03,-39.99421883E+00
-10.12300E-03,+2.95527635E+00,+468.59252E-03,-39.99421883E+00
-10.11000E-03,+2.99547735E+00,+1.27261263E+00,-40.24547511E+00
-10.09700E-03,+2.98040198E+00,+971.10509E-03,-39.99421883E+00
-10.08400E-03,+2.99547735E+00,+1.97613022E+00,-39.99421883E+00
-10.07100E-03,+2.99547735E+00,+468.59252E-03,-39.24044997E+00
-10.05800E-03,+2.99547735E+00,+1.17211012E+00,-39.99421883E+00
-10.04500E-03,+2.99547735E+00,+468.59252E-03,-41.25050026E+00
-10.03200E-03,+2.99547735E+00,+1.17211012E+00,-39.99421883E+00
-10.01900E-03,+2.99547735E+00,+770.10006E-03,-39.99421883E+00
-10.00600E-03,+2.99547735E+00,+569.09504E-03,-39.99421883E+00
-9.99300E-03,+2.98040198E+00,+468.59252E-03,-39.99421883E+00
-9.98000E-03,+2.95527635E+00,+1.17211012E+00,-39.99421883E+00
-9.96700E-03,+2.95527635E+00,+1.27261263E+00,-41.25050026E+00
-9.95400E-03,+2.95527635E+00,+569.09504E-03,-39.99421883E+00
-9.94100E-03,+2.95527635E+00,+1.27261263E+00,-42.00426912E+00
-9.92800E-03,+2.95527635E+00,+1.97613022E+00,-41.75301283E+00
-9.91500E-03,+2.95527635E+00,+1.57412017E+00,-40.74798769E+00
-9.90200E-03,+2.95527635E+00,+2.07663274E+00,-41.75301283E+00
-9.88900E-03,+2.94020097E+00,+2.07663274E+00,-40.74798769E+00
-9.87600E-03,+2.95527635E+00,+2.88065284E+00,-39.99421883E+00
-9.86300E-03,+2.94020097E+00,+3.38316541E+00,-39.99421883E+00
-9.85000E-03,+2.95025122E+00,+3.58417044E+00,-39.99421883E+00
-9.83700E-03,+2.92512559E+00,+2.37814028E+00,-39.99421883E+00
-9.82400E-03,+2.92010047E+00,+2.17713525E+00,-41.75301283E+00
-9.81100E-03,+2.94020097E+00,+2.07663274E+00,-39.99421883E+00
-9.79800E-03,+2.95025122E+00,+2.88065284E+00,-40.24547511E+00
-9.78500E-03,+2.93015072E+00,+2.88065284E+00,-39.99421883E+00
-9.77200E-03,+2.95527635E+00,+3.58417044E+00,-39.99421883E+00
-9.75900E-03,+2.91507534E+00,+3.68467295E+00,-39.99421883E+00
-9.74600E-03,+2.91507534E+00,+4.48869306E+00,-40.24547511E+00
-9.73300E-03,+2.91507534E+00,+4.99120563E+00,-39.99421883E+00
-9.72000E-03,+2.91005022E+00,+5.29271317E+00,-39.99421883E+00
-9.70700E-03,+2.89999997E+00,+4.99120563E+00,-39.99421883E+00
-9.69400E-03,+2.87487434E+00,+5.39321568E+00,-39.99421883E+00
-9.68100E-03,+2.91507534E+00,+6.59924584E+00,-39.99421883E+00
-9.66800E-03,+2.91507534E+00,+6.19723579E+00,-39.99421883E+00
-9.65500E-03,+2.87487434E+00,+6.90075338E+00,-39.99421883E+00
-9.64200E-03,+2.87989946E+00,+7.70477349E+00,-39.99421883E+00
-9.62900E-03,+2.88994972E+00,+7.70477349E+00,-39.99421883E+00
-9.61600E-03,+2.83969846E+00,+8.50879359E+00,-38.23542482E+00
-9.60300E-03,+2.87487434E+00,+9.01130616E+00,-38.73793739E+00
-9.59000E-03,+2.87487434E+00,+9.31281370E+00,-39.99421883E+00
-9.57700E-03,+2.87487434E+00,+10.61934637E+00,-39.24044997E+00
-9.56400E-03,+2.83467333E+00,+10.92085391E+00,-37.98416853E+00
-9.55100E-03,+2.85979896E+00,+11.72487402E+00,-37.98416853E+00
-9.53800E-03,+2.83969846E+00,+11.82537653E+00,-38.23542482E+00
-9.52500E-03,+2.85979896E+00,+12.02638156E+00,-38.73793739E+00
-9.51200E-03,+2.83467333E+00,+12.42839161E+00,-37.98416853E+00
-9.49900E-03,+2.83467333E+00,+13.33291423E+00,-39.24044997E+00
-9.48600E-03,+2.83467333E+00,+13.33291423E+00,-38.23542482E+00
-9.47300E-03,+2.81959796E+00,+13.03140669E+00,-38.73793739E+00
-9.46000E-03,+2.79447233E+00,+14.13693434E+00,-39.99421883E+00
-9.44700E-03,+2.83467333E+00,+14.13693434E+00,-37.98416853E+00
-9.43400E-03,+2.82964821E+00,+14.94095445E+00,-39.74296254E+00
-9.42100E-03,+2.76934670E+00,+15.44346701E+00,-37.98416853E+00
-9.40800E-03,+2.83467333E+00,+18.05653236E+00,-39.74296254E+00
-9.39500E-03,+2.83467333E+00,+18.96105498E+00,-37.98416853E+00
-9.38200E-03,+2.79447233E+00,+20.56909519E+00,-39.74296254E+00
-9.36900E-03,+2.79447233E+00,+23.48366808E+00,-37.98416853E+00
-9.35600E-03,+2.82964821E+00,+26.09673343E+00,-37.98416853E+00
-9.34300E-03,+2.79447233E+00,+28.81030129E+00,-37.98416853E+00
-9.33000E-03,+2.76432158E+00,+31.92587920E+00,-37.98416853E+00
-9.31700E-03,+2.77939695E+00,+35.54396968E+00,-38.73793739E+00
-9.30400E-03,+2.75427132E+00,+42.27763808E+00,-37.98416853E+00
-9.29100E-03,+2.75427132E+00,+45.29271348E+00,-37.98416853E+00
-9.27800E-03,+2.71909545E+00,+48.00628134E+00,-37.98416853E+00
-9.26500E-03,+2.75427132E+00,+53.23241203E+00,-37.98416853E+00
-9.25200E-03,+2.74924620E+00,+62.37814075E+00,-36.22537452E+00
-9.23900E-03,+2.75427132E+00,+70.41834182E+00,-37.98416853E+00
-9.22600E-03,+2.71407032E+00,+78.65954791E+00,-37.98416853E+00
-9.21300E-03,+2.71407032E+00,+87.00125652E+00,-37.98416853E+00
-9.20000E-03,+2.67889444E+00,+96.14698523E+00,-38.23542482E+00
-9.18700E-03,+2.71407032E+00,+110.61934716E+00,-36.72788709E+00
-9.17400E-03,+2.70904519E+00,+112.93090496E+00,-37.98416853E+00
-9.16100E-03,+2.68391957E+00,+112.22738737E+00,-37.23039967E+00
-9.14800E-03,+2.70904519E+00,+112.32788988E+00,-37.98416853E+00
-9.13500E-03,+2.64874369E+00,+111.72487480E+00,-39.24044997E+00
-9.12200E-03,+2.66884419E+00,+112.22738737E+00,-37.98416853E+00
-9.10900E-03,+2.67386932E+00,+92.42839224E+00,-37.98416853E+00
-9.09600E-03,+2.63366831E+00,+73.63442224E+00,-36.22537452E+00
-9.08300E-03,+2.62361806E+00,+59.16206032E+00,-37.98416853E+00
-9.07000E-03,+2.59346731E+00,+42.88065316E+00,-37.98416853E+00
-9.05700E-03,+2.60854268E+00,+31.52386915E+00,-37.98416853E+00
