x-axis,2,3
second,Volt,Volt
-16.50000E-03,+5.53718185E+00,-16.94095564E+00
-16.48350E-03,+5.53718185E+00,-16.94095564E+00
-16.46700E-03,+5.53718185E+00,-16.94095564E+00
-16.45050E-03,+5.53718185E+00,-16.94095564E+00
-16.43400E-03,+7.54723215E+00,-16.94095564E+00
-16.41750E-03,+7.54723215E+00,-16.94095564E+00
-16.40100E-03,+7.54723215E+00,-18.95100594E+00
-16.38450E-03,+7.54723215E+00,-18.95100594E+00
-16.36800E-03,+7.54723215E+00,-18.95100594E+00
-16.35150E-03,+7.54723215E+00,-18.95100594E+00
-16.33500E-03,+7.54723215E+00,-18.95100594E+00
-16.31850E-03,+9.55728245E+00,-16.94095564E+00
-16.30200E-03,+11.56733274E+00,-18.95100594E+00
-16.28550E-03,+11.56733274E+00,-16.94095564E+00
-16.26900E-03,+9.55728245E+00,-18.95100594E+00
-16.25250E-03,+11.56733274E+00,-18.95100594E+00
-16.23600E-03,+9.55728245E+00,-16.94095564E+00
-16.21950E-03,+7.54723215E+00,-18.95100594E+00
-16.20300E-03,+7.54723215E+00,-18.95100594E+00
-16.18650E-03,+7.54723215E+00,-18.95100594E+00
-16.17000E-03,+7.54723215E+00,-18.95100594E+00
-16.15350E-03,+5.53718185E+00,-18.95100594E+00
-16.13700E-03,+7.54723215E+00,-18.95100594E+00
-16.12050E-03,+3.52713156E+00,-20.96105623E+00
-16.10400E-03,+5.53718185E+00,-18.95100594E+00
-16.08750E-03,+5.53718185E+00,-18.95100594E+00
-16.07100E-03,+5.53718185E+00,-18.95100594E+00
-16.05450E-03,+5.53718185E+00,-18.95100594E+00
-16.03800E-03,+3.52713156E+00,-18.95100594E+00
-16.02150E-03,+5.53718185E+00,-18.95100594E+00
-16.00500E-03,+5.53718185E+00,-20.96105623E+00
-15.98850E-03,+5.53718185E+00,-18.95100594E+00
-15.97200E-03,+5.53718185E+00,-18.95100594E+00
-15.95550E-03,+7.54723215E+00,-18.95100594E+00
-15.93900E-03,+5.53718185E+00,-18.95100594E+00
-15.92250E-03,+7.54723215E+00,-20.96105623E+00
-15.90600E-03,+7.54723215E+00,-18.95100594E+00
-15.88950E-03,+7.54723215E+00,-20.96105623E+00
-15.87300E-03,+9.55728245E+00,-18.95100594E+00
-15.85650E-03,+11.56733274E+00,-20.96105623E+00
-15.84000E-03,+11.56733274E+00,-20.96105623E+00
-15.82350E-03,+11.56733274E+00,-20.96105623E+00
-15.80700E-03,+13.57738304E+00,-20.96105623E+00
-15.79050E-03,+11.56733274E+00,-18.95100594E+00
-15.77400E-03,+13.57738304E+00,-20.96105623E+00
-15.75750E-03,+13.57738304E+00,-20.96105623E+00
-15.74100E-03,+13.57738304E+00,-18.95100594E+00
-15.72450E-03,+15.58743334E+00,-20.96105623E+00
-15.70800E-03,+15.58743334E+00,-20.96105623E+00
-15.69150E-03,+19.60753393E+00,-20.96105623E+00
-15.67500E-03,+17.59748364E+00,-20.96105623E+00
-15.65850E-03,+19.60753393E+00,-20.96105623E+00
-15.64200E-03,+23.62763453E+00,-20.96105623E+00
-15.62550E-03,+25.63768482E+00,-20.96105623E+00
-15.60900E-03,+23.62763453E+00,-20.96105623E+00
-15.59250E-03,+27.64773512E+00,-20.96105623E+00
-15.57600E-03,+27.64773512E+00,-20.96105623E+00
-15.55950E-03,+31.66783571E+00,-20.96105623E+00
-15.54300E-03,+35.68793631E+00,-20.96105623E+00
-15.52650E-03,+37.69798660E+00,-20.96105623E+00
-15.51000E-03,+41.71808720E+00,-22.97110653E+00
-15.49350E-03,+47.74823809E+00,-20.96105623E+00
-15.47700E-03,+63.82864046E+00,-22.97110653E+00
-15.46050E-03,+75.88894224E+00,-20.96105623E+00
-15.44400E-03,+95.98944521E+00,-22.97110653E+00
-15.42750E-03,+112.06984758E+00,-22.97110653E+00
-15.41100E-03,+102.01959610E+00,-20.96105623E+00
-15.39450E-03,+75.88894224E+00,-22.97110653E+00
-15.37800E-03,+57.79848957E+00,-22.97110653E+00
-15.36150E-03,+41.71808720E+00,-20.96105623E+00
-15.34500E-03,+25.63768482E+00,-20.96105623E+00
-15.32850E-03,+17.59748363E+00,-22.97110653E+00
-15.31200E-03,+13.57738304E+00,-22.97110653E+00
-15.29550E-03,+9.55728245E+00,-22.97110653E+00
-15.27900E-03,+7.54723215E+00,-22.97110653E+00
-15.26250E-03,+5.53718185E+00,-22.97110653E+00
-15.24600E-03,+5.53718185E+00,-22.97110653E+00
-15.22950E-03,+3.52713156E+00,-22.97110653E+00
-15.21300E-03,+3.52713156E+00,-22.97110653E+00
-15.19650E-03,+3.52713156E+00,-22.97110653E+00
-15.18000E-03,+1.51708126E+00,-22.97110653E+00
-15.16350E-03,+3.52713156E+00,-22.97110653E+00
-15.14700E-03,+1.51708126E+00,-22.97110653E+00
-15.13050E-03,+1.51708126E+00,-22.97110653E+00
-15.11400E-03,+1.51708126E+00,-22.97110653E+00
-15.09750E-03,+3.52713156E+00,-22.97110653E+00
-15.08100E-03,+1.51708126E+00,-22.97110653E+00
-15.06450E-03,+1.51708126E+00,-22.97110653E+00
-15.04800E-03,+1.51708126E+00,-24.98115683E+00
-15.03150E-03,+3.52713156E+00,-24.98115683E+00
-15.01500E-03,+1.51708126E+00,-22.97110653E+00
-14.99850E-03,+1.51708126E+00,-24.98115683E+00
-14.98200E-03,+1.51708126E+00,-22.97110653E+00
-14.96550E-03,-492.96904E-03,-22.97110653E+00
-14.94900E-03,+3.52713156E+00,-22.97110653E+00
-14.93250E-03,+1.51708126E+00,-24.98115683E+00
-14.91600E-03,+1.51708126E+00,-24.98115683E+00
-14.89950E-03,+1.51708126E+00,-24.98115683E+00
-14.88300E-03,+1.51708126E+00,-22.97110653E+00
-14.86650E-03,-492.96904E-03,-24.98115683E+00
-14.85000E-03,+1.51708126E+00,-24.98115683E+00
-14.83350E-03,+3.52713156E+00,-24.98115683E+00
-14.81700E-03,-492.96904E-03,-24.98115683E+00
-14.80050E-03,+1.51708126E+00,-24.98115683E+00
-14.78400E-03,-492.96904E-03,-24.98115683E+00
-14.76750E-03,+1.51708126E+00,-24.98115683E+00
-14.75100E-03,+1.51708126E+00,-24.98115683E+00
-14.73450E-03,+1.51708126E+00,-24.98115683E+00
-14.71800E-03,+1.51708126E+00,-24.98115683E+00
-14.70150E-03,+1.51708126E+00,-24.98115683E+00
-14.68500E-03,-492.96904E-03,-24.98115683E+00
-14.66850E-03,+3.52713156E+00,-26.99120712E+00
-14.65200E-03,+1.51708126E+00,-24.98115683E+00
-14.63550E-03,+5.53718185E+00,-26.99120712E+00
-14.61900E-03,+1.51708126E+00,-24.98115683E+00
-14.60250E-03,+1.51708126E+00,-24.98115683E+00
-14.58600E-03,+1.51708126E+00,-24.98115683E+00
-14.56950E-03,+3.52713156E+00,-24.98115683E+00
-14.55300E-03,-492.96904E-03,-26.99120712E+00
-14.53650E-03,+1.51708126E+00,-26.99120712E+00
-14.52000E-03,+1.51708126E+00,-26.99120712E+00
-14.50350E-03,+5.53718185E+00,-26.99120712E+00
-14.48700E-03,+7.54723215E+00,-24.98115683E+00
-14.47050E-03,+1.51708126E+00,-24.98115683E+00
-14.45400E-03,+1.51708126E+00,-26.99120712E+00
-14.43750E-03,-492.96904E-03,-26.99120712E+00
-14.42100E-03,+7.54723215E+00,-24.98115683E+00
-14.40450E-03,+9.55728245E+00,-26.99120712E+00
-14.38800E-03,+1.51708126E+00,-26.99120712E+00
-14.37150E-03,+5.53718185E+00,-26.99120712E+00
-14.35500E-03,+1.51708126E+00,-26.99120712E+00
-14.33850E-03,+1.51708126E+00,-26.99120712E+00
-14.32200E-03,+5.53718185E+00,-26.99120712E+00
-14.30550E-03,+1.51708126E+00,-26.99120712E+00
-14.28900E-03,+9.55728245E+00,-26.99120712E+00
-14.27250E-03,+11.56733275E+00,-26.99120712E+00
-14.25600E-03,+9.55728245E+00,-26.99120712E+00
-14.23950E-03,+3.52713156E+00,-26.99120712E+00
-14.22300E-03,+3.52713156E+00,-26.99120712E+00
-14.20650E-03,+3.52713156E+00,-26.99120712E+00
-14.19000E-03,+13.57738304E+00,-26.99120712E+00
-14.17350E-03,+1.51708126E+00,-26.99120712E+00
-14.15700E-03,+7.54723215E+00,-26.99120712E+00
-14.14050E-03,+3.52713156E+00,-26.99120712E+00
-14.12400E-03,+11.56733275E+00,-26.99120712E+00
-14.10750E-03,+3.52713156E+00,-26.99120712E+00
-14.09100E-03,+1.51708126E+00,-29.00125742E+00
-14.07450E-03,+9.55728245E+00,-26.99120712E+00
-14.05800E-03,+17.59748363E+00,-26.99120712E+00
-14.04150E-03,+13.57738304E+00,-29.00125742E+00
-14.02500E-03,+1.51708126E+00,-26.99120712E+00
-14.00850E-03,+5.53718185E+00,-29.00125742E+00
-13.99200E-03,+7.54723215E+00,-29.00125742E+00
-13.97550E-03,+17.59748363E+00,-29.00125742E+00
-13.95900E-03,+3.52713156E+00,-29.00125742E+00
-13.94250E-03,+1.51708126E+00,-29.00125742E+00
-13.92600E-03,+57.79848957E+00,-26.99120712E+00
-13.90950E-03,+15.58743334E+00,-29.00125742E+00
-13.89300E-03,+13.57738304E+00,-29.00125742E+00
-13.87650E-03,+25.63768483E+00,-29.00125742E+00
-13.86000E-03,+9.55728245E+00,-26.99120712E+00
-13.84350E-03,+41.71808720E+00,-29.00125742E+00
-13.82700E-03,+9.55728245E+00,-29.00125742E+00
-13.81050E-03,+11.56733275E+00,-29.00125742E+00
-13.79400E-03,+5.53718185E+00,-29.00125742E+00
-13.77750E-03,+17.59748363E+00,-29.00125742E+00
-13.76100E-03,+3.52713156E+00,-29.00125742E+00
-13.74450E-03,+21.61758423E+00,-29.00125742E+00
-13.72800E-03,+9.55728245E+00,-29.00125742E+00
-13.71150E-03,+3.52713156E+00,-29.00125742E+00
-13.69500E-03,+11.56733274E+00,-29.00125742E+00
-13.67850E-03,+1.51708126E+00,-29.00125742E+00
-13.66200E-03,+5.53718185E+00,-29.00125742E+00
-13.64550E-03,+1.51708126E+00,-29.00125742E+00
-13.62900E-03,+5.53718185E+00,-31.01130772E+00
-13.61250E-03,+3.52713156E+00,-29.00125742E+00
-13.59600E-03,+3.52713156E+00,-29.00125742E+00
-13.57950E-03,+3.52713156E+00,-31.01130772E+00
-13.56300E-03,+1.51708126E+00,-31.01130772E+00
-13.54650E-03,+3.52713156E+00,-31.01130772E+00
-13.53000E-03,+1.51708126E+00,-31.01130772E+00
-13.51350E-03,+1.51708126E+00,-31.01130772E+00
-13.49700E-03,+1.51708126E+00,-31.01130772E+00
-13.48050E-03,+1.51708126E+00,-29.00125742E+00
