nm;arb.u
588.22;52.0
588.62;51.0
589.01;50.0
589.41;48.0
589.81;47.0
590.21;46.0
590.60;44.0
591.00;44.0
591.40;42.0
591.80;41.0
592.19;41.0
592.59;39.0
592.99;39.0
593.39;37.0
593.78;36.0
594.18;35.0
594.58;34.0
594.97;34.0
595.37;32.0
595.77;31.0
596.16;31.0
596.56;29.0
596.96;28.0
597.35;28.0
597.75;26.0
598.15;25.0
598.54;24.0
598.94;24.0
599.34;23.0
599.73;23.0
600.13;21.0
600.52;21.0
600.92;19.0
601.32;20.0
601.71;18.0
602.11;18.0
602.50;18.0
602.90;17.0
603.29;16.0
603.69;15.0
604.09;15.0
604.48;15.0
604.88;14.0
605.27;13.0
605.67;13.0
606.06;13.0
606.46;12.0
606.85;11.0
607.25;10.0
607.64;10.0
608.04;10.0
608.43;10.0
608.83;8.0
609.22;8.0
609.62;8.0
610.01;7.0
610.41;7.0
610.80;7.0
611.20;7.0
611.59;6.0
611.99;6.0
612.38;6.0
612.78;6.0
613.17;5.0
613.56;4.0
613.96;4.0
614.35;4.0
614.75;4.0
615.14;4.0
615.54;3.0
615.93;3.0
616.32;3.0
616.72;3.0
617.11;3.0
617.51;3.0
617.90;3.0
618.29;3.0
618.69;2.0
619.08;1.0
619.47;2.0
619.87;1.0
620.26;1.0
620.65;1.0
621.05;0.0
621.44;0.0
621.83;0.0
622.23;0.0
622.62;0.0
623.01;0.0
623.41;0.0
623.80;0.0
624.19;0.0
624.58;0.0
624.98;0.0
625.37;0.0
625.76;0.0
626.15;0.0
626.55;0.0
626.94;0.0
627.33;0.0
627.72;0.0
628.12;0.0
628.51;0.0
628.90;0.0
629.29;0.0
629.69;0.0
630.08;0.0
630.47;0.0
630.86;0.0
631.25;0.0
631.65;0.0
632.04;0.0
632.43;0.0
632.82;0.0
633.21;0.0
633.60;0.0
633.99;0.0
634.39;0.0
634.78;0.0
635.17;0.0
635.56;0.0
635.95;0.0
636.34;0.0
636.73;0.0
637.13;0.0
637.52;0.0
637.91;0.0
638.30;0.0
638.69;0.0
639.08;0.0
639.47;0.0
639.86;0.0
640.25;0.0
640.64;0.0
641.03;0.0
641.42;0.0
641.81;0.0
642.20;0.0
642.59;0.0
642.98;0.0
643.37;0.0
643.76;0.0
644.16;0.0
644.55;0.0
644.94;0.0
645.33;0.0
645.71;0.0
646.10;0.0
646.49;0.0
646.88;0.0
647.27;0.0
647.66;0.0
648.05;0.0
648.44;0.0
648.83;0.0
649.22;0.0
649.61;0.0
650.00;0.0
650.39;0.0
650.78;0.0
651.17;0.0
651.56;0.0
651.95;0.0
652.33;0.0
652.72;0.0
653.11;0.0
653.50;0.0
653.89;0.0
654.28;0.0
654.67;0.0
655.06;0.0
655.44;0.0
655.83;1.0
656.22;1.0
656.61;1.0
657.00;1.0
657.39;1.0
657.77;1.0
658.16;1.0
658.55;1.0
658.94;1.0
659.33;1.0
659.71;1.0
660.10;1.0
660.49;1.0
660.88;1.0
661.27;1.0
661.65;1.0
662.04;2.0
662.43;2.0
662.82;2.0
663.20;2.0
663.59;2.0
663.98;3.0
664.37;3.0
664.75;3.0
665.14;3.0
665.53;3.0
665.91;3.0
666.30;3.0
666.69;3.0
667.07;3.0
667.46;3.0
667.85;3.0
668.24;3.0
668.62;3.0
669.01;3.0
669.39;3.0
669.78;3.0
670.17;3.0
670.55;3.0
670.94;3.0
671.33;4.0
671.71;3.0
672.10;3.0
672.49;3.0
672.87;4.0
673.26;4.0
673.64;4.0
674.03;3.0
674.42;3.0
674.80;4.0
675.19;4.0
675.57;4.0
675.96;3.0
676.34;4.0
676.73;4.0
677.11;4.0
677.50;4.0
677.89;4.0
678.27;4.0
678.66;4.0
679.04;4.0
679.43;4.0
679.81;4.0
680.20;4.0
680.58;4.0
680.97;4.0
681.35;4.0
681.74;4.0
682.12;4.0
682.51;4.0
682.89;4.0
683.28;4.0
683.66;4.0
684.04;4.0
684.43;4.0
684.81;4.0
685.20;4.0
685.58;4.0
685.97;4.0
686.35;4.0
686.73;4.0
687.12;4.0
687.50;4.0
687.89;4.0
688.27;4.0
688.65;4.0
689.04;4.0
689.42;4.0
689.81;4.0
690.19;4.0
690.57;4.0
690.96;4.0
691.34;4.0
691.72;4.0
692.11;4.0
692.49;4.0
692.87;4.0
693.26;4.0
693.64;4.0
