t,T
4e-06, 1.7669076600713486e-06
8e-06, 7.043504804624949e-06
1.2e-05, 1.5829885246502672e-05
1.6e-05, 2.8126051737710187e-05
1.9999999999999998e-05, 4.3932008129396786e-05
2.3999999999999997e-05, 6.324775937182726e-05
2.7999999999999996e-05, 8.60733115143456e-05
3.2e-05, 0.0001124086717053308
3.6e-05, 0.00014225384819214446
4e-05, 0.0001756088503210707
4.4000000000000006e-05, 0.00021247368853724753
4.800000000000001e-05, 0.00025284837438459024
5.200000000000001e-05, 0.0002967329205057073
5.600000000000001e-05, 0.0003441273406418078
6.0000000000000015e-05, 0.0003950316496326005
6.400000000000001e-05, 0.0004494458634161852
6.800000000000001e-05, 0.0005073699990289371
7.200000000000002e-05, 0.0005688040746053804
7.600000000000002e-05, 0.0006337481093780564
8.000000000000002e-05, 0.0007022021236773833
8.400000000000002e-05, 0.0007741661389315061
8.800000000000002e-05, 0.0008496401776661394
9.200000000000003e-05, 0.0009286242635044051
9.600000000000003e-05, 0.0010111184211666557
0.00010000000000000003, 0.0010971226764702941
0.00010400000000000003, 0.0011866370563295872
0.00010800000000000004, 0.0012796615887554653
0.00011200000000000004, 0.001376196302855317
0.00011600000000000004, 0.0014762412288327781
0.00012000000000000004, 0.001579796397987509
0.00012400000000000003, 0.0016868618427149612
0.00012800000000000002, 0.0017974375965061477
0.000132, 0.0019115236939473905
0.000136, 0.0020291201707200693
0.00014, 0.002150227063600357
0.00014399999999999998, 0.0022748444104589544
0.00014799999999999997, 0.002402972250260812
0.00015199999999999995, 0.0025346106230648333
0.00015599999999999994, 0.002669759570023596
0.00015999999999999993, 0.0028084191333830376
0.00016399999999999992, 0.0029505893564821506
0.0001679999999999999, 0.003096270283752664
0.0001719999999999999, 0.00324546196071871
0.0001759999999999999, 0.0033981644339964993
0.00017999999999999988, 0.0035543777512939694
0.00018399999999999986, 0.0037141019614104374
0.00018799999999999985, 0.003877337114236239
0.00019199999999999984, 0.004044083260752365
0.00019599999999999983, 0.004214340453030078
0.00019999999999999982, 0.004388108744230537
0.0002039999999999998, 0.004565388188604401
0.0002079999999999998, 0.004746178841491426
0.00021199999999999979, 0.0049304807593200705
0.00021599999999999978, 0.005118293999607048
0.00021999999999999976, 0.00530961862095695
0.00022399999999999975, 0.005504454683061767
0.00022799999999999974, 0.005702802246700475
0.00023199999999999973, 0.005904661373738578
0.00023599999999999972, 0.0061100321271276474
0.0002399999999999997, 0.006318914570904861
0.0002439999999999997, 0.006531308770192533
0.0002479999999999997, 0.006747214791197621
0.0002519999999999997, 0.006966632701211249
0.00029199999999999967, 0.00935396690388146
0.00033199999999999967, 0.012092568139954924
0.00037199999999999966, 0.015182521513137107
0.00041199999999999966, 0.018623922839788098
0.00045199999999999966, 0.02241687857701973
0.0004919999999999997, 0.026561505742319698
0.0005319999999999997, 0.03105793182460514
0.0009319999999999997, 0.09540215274265033
0.0013319999999999996, 0.19513587805790134
0.0017319999999999996, 0.3305353593549514
0.0021319999999999998, 0.5019348234368055
0.002532, 0.709644929553418
0.002932, 0.9540098124958292
0.0033320000000000003, 1.235213771510819
0.0037320000000000005, 1.5531942981582336
0.004132, 1.9074788698177705
0.0045320000000000004, 2.296964758353344
0.008532000000000001, 6.827141850483906
0.012532000000000001, 10.48426626120413
0.016532, 11.652570335960272
0.020532, 17.99158561826753
0.033332, 14.078947924538271
0.046132, 9.507346817822237
0.058932, 4.67987214762423
0.060932, 6.017618402830943
0.062932, 7.931878618818456
0.064932, 6.73200499502858
0.066932, 10.029723689954924
0.06893200000000001, 10.626902413178717
0.07093200000000001, 10.79282550823406
0.07293200000000001, 11.15762968890933
0.07493200000000001, 13.574502599992854
0.07693200000000001, 13.091484951421267
0.07893200000000002, 17.03598238500354
0.08093200000000002, 14.325753115951457
0.08293200000000002, 19.187841763613307
0.08493200000000002, 16.81884802253563
0.08693200000000002, 21.89810587788723
0.08893200000000002, 16.641928306311097
0.09093200000000003, 24.71269331767538
0.09293200000000003, 41.31648076897118
0.09493200000000003, 50.614048456112975
0.09693200000000003, 82.6666745237288
0.09893200000000003, 87.75981070628895
0.10093200000000004, 86.31195579417559
0.10293200000000004, 83.6545153378472
0.10493200000000004, 113.98103544063129
0.10693200000000004, 100.27031793854829
0.10893200000000004, 98.23596099885718
0.11093200000000004, 96.64616499175283
0.11293200000000005, 116.72395375963804
0.11493200000000005, 108.2567308416984
0.11693200000000005, 109.9200382386185
0.11893200000000005, 143.35404009145068
0.12093200000000005, 104.62534656904832
0.12293200000000006, 99.02865469851085
0.12493200000000006, 100.30033495147163
0.12693200000000004, 78.2219132742418
0.12893200000000005, 84.88522999626517
0.13093200000000005, 118.17888200037116
0.13293200000000005, 136.763961276374
0.13493200000000005, 82.13970247502175
0.13693200000000005, 99.0958235279743
0.13893200000000006, 104.04131347004925
0.14093200000000006, 117.27886646149103
0.14293200000000006, 112.05225054989455
0.14493200000000006, 121.23062260775592
0.14693200000000006, 112.84159624217764
0.14893200000000006, 111.59791712706617
0.15093200000000007, 108.78186370596175
0.15293200000000007, 107.20487617249493
0.15493200000000007, 93.63775447458288
0.15693200000000007, 101.577045285173
0.15893200000000007, 95.1297929411985
0.16093200000000007, 120.08713200191588
0.16293200000000008, 105.93056360856356
0.16493200000000008, 93.58677311485691
0.16693200000000008, 120.6096648884247
0.16893200000000008, 110.927479294745
0.17093200000000008, 126.49492538554047
0.17293200000000009, 118.94486845920245
