Time;Sec;Object Name;Status;Value
10:42:18;3491;TIC Gauge 2;5;9900000000
10:42:18;3491;TIC Gauge 3;5;9900000000
10:42:19;3492;TIC Turbo Speed;;1.6
10:42:19;3492;TIC Turbo Power;;6.1
10:42:20;3493;TIC Gauge 1;11;100000
10:42:20;3493;TIC Gauge 2;5;9900000000
10:42:20;3493;TIC Gauge 3;5;9900000000
10:42:21;3494;TIC Gauge 3;5;9900000000
10:42:22;3495;TIC Turbo Speed;;1.6
10:42:22;3495;TIC Turbo Power;;7
10:42:22;3495;TIC Gauge 1;11;100000
10:42:22;3495;TIC Gauge 2;5;9900000000
10:42:24;3497;TIC Gauge 1;11;100000
10:42:24;3497;TIC Turbo Speed;;1.6
10:42:24;3497;TIC Turbo Power;;8
10:42:24;3497;TIC Gauge 2;5;9900000000
10:42:24;3497;TIC Gauge 3;5;9900000000
10:42:26;3499;TIC Turbo Speed;;1.6
10:42:26;3499;TIC Turbo Power;;5.4
10:42:26;3499;TIC Gauge 1;11;100000
10:42:26;3499;TIC Gauge 2;5;9900000000
10:42:26;3499;TIC Gauge 3;5;9900000000
10:42:28;3501;TIC Turbo Speed;;1.6
10:42:28;3501;TIC Turbo Power;;6.8
10:42:28;3501;TIC Gauge 1;11;100000
10:42:28;3501;TIC Gauge 2;5;9900000000
10:42:28;3501;TIC Gauge 3;5;9900000000
10:42:30;3503;TIC Turbo Speed;;1.6
10:42:30;3503;TIC Turbo Power;;6.1
10:42:30;3503;TIC Gauge 1;11;100000
10:42:30;3503;TIC Gauge 2;5;9900000000
10:42:30;3503;TIC Gauge 3;5;9900000000
10:42:32;3505;TIC Gauge 2;5;9900000000
10:42:32;3505;TIC Turbo Speed;;1.6
10:42:32;3505;TIC Turbo Power;;6.8
10:42:32;3505;TIC Gauge 3;5;9900000000
10:42:32;3505;TIC Gauge 1;11;100000
10:42:34;3507;TIC Turbo Speed;;1.6
10:42:34;3507;TIC Turbo Power;;7.3
10:42:34;3507;TIC Gauge 1;11;100000
10:42:34;3507;TIC Gauge 2;5;9900000000
10:42:34;3507;TIC Gauge 3;5;9900000000
10:42:36;3509;TIC Turbo Speed;;1.6
10:42:36;3509;TIC Turbo Power;;7
10:42:36;3509;TIC Gauge 1;11;100000
10:42:36;3509;TIC Gauge 2;5;9900000000
10:42:36;3509;TIC Gauge 3;5;9900000000
10:42:38;3511;TIC Turbo Speed;;1.6
10:42:38;3511;TIC Turbo Power;;7.5
10:42:38;3511;TIC Gauge 1;11;100000
10:42:38;3511;TIC Gauge 2;5;9900000000
10:42:38;3511;TIC Gauge 3;5;9900000000
10:42:40;3513;TIC Turbo Speed;;1.6
10:42:40;3513;TIC Turbo Power;;7
10:42:40;3513;TIC Gauge 1;11;100000
10:42:40;3513;TIC Gauge 2;5;9900000000
10:42:40;3513;TIC Gauge 3;5;9900000000
10:42:42;3515;TIC Turbo Speed;;1.6
10:42:42;3515;TIC Turbo Power;;6.1
10:42:42;3515;TIC Gauge 1;11;100000
10:42:42;3515;TIC Gauge 2;5;9900000000
10:42:42;3515;TIC Gauge 3;5;9900000000
10:42:44;3517;TIC Turbo Speed;;1.6
10:42:44;3517;TIC Turbo Power;;7
10:42:44;3517;TIC Gauge 1;11;25214
10:42:44;3517;TIC Gauge 2;5;9900000000
10:42:44;3517;TIC Gauge 3;5;9900000000
10:42:46;3519;TIC Turbo Speed;;1.6
10:42:46;3519;TIC Turbo Power;;6.1
10:42:46;3519;TIC Gauge 1;11;29998
10:42:46;3519;TIC Gauge 2;5;9900000000
10:42:46;3519;TIC Gauge 3;5;9900000000
10:42:48;3521;TIC Turbo Power;;7
10:42:48;3521;TIC Turbo Speed;;1.6
10:42:48;3521;TIC Gauge 1;11;35032
10:42:48;3521;TIC Gauge 2;5;9900000000
10:42:49;3522;TIC Gauge 3;5;9900000000
10:42:50;3523;TIC Gauge 1;11;40107
10:42:50;3523;TIC Turbo Speed;;1.6
10:42:50;3523;TIC Turbo Power;;7.5
10:42:50;3523;TIC Gauge 2;5;9900000000
10:42:51;3524;TIC Gauge 3;5;9900000000
10:42:52;3525;TIC Turbo Speed;;1.6
10:42:52;3525;TIC Turbo Power;;6.3
10:42:53;3526;TIC Gauge 1;11;47177
10:42:53;3526;TIC Gauge 2;5;9900000000
10:42:53;3526;TIC Gauge 3;5;9900000000
10:42:54;3527;TIC Gauge 3;5;9900000000
10:42:54;3527;TIC Turbo Speed;;1.6
10:42:55;3528;TIC Turbo Power;;6.1
10:42:55;3528;TIC Gauge 1;11;56937
10:42:55;3528;TIC Gauge 2;5;9900000000
10:42:57;3530;TIC Turbo Speed;;1.6
10:42:57;3530;TIC Turbo Power;;7
10:42:57;3530;TIC Gauge 1;11;100000
10:42:57;3530;TIC Gauge 2;5;9900000000
10:42:57;3530;TIC Gauge 3;5;9900000000
10:42:59;3532;TIC Gauge 1;11;100000
10:42:59;3532;TIC Turbo Speed;;1.6
10:42:59;3532;TIC Turbo Power;;7.5
10:42:59;3532;TIC Gauge 2;5;9900000000
10:42:59;3532;TIC Gauge 3;5;9900000000
10:43:01;3534;TIC Turbo Speed;;1.6
10:43:01;3534;TIC Turbo Power;;6.8
10:43:01;3534;TIC Gauge 1;11;100000
10:43:01;3534;TIC Gauge 2;5;9900000000
10:43:01;3534;TIC Gauge 3;5;9900000000
10:43:03;3536;TIC Turbo Speed;;1.6
10:43:03;3536;TIC Turbo Power;;8
10:43:03;3536;TIC Gauge 1;11;100000
10:43:03;3536;TIC Gauge 2;5;9900000000
10:43:03;3536;TIC Gauge 3;5;9900000000
10:43:05;3538;TIC Turbo Speed;;1.6
10:43:05;3538;TIC Turbo Power;;6.5
10:43:05;3538;TIC Gauge 1;11;100000
10:43:05;3538;TIC Gauge 2;5;9900000000
10:43:05;3538;TIC Gauge 3;5;9900000000
10:43:07;3540;TIC Gauge 3;5;9900000000
10:43:07;3540;TIC Turbo Speed;;1.6
10:43:07;3540;TIC Turbo Power;;7.3
10:43:07;3540;TIC Gauge 1;11;100000
10:43:07;3540;TIC Gauge 2;5;9900000000
10:43:09;3542;TIC Turbo Speed;;1.6
10:43:09;3542;TIC Turbo Power;;6.8
10:43:09;3542;TIC Gauge 1;11;100000
10:43:09;3542;TIC Gauge 2;5;9900000000
10:43:09;3542;TIC Gauge 3;5;9900000000
10:43:11;3544;TIC Turbo Speed;;1.6
10:43:11;3544;TIC Turbo Power;;6.1
10:43:11;3544;TIC Gauge 1;11;100000
10:43:11;3544;TIC Gauge 2;5;9900000000
10:43:11;3544;TIC Gauge 3;5;9900000000
10:43:13;3546;TIC Gauge 3;5;9900000000
10:43:13;3546;TIC Turbo Speed;;1.6
10:43:13;3546;TIC Turbo Power;;6.1
10:43:13;3546;TIC Gauge 1;11;100000
10:43:13;3546;TIC Gauge 2;5;9900000000
10:43:15;3548;TIC Turbo Speed;;1.6
10:43:15;3548;TIC Turbo Power;;7.5
10:43:15;3548;TIC Gauge 1;11;100000
10:43:15;3548;TIC Gauge 2;5;9900000000
10:43:15;3548;TIC Gauge 3;5;9900000000
10:43:17;3550;TIC Turbo Speed;;1.6
10:43:17;3550;TIC Turbo Power;;6.1
10:43:17;3550;TIC Gauge 1;11;100000
10:43:17;3550;TIC Gauge 2;5;9900000000
10:43:17;3550;TIC Gauge 3;5;9900000000
10:43:19;3552;TIC Turbo Speed;;1.6
10:43:19;3552;TIC Turbo Power;;7.5
10:43:19;3552;TIC Gauge 1;11;100000
10:43:19;3552;TIC Gauge 2;5;9900000000
10:43:19;3552;TIC Gauge 3;5;9900000000
10:43:21;3554;TIC Turbo Speed;;1.6
10:43:21;3554;TIC Turbo Power;;7.3
10:43:21;3554;TIC Gauge 1;11;100000
10:43:21;3554;TIC Gauge 2;5;9900000000
10:43:21;3554;TIC Gauge 3;5;9900000000
10:43:23;3556;TIC Gauge 2;5;9900000000
10:43:23;3556;TIC Turbo Speed;;1.6
10:43:23;3556;TIC Turbo Power;;6.1
10:43:23;3556;TIC Gauge 3;5;9900000000
10:43:23;3556;TIC Gauge 1;11;100000
10:43:25;3558;TIC Turbo Speed;;1.6
10:43:26;3559;TIC Turbo Power;;6.1
10:43:26;3559;TIC Gauge 1;11;100000
10:43:26;3559;TIC Gauge 2;5;9900000000
10:43:26;3559;TIC Gauge 3;5;9900000000
10:43:27;3560;TIC Turbo Speed;;1.6
10:43:27;3560;TIC Turbo Power;;6.5
10:43:28;3561;TIC Gauge 1;11;100000
10:43:28;3561;TIC Gauge 2;5;9900000000
10:43:28;3561;TIC Gauge 3;5;9900000000
10:43:29;3562;TIC Turbo Speed;;1.6
10:43:29;3562;TIC Turbo Power;;8
10:43:30;3563;TIC Gauge 1;11;100000
10:43:30;3563;TIC Gauge 2;5;9900000000
10:43:30;3563;TIC Gauge 3;5;9900000000
10:43:32;3565;TIC Turbo Speed;;1.6
10:43:32;3565;TIC Turbo Power;;7.3
10:43:32;3565;TIC Gauge 1;11;18644
10:43:32;3565;TIC Gauge 2;5;9900000000
10:43:32;3565;TIC Gauge 3;5;9900000000
10:43:34;3567;TIC Turbo Speed;;1.6
10:43:34;3567;TIC Turbo Power;;8.2
10:43:34;3567;TIC Gauge 1;11;8380.8
10:43:34;3567;TIC Gauge 2;5;9900000000
10:43:34;3567;TIC Gauge 3;5;9900000000
10:43:36;3569;TIC Turbo Speed;;1.6
10:43:36;3569;TIC Turbo Power;;7.5
10:43:36;3569;TIC Gauge 1;11;4142.2
10:43:36;3569;TIC Gauge 2;5;9900000000
10:43:36;3569;TIC Gauge 3;5;9900000000
10:43:38;3571;TIC Turbo Speed;;1.6
10:43:38;3571;TIC Turbo Power;;6.1
10:43:38;3571;TIC Gauge 1;11;2194.1
10:43:38;3571;TIC Gauge 2;5;9900000000
10:43:38;3571;TIC Gauge 3;5;9900000000
10:43:40;3573;TIC Gauge 3;5;9900000000
10:43:40;3573;TIC Turbo Speed;;1.6
10:43:40;3573;TIC Turbo Power;;7.5
10:43:40;3573;TIC Gauge 1;11;1319.2
10:43:40;3573;TIC Gauge 2;5;9900000000
10:43:42;3575;TIC Gauge 2;5;9900000000
10:43:42;3575;TIC Turbo Speed;;1.6
10:43:42;3575;TIC Turbo Power;;6.3
10:43:42;3575;TIC Gauge 3;5;9900000000
10:43:42;3575;TIC Gauge 1;11;742.57
10:43:44;3577;TIC Gauge 2;5;9900000000
10:43:44;3577;TIC Turbo Speed;;1.6
10:43:44;3577;TIC Turbo Power;;6.1
10:43:44;3577;TIC Gauge 3;5;9900000000
10:43:44;3577;TIC Gauge 1;11;429.89
10:43:46;3579;TIC Turbo Speed;;1.6
10:43:46;3579;TIC Turbo Power;;7.5
10:43:46;3579;TIC Gauge 1;11;259.77
10:43:46;3579;TIC Gauge 2;5;9900000000
10:43:46;3579;TIC Gauge 3;5;9900000000
10:43:48;3581;TIC Turbo Speed;;1.6
10:43:48;3581;TIC Turbo Power;;6.3
10:43:48;3581;TIC Gauge 1;11;164.77
10:43:48;3581;TIC Gauge 2;5;9900000000
10:43:48;3581;TIC Gauge 3;5;9900000000
10:43:50;3583;TIC Turbo Speed;;1.6
10:43:50;3583;TIC Turbo Power;;7.5
10:43:50;3583;TIC Gauge 1;11;113.34
10:43:50;3583;TIC Gauge 2;5;9900000000
10:43:50;3583;TIC Gauge 3;5;9900000000
10:43:52;3585;TIC Turbo Speed;;1.6
10:43:52;3585;TIC Turbo Power;;7.3
10:43:52;3585;TIC Gauge 1;11;81.828
10:43:52;3585;TIC Gauge 2;5;9900000000
10:43:52;3585;TIC Gauge 3;5;9900000000
10:43:54;3587;TIC Turbo Speed;;1.6
10:43:54;3587;TIC Turbo Power;;8.2
10:43:54;3587;TIC Gauge 1;11;63.268
10:43:54;3587;TIC Gauge 2;5;9900000000
10:43:54;3587;TIC Gauge 3;5;9900000000
10:43:56;3589;TIC Turbo Speed;;1.6
10:43:56;3589;TIC Turbo Power;;6.1
10:43:56;3589;TIC Gauge 1;11;51.244
10:43:56;3589;TIC Gauge 2;5;9900000000
10:43:56;3589;TIC Gauge 3;5;9900000000
10:43:58;3591;TIC Turbo Speed;;1.6
10:43:58;3591;TIC Turbo Power;;6.1
10:43:58;3591;TIC Gauge 1;11;43.558
10:43:58;3591;TIC Gauge 2;5;9900000000
10:43:59;3592;TIC Gauge 3;5;9900000000
10:44:00;3593;TIC Turbo Speed;;1.6
10:44:00;3593;TIC Turbo Power;;7.5
10:44:00;3593;TIC Gauge 1;11;37.634
10:44:01;3594;TIC Gauge 2;5;9900000000
10:44:01;3594;TIC Gauge 3;5;9900000000
10:44:02;3595;TIC Gauge 1;11;34.549
10:44:02;3595;TIC Turbo Speed;;1.6
10:44:02;3595;TIC Turbo Power;;8
10:44:03;3596;TIC Gauge 2;5;9900000000
10:44:03;3596;TIC Gauge 3;5;9900000000
10:44:04;3597;TIC Turbo Speed;;1.6
10:44:05;3598;TIC Turbo Power;;8.2
10:44:05;3598;TIC Gauge 1;11;31.494
10:44:05;3598;TIC Gauge 2;5;9900000000
10:44:05;3598;TIC Gauge 3;5;9900000000
10:44:07;3600;TIC Gauge 3;5;9900000000
10:44:07;3600;TIC Turbo Speed;;1.6
10:44:07;3600;TIC Turbo Power;;7
10:44:07;3600;TIC Gauge 1;11;29.151
10:44:07;3600;TIC Gauge 2;5;9900000000
10:44:09;3602;TIC Gauge 3;5;9900000000
10:44:09;3602;TIC Turbo Speed;;1.6
10:44:09;3602;TIC Turbo Power;;7.3
10:44:09;3602;TIC Gauge 1;11;27.881
10:44:09;3602;TIC Gauge 2;5;9900000000
10:44:11;3604;TIC Turbo Speed;;1.6
10:44:11;3604;TIC Turbo Power;;7
10:44:11;3604;TIC Gauge 1;11;26.735
10:44:11;3604;TIC Gauge 2;5;9900000000
10:44:11;3604;TIC Gauge 3;5;9900000000
10:44:13;3606;TIC Turbo Speed;;1.6
10:44:13;3606;TIC Turbo Power;;7
10:44:13;3606;TIC Gauge 1;11;25.737
10:44:13;3606;TIC Gauge 2;5;9900000000
10:44:13;3606;TIC Gauge 3;5;9900000000
10:44:15;3608;TIC Gauge 2;5;9900000000
10:44:15;3608;TIC Turbo Speed;;1.6
10:44:15;3608;TIC Turbo Power;;7.5
10:44:15;3608;TIC Gauge 3;5;9900000000
10:44:15;3608;TIC Gauge 1;11;25.013
10:44:17;3610;TIC Gauge 3;5;9900000000
10:44:17;3610;TIC Turbo Speed;;1.6
10:44:17;3610;TIC Turbo Power;;8
10:44:17;3610;TIC Gauge 1;11;24.283
10:44:17;3610;TIC Gauge 2;5;9900000000
10:44:19;3612;TIC Gauge 1;11;23.712
10:44:19;3612;TIC Turbo Speed;;1.6
10:44:19;3612;TIC Turbo Power;;6.3
10:44:19;3612;TIC Gauge 2;5;9900000000
10:44:19;3612;TIC Gauge 3;5;9900000000
10:44:21;3614;TIC Turbo Speed;;1.6
10:44:21;3614;TIC Turbo Power;;6.8
10:44:21;3614;TIC Gauge 1;11;22.982
10:44:21;3614;TIC Gauge 2;5;9900000000
10:44:21;3614;TIC Gauge 3;5;9900000000
10:44:23;3616;TIC Turbo Speed;;1.6
10:44:23;3616;TIC Turbo Power;;6.8
10:44:23;3616;TIC Gauge 1;11;22.412
10:44:23;3616;TIC Gauge 2;5;9900000000
10:44:23;3616;TIC Gauge 3;5;9900000000
10:44:25;3618;TIC Turbo Speed;;1.6
10:44:25;3618;TIC Turbo Power;;6.1
10:44:25;3618;TIC Gauge 1;11;21.99
10:44:25;3618;TIC Gauge 2;5;9900000000
10:44:25;3618;TIC Gauge 3;5;9900000000
10:44:27;3620;TIC Gauge 3;5;9900000000
10:44:27;3620;TIC Turbo Speed;;1.6
10:44:27;3620;TIC Turbo Power;;7.3
10:44:27;3620;TIC Gauge 1;11;21.414
10:44:27;3620;TIC Gauge 2;5;9900000000
10:44:29;3622;TIC Turbo Speed;;1.6
10:44:29;3622;TIC Turbo Power;;8.2
10:44:29;3622;TIC Gauge 1;11;21.171
10:44:29;3622;TIC Gauge 2;5;9900000000
10:44:29;3622;TIC Gauge 3;5;9900000000
10:44:31;3624;TIC Turbo Speed;;1.6
10:44:31;3624;TIC Turbo Power;;8
10:44:31;3624;TIC Gauge 1;11;20.81
10:44:31;3624;TIC Gauge 2;5;9900000000
10:44:32;3625;TIC Gauge 3;5;9900000000
10:44:33;3626;TIC Gauge 1;11;20.505
10:44:33;3626;TIC Turbo Speed;;1.6
10:44:33;3626;TIC Turbo Power;;8
10:44:33;3626;TIC Gauge 2;5;9900000000
10:44:34;3627;TIC Gauge 3;5;9900000000
10:44:35;3628;TIC Turbo Speed;;1.6
10:44:35;3628;TIC Turbo Power;;6.5
10:44:35;3628;TIC Gauge 1;11;20.191
10:44:36;3629;TIC Gauge 2;5;9900000000
10:44:36;3629;TIC Gauge 3;5;9900000000
10:44:37;3630;TIC Gauge 2;5;9900000000
10:44:37;3630;TIC Turbo Speed;;1.6
10:44:37;3630;TIC Turbo Power;;7.3
10:44:38;3631;TIC Gauge 3;5;9900000000
10:44:38;3631;TIC Gauge 1;11;19.856
10:44:39;3632;TIC Turbo Speed;;1.6
10:44:39;3632;TIC Turbo Power;;5.4
10:44:40;3633;TIC Gauge 1;11;19.641
10:44:40;3633;TIC Gauge 2;5;9900000000
10:44:40;3633;TIC Gauge 3;5;9900000000
10:44:42;3635;TIC Turbo Speed;;1.6
10:44:42;3635;TIC Turbo Power;;7.3
10:44:42;3635;TIC Gauge 1;11;19.427
10:44:42;3635;TIC Gauge 2;5;9900000000
10:44:42;3635;TIC Gauge 3;5;9900000000
10:44:44;3637;TIC Turbo Speed;;1.6
10:44:44;3637;TIC Turbo Power;;7.3
10:44:44;3637;TIC Gauge 1;11;19.207
10:44:44;3637;TIC Gauge 2;5;9900000000
10:44:44;3637;TIC Gauge 3;5;9900000000
10:44:46;3639;TIC Gauge 1;11;18.993
10:44:46;3639;TIC Turbo Speed;;1.6
10:44:46;3639;TIC Turbo Power;;8
10:44:46;3639;TIC Gauge 2;5;9900000000
10:44:46;3639;TIC Gauge 3;5;9900000000
10:44:48;3641;TIC Turbo Speed;;1.6
10:44:48;3641;TIC Turbo Power;;6.1
10:44:48;3641;TIC Gauge 1;11;18.761
10:44:48;3641;TIC Gauge 2;5;9900000000
10:44:48;3641;TIC Gauge 3;5;9900000000
10:44:50;3643;TIC Turbo Speed;;1.6
10:44:50;3643;TIC Turbo Power;;6.8
10:44:50;3643;TIC Gauge 1;11;18.559
10:44:50;3643;TIC Gauge 2;5;9900000000
10:44:50;3643;TIC Gauge 3;5;9900000000
10:44:52;3645;TIC Gauge 3;5;9900000000
10:44:52;3645;TIC Turbo Speed;;1.6
10:44:52;3645;TIC Turbo Power;;8
10:44:52;3645;TIC Gauge 1;11;18.344
10:44:52;3645;TIC Gauge 2;5;9900000000
10:44:54;3647;TIC Turbo Speed;;1.6
10:44:54;3647;TIC Turbo Power;;7.3
10:44:54;3647;TIC Gauge 1;11;18.112
10:44:54;3647;TIC Gauge 2;5;9900000000
10:44:54;3647;TIC Gauge 3;5;9900000000
10:44:56;3649;TIC Turbo Speed;;1.6
10:44:56;3649;TIC Turbo Power;;8
10:44:56;3649;TIC Gauge 1;11;17.897
10:44:56;3649;TIC Gauge 2;5;9900000000
10:44:56;3649;TIC Gauge 3;5;9900000000
10:44:58;3651;TIC Turbo Speed;;1.6
10:44:58;3651;TIC Turbo Power;;7.3
10:44:58;3651;TIC Gauge 1;11;17.682
10:44:58;3651;TIC Gauge 2;5;9900000000
10:44:58;3651;TIC Gauge 3;5;9900000000
10:45:00;3653;TIC Turbo Speed;;1.6
10:45:00;3653;TIC Turbo Power;;7
10:45:00;3653;TIC Gauge 1;11;17.48
10:45:00;3653;TIC Gauge 2;5;9900000000
10:45:00;3653;TIC Gauge 3;5;9900000000
10:45:02;3655;TIC Turbo Speed;;1.6
10:45:02;3655;TIC Turbo Power;;6.1
10:45:02;3655;TIC Gauge 1;11;17.248
10:45:02;3655;TIC Gauge 2;5;9900000000
10:45:02;3655;TIC Gauge 3;5;9900000000
10:45:04;3657;TIC Turbo Speed;;1.6
10:45:04;3657;TIC Turbo Power;;8
10:45:04;3657;TIC Gauge 1;11;17.033
10:45:04;3657;TIC Gauge 2;5;9900000000
10:45:04;3657;TIC Gauge 3;5;9900000000
10:45:06;3659;TIC Turbo Speed;;1.6
10:45:06;3659;TIC Turbo Power;;7.5
10:45:06;3659;TIC Gauge 1;11;16.801
10:45:06;3659;TIC Gauge 2;5;9900000000
10:45:07;3660;TIC Gauge 3;5;9900000000
10:45:08;3661;TIC Turbo Speed;;1.6
10:45:08;3661;TIC Turbo Power;;8
10:45:08;3661;TIC Gauge 1;11;16.715
10:45:08;3661;TIC Gauge 2;5;9900000000
10:45:09;3662;TIC Gauge 3;5;9900000000
10:45:10;3663;TIC Turbo Speed;;1.6
10:45:10;3663;TIC Turbo Power;;7
10:45:10;3663;TIC Gauge 1;11;16.5
10:45:11;3664;TIC Gauge 2;5;9900000000
10:45:11;3664;TIC Gauge 3;5;9900000000
10:45:12;3665;TIC Turbo Speed;;1.6
10:45:12;3665;TIC Turbo Power;;8
10:45:12;3665;TIC Gauge 1;11;16.268
10:45:13;3666;TIC Gauge 2;5;9900000000
10:45:13;3666;TIC Gauge 3;5;9900000000
10:45:14;3667;TIC Turbo Speed;;1.6
10:45:15;3668;TIC Turbo Power;;7.5
10:45:15;3668;TIC Gauge 1;11;16.165
10:45:15;3668;TIC Gauge 2;5;9900000000
10:45:15;3668;TIC Gauge 3;5;9900000000
10:45:17;3670;TIC Turbo Speed;;1.6
10:45:17;3670;TIC Turbo Power;;7.5
10:45:17;3670;TIC Gauge 1;11;15.937
10:45:17;3670;TIC Gauge 2;5;9900000000
10:45:17;3670;TIC Gauge 3;5;9900000000
10:45:19;3672;TIC Turbo Speed;;1.6
10:45:19;3672;TIC Turbo Power;;8.2
10:45:19;3672;TIC Gauge 1;11;15.741
10:45:19;3672;TIC Gauge 2;5;9900000000
10:45:19;3672;TIC Gauge 3;5;9900000000
10:45:21;3674;TIC Gauge 3;5;9900000000
10:45:21;3674;TIC Turbo Speed;;1.6
10:45:21;3674;TIC Turbo Power;;7.3
10:45:21;3674;TIC Gauge 1;11;15.669
10:45:21;3674;TIC Gauge 2;5;9900000000
10:45:23;3676;TIC Turbo Speed;;1.6
10:45:23;3676;TIC Turbo Power;;6.8
10:45:23;3676;TIC Gauge 1;11;15.584
10:45:23;3676;TIC Gauge 2;5;9900000000
10:45:23;3676;TIC Gauge 3;5;9900000000
10:45:25;3678;TIC Gauge 2;5;9900000000
10:45:25;3678;TIC Turbo Speed;;1.6
10:45:25;3678;TIC Turbo Power;;7
10:45:25;3678;TIC Gauge 1;11;15.428
10:45:25;3678;TIC Gauge 3;5;9900000000
10:45:27;3680;TIC Gauge 2;5;9900000000
10:45:27;3680;TIC Turbo Speed;;1.6
10:45:27;3680;TIC Turbo Power;;7.7
10:45:27;3680;TIC Gauge 3;5;9900000000
10:45:27;3680;TIC Gauge 1;11;15.353
10:45:29;3682;TIC Gauge 2;5;9900000000
10:45:29;3682;TIC Turbo Speed;;1.6
10:45:29;3682;TIC Turbo Power;;7.3
10:45:29;3682;TIC Gauge 3;5;9900000000
10:45:29;3682;TIC Gauge 1;11;15.281
10:45:31;3684;TIC Gauge 1;11;15.197
10:45:31;3684;TIC Turbo Speed;;1.6
10:45:31;3684;TIC Turbo Power;;7.5
10:45:31;3684;TIC Gauge 2;5;9900000000
10:45:31;3684;TIC Gauge 3;5;9900000000
10:45:33;3686;TIC Turbo Speed;;1.6
10:45:33;3686;TIC Turbo Power;;6.3
10:45:33;3686;TIC Gauge 1;11;15.113
10:45:33;3686;TIC Gauge 2;5;9900000000
10:45:33;3686;TIC Gauge 3;5;9900000000
10:45:35;3688;TIC Turbo Speed;;1.6
10:45:35;3688;TIC Turbo Power;;7
10:45:35;3688;TIC Gauge 1;11;14.956
10:45:35;3688;TIC Gauge 2;5;9900000000
10:45:35;3688;TIC Gauge 3;5;9900000000
10:45:37;3690;TIC Turbo Speed;;1.6
10:45:37;3690;TIC Turbo Power;;7.5
10:45:37;3690;TIC Gauge 1;11;14.881
10:45:37;3690;TIC Gauge 2;5;9900000000
10:45:37;3690;TIC Gauge 3;5;9900000000
10:45:39;3692;TIC Turbo Speed;;1.6
10:45:39;3692;TIC Turbo Power;;8.4
10:45:39;3692;TIC Gauge 1;11;14.797
10:45:39;3692;TIC Gauge 2;5;9900000000
10:45:39;3692;TIC Gauge 3;5;9900000000
10:45:41;3694;TIC Gauge 1;11;14.725
10:45:41;3694;TIC Turbo Speed;;1.6
10:45:41;3694;TIC Turbo Power;;6.5
10:45:41;3694;TIC Gauge 2;5;9900000000
10:45:41;3694;TIC Gauge 3;5;9900000000
10:45:43;3696;TIC Turbo Speed;;1.6
10:45:43;3696;TIC Turbo Power;;8
10:45:43;3696;TIC Gauge 1;11;14.556
10:45:43;3696;TIC Gauge 2;5;9900000000
10:45:44;3697;TIC Gauge 3;5;9900000000
10:45:45;3698;TIC Turbo Speed;;1.6
10:45:45;3698;TIC Turbo Power;;7
10:45:45;3698;TIC Gauge 1;11;14.494
10:45:46;3699;TIC Gauge 2;5;9900000000
10:45:46;3699;TIC Gauge 3;5;9900000000
10:45:47;3700;TIC Gauge 3;5;9900000000
10:45:47;3700;TIC Turbo Speed;;1.6
10:45:47;3700;TIC Turbo Power;;6.3
10:45:48;3701;TIC Gauge 1;11;14.409
10:45:48;3701;TIC Gauge 2;5;9900000000
10:45:49;3702;TIC Gauge 3;5;9900000000
10:45:50;3703;TIC Turbo Speed;;1.6
10:45:50;3703;TIC Turbo Power;;7.3
10:45:50;3703;TIC Gauge 1;11;14.316
10:45:50;3703;TIC Gauge 2;5;9900000000
10:45:52;3705;TIC Turbo Speed;;1.6
10:45:52;3705;TIC Turbo Power;;5.4
10:45:52;3705;TIC Gauge 1;11;14.241
10:45:52;3705;TIC Gauge 2;5;9900000000
10:45:52;3705;TIC Gauge 3;5;9900000000
10:45:54;3707;TIC Turbo Speed;;1.6
10:45:54;3707;TIC Turbo Power;;7
10:45:54;3707;TIC Gauge 1;11;14.169
10:45:54;3707;TIC Gauge 2;5;9900000000
10:45:54;3707;TIC Gauge 3;5;9900000000
10:45:56;3709;TIC Gauge 3;5;9900000000
10:45:56;3709;TIC Turbo Speed;;1.6
10:45:56;3709;TIC Turbo Power;;7.3
10:45:56;3709;TIC Gauge 1;11;14.013
10:45:56;3709;TIC Gauge 2;5;9900000000
10:45:58;3711;TIC Gauge 2;5;9900000000
10:45:58;3711;TIC Turbo Speed;;1.6
10:45:58;3711;TIC Turbo Power;;6.3
10:45:58;3711;TIC Gauge 3;5;9900000000
10:45:58;3711;TIC Gauge 1;11;13.928
10:46:00;3713;TIC Turbo Speed;;1.6
10:46:00;3713;TIC Turbo Power;;7.3
10:46:00;3713;TIC Gauge 1;11;13.844
10:46:00;3713;TIC Gauge 2;5;9900000000
10:46:00;3713;TIC Gauge 3;5;9900000000
10:46:02;3715;TIC Turbo Speed;;1.6
10:46:02;3715;TIC Turbo Power;;7
10:46:02;3715;TIC Gauge 1;11;13.769
10:46:02;3715;TIC Gauge 2;5;9900000000
10:46:02;3715;TIC Gauge 3;5;9900000000
10:46:04;3717;TIC Turbo Speed;;1.6
10:46:04;3717;TIC Turbo Power;;6.1
10:46:04;3717;TIC Gauge 1;11;13.697
10:46:04;3717;TIC Gauge 2;5;9900000000
10:46:04;3717;TIC Gauge 3;5;9900000000
10:46:06;3719;TIC Gauge 1;11;13.697
10:46:06;3719;TIC Turbo Speed;;1.6
10:46:06;3719;TIC Turbo Power;;7.5
10:46:06;3719;TIC Gauge 2;5;9900000000
10:46:06;3719;TIC Gauge 3;5;9900000000
10:46:08;3721;TIC Turbo Speed;;1.6
