Time;Sec;Object Name;Status;Value
10:11:28;1641;TIC Turbo Power;;7.5
10:11:28;1641;TIC Gauge 1;11;6.4221
10:11:28;1641;TIC Gauge 2;5;9900000000
10:11:29;1642;TIC Gauge 3;5;9900000000
10:11:30;1643;TIC Turbo Speed;;1.6
10:11:30;1643;TIC Turbo Power;;8
10:11:30;1643;TIC Gauge 1;11;6.413
10:11:31;1644;TIC Gauge 2;5;9900000000
10:11:31;1644;TIC Gauge 3;5;9900000000
10:11:32;1645;TIC Turbo Speed;;1.6
10:11:32;1645;TIC Turbo Power;;7
10:11:32;1645;TIC Gauge 1;11;6.413
10:11:33;1646;TIC Gauge 2;5;9900000000
10:11:33;1646;TIC Gauge 3;5;9900000000
10:11:34;1647;TIC Turbo Speed;;1.6
10:11:34;1647;TIC Turbo Power;;8
10:11:35;1648;TIC Gauge 1;11;6.413
10:11:35;1648;TIC Gauge 2;5;9900000000
10:11:35;1648;TIC Gauge 3;5;9900000000
10:11:36;1649;TIC Gauge 1;11;6.413
10:11:37;1650;TIC Turbo Speed;;1.6
10:11:37;1650;TIC Turbo Power;;6.1
10:11:37;1650;TIC Gauge 2;5;9900000000
10:11:37;1650;TIC Gauge 3;5;9900000000
10:11:39;1652;TIC Turbo Speed;;1.6
10:11:39;1652;TIC Turbo Power;;7.5
10:11:39;1652;TIC Gauge 1;11;6.413
10:11:39;1652;TIC Gauge 2;5;9900000000
10:11:39;1652;TIC Gauge 3;5;9900000000
10:11:41;1654;TIC Turbo Speed;;1.6
10:11:41;1654;TIC Turbo Power;;6.1
10:11:41;1654;TIC Gauge 1;11;6.413
10:11:41;1654;TIC Gauge 2;5;9900000000
10:11:41;1654;TIC Gauge 3;5;9900000000
10:11:43;1656;TIC Turbo Speed;;1.6
10:11:43;1656;TIC Turbo Power;;6.1
10:11:43;1656;TIC Gauge 1;11;6.3869
10:11:43;1656;TIC Gauge 2;5;9900000000
10:11:43;1656;TIC Gauge 3;5;9900000000
10:11:45;1658;TIC Turbo Speed;;1.6
10:11:45;1658;TIC Turbo Power;;6.3
10:11:45;1658;TIC Gauge 1;11;6.3869
10:11:45;1658;TIC Gauge 2;5;9900000000
10:11:45;1658;TIC Gauge 3;5;9900000000
10:11:47;1660;TIC Turbo Speed;;1.6
10:11:47;1660;TIC Turbo Power;;7
10:11:47;1660;TIC Gauge 1;11;6.3869
10:11:47;1660;TIC Gauge 2;5;9900000000
10:11:47;1660;TIC Gauge 3;5;9900000000
10:11:49;1662;TIC Turbo Speed;;1.6
10:11:49;1662;TIC Turbo Power;;6.1
10:11:49;1662;TIC Gauge 1;11;6.3778
10:11:49;1662;TIC Gauge 2;5;9900000000
10:11:49;1662;TIC Gauge 3;5;9900000000
10:11:51;1664;TIC Turbo Speed;;1.6
10:11:51;1664;TIC Turbo Power;;8
10:11:51;1664;TIC Gauge 1;11;6.3869
10:11:51;1664;TIC Gauge 2;5;9900000000
10:11:51;1664;TIC Gauge 3;5;9900000000
10:11:53;1666;TIC Turbo Speed;;1.6
10:11:53;1666;TIC Turbo Power;;8
10:11:53;1666;TIC Gauge 1;11;6.3869
10:11:53;1666;TIC Gauge 2;5;9900000000
10:11:53;1666;TIC Gauge 3;5;9900000000
10:11:55;1668;TIC Turbo Speed;;1.6
10:11:55;1668;TIC Turbo Power;;8.2
10:11:55;1668;TIC Gauge 1;11;6.3869
10:11:55;1668;TIC Gauge 2;5;9900000000
10:11:55;1668;TIC Gauge 3;5;9900000000
10:11:57;1670;TIC Turbo Speed;;1.6
10:11:57;1670;TIC Turbo Power;;6.1
10:11:57;1670;TIC Gauge 1;11;6.3778
10:11:57;1670;TIC Gauge 2;5;9900000000
10:11:57;1670;TIC Gauge 3;5;9900000000
10:11:59;1672;TIC Turbo Speed;;1.6
10:11:59;1672;TIC Turbo Power;;7.3
10:11:59;1672;TIC Gauge 1;11;6.3869
10:11:59;1672;TIC Gauge 2;5;9900000000
10:11:59;1672;TIC Gauge 3;5;9900000000
10:12:01;1674;TIC Turbo Speed;;1.6
10:12:01;1674;TIC Turbo Power;;6.1
10:12:01;1674;TIC Gauge 1;11;6.3778
10:12:01;1674;TIC Gauge 2;5;9900000000
10:12:01;1674;TIC Gauge 3;5;9900000000
10:12:03;1676;TIC Gauge 2;5;9900000000
10:12:03;1676;TIC Turbo Speed;;1.6
10:12:03;1676;TIC Turbo Power;;6.1
10:12:03;1676;TIC Gauge 3;5;9900000000
10:12:03;1676;TIC Gauge 1;11;6.3869
10:12:05;1678;TIC Turbo Speed;;1.6
10:12:05;1678;TIC Turbo Power;;6.1
10:12:05;1678;TIC Gauge 1;11;6.3778
10:12:06;1679;TIC Gauge 2;5;9900000000
10:12:06;1679;TIC Gauge 3;5;9900000000
10:12:07;1680;TIC Turbo Speed;;1.6
10:12:07;1680;TIC Turbo Power;;8
10:12:08;1681;TIC Gauge 1;11;6.3778
10:12:08;1681;TIC Gauge 2;5;9900000000
10:12:08;1681;TIC Gauge 3;5;9900000000
10:12:09;1682;TIC Turbo Speed;;1.6
10:12:09;1682;TIC Turbo Power;;5.4
10:12:10;1683;TIC Gauge 1;11;6.3869
10:12:10;1683;TIC Gauge 2;5;9900000000
10:12:10;1683;TIC Gauge 3;5;9900000000
10:12:11;1684;TIC Gauge 2;5;9900000000
10:12:12;1685;TIC Turbo Speed;;1.6
10:12:12;1685;TIC Turbo Power;;6.1
10:12:12;1685;TIC Gauge 3;5;9900000000
10:12:12;1685;TIC Gauge 1;11;6.3478
10:12:14;1687;TIC Turbo Power;;8
10:12:14;1687;TIC Turbo Speed;;1.6
10:12:14;1687;TIC Gauge 1;11;6.3478
10:12:14;1687;TIC Gauge 2;5;9900000000
10:12:14;1687;TIC Gauge 3;5;9900000000
10:12:16;1689;TIC Turbo Speed;;1.6
10:12:16;1689;TIC Turbo Power;;6.1
10:12:16;1689;TIC Gauge 1;11;6.3478
10:12:16;1689;TIC Gauge 2;5;9900000000
10:12:16;1689;TIC Gauge 3;5;9900000000
10:12:18;1691;TIC Turbo Speed;;1.6
10:12:18;1691;TIC Turbo Power;;6.1
10:12:18;1691;TIC Gauge 1;11;6.3478
10:12:18;1691;TIC Gauge 2;5;9900000000
10:12:18;1691;TIC Gauge 3;5;9900000000
10:12:20;1693;TIC Turbo Speed;;1.6
10:12:20;1693;TIC Turbo Power;;7
10:12:20;1693;TIC Gauge 1;11;6.3478
10:12:20;1693;TIC Gauge 2;5;9900000000
10:12:20;1693;TIC Gauge 3;5;9900000000
10:12:22;1695;TIC Turbo Speed;;1.6
10:12:22;1695;TIC Turbo Power;;7
10:12:22;1695;TIC Gauge 1;11;6.3478
10:12:22;1695;TIC Gauge 2;5;9900000000
10:12:22;1695;TIC Gauge 3;5;9900000000
10:12:24;1697;TIC Turbo Speed;;1.6
10:12:24;1697;TIC Turbo Power;;6.1
10:12:24;1697;TIC Gauge 1;11;6.3478
10:12:24;1697;TIC Gauge 2;5;9900000000
10:12:24;1697;TIC Gauge 3;5;9900000000
10:12:26;1699;TIC Turbo Speed;;1.6
10:12:26;1699;TIC Turbo Power;;7.5
10:12:26;1699;TIC Gauge 1;11;6.3478
10:12:26;1699;TIC Gauge 2;5;9900000000
10:12:26;1699;TIC Gauge 3;5;9900000000
10:12:28;1701;TIC Turbo Speed;;1.6
10:12:28;1701;TIC Turbo Power;;7.5
10:12:28;1701;TIC Gauge 1;11;6.3478
10:12:28;1701;TIC Gauge 2;5;9900000000
10:12:28;1701;TIC Gauge 3;5;9900000000
10:12:30;1703;TIC Gauge 2;5;9900000000
10:12:30;1703;TIC Turbo Speed;;1.6
10:12:30;1703;TIC Turbo Power;;6.1
10:12:30;1703;TIC Gauge 3;5;9900000000
10:12:30;1703;TIC Gauge 1;11;6.3478
10:12:32;1705;TIC Turbo Speed;;1.6
10:12:32;1705;TIC Turbo Power;;6.1
10:12:32;1705;TIC Gauge 1;11;6.3478
10:12:32;1705;TIC Gauge 2;5;9900000000
10:12:32;1705;TIC Gauge 3;5;9900000000
10:12:34;1707;TIC Turbo Speed;;1.6
10:12:34;1707;TIC Turbo Power;;6.5
10:12:34;1707;TIC Gauge 1;11;6.3478
10:12:34;1707;TIC Gauge 2;5;9900000000
10:12:34;1707;TIC Gauge 3;5;9900000000
10:12:36;1709;TIC Gauge 3;5;9900000000
10:12:36;1709;TIC Turbo Speed;;1.6
10:12:36;1709;TIC Turbo Power;;7
10:12:36;1709;TIC Gauge 1;11;6.3478
10:12:36;1709;TIC Gauge 2;5;9900000000
10:12:38;1711;TIC Gauge 3;5;9900000000
10:12:38;1711;TIC Turbo Speed;;1.6
10:12:38;1711;TIC Turbo Power;;7.5
10:12:38;1711;TIC Gauge 1;11;6.3478
10:12:39;1712;TIC Gauge 2;5;9900000000
10:12:40;1713;TIC Turbo Speed;;1.6
10:12:40;1713;TIC Turbo Power;;8.2
10:12:40;1713;TIC Gauge 1;11;6.3478
10:12:41;1714;TIC Gauge 2;5;9900000000
10:12:41;1714;TIC Gauge 3;5;9900000000
10:12:42;1715;TIC Turbo Speed;;1.6
10:12:42;1715;TIC Turbo Power;;8
10:12:43;1716;TIC Gauge 1;11;6.3478
10:12:43;1716;TIC Gauge 2;5;9900000000
10:12:43;1716;TIC Gauge 3;5;9900000000
10:12:44;1717;TIC Turbo Speed;;1.6
10:12:45;1718;TIC Turbo Power;;6.1
10:12:45;1718;TIC Gauge 1;11;6.3478
10:12:45;1718;TIC Gauge 2;5;9900000000
10:12:45;1718;TIC Gauge 3;5;9900000000
10:12:47;1720;TIC Gauge 3;5;9900000000
10:12:47;1720;TIC Turbo Speed;;1.6
10:12:47;1720;TIC Turbo Power;;8.2
10:12:47;1720;TIC Gauge 1;11;6.3478
10:12:47;1720;TIC Gauge 2;5;9900000000
10:12:49;1722;TIC Turbo Speed;;1.6
10:12:49;1722;TIC Turbo Power;;8
10:12:49;1722;TIC Gauge 1;11;6.3478
10:12:49;1722;TIC Gauge 2;5;9900000000
10:12:49;1722;TIC Gauge 3;5;9900000000
10:12:51;1724;TIC Turbo Speed;;1.6
10:12:51;1724;TIC Turbo Power;;7.5
10:12:51;1724;TIC Gauge 1;11;6.3478
10:12:51;1724;TIC Gauge 2;5;9900000000
10:12:51;1724;TIC Gauge 3;5;9900000000
10:12:53;1726;TIC Turbo Speed;;1.6
10:12:53;1726;TIC Turbo Power;;7.3
10:12:53;1726;TIC Gauge 1;11;6.3478
10:12:53;1726;TIC Gauge 2;5;9900000000
10:12:53;1726;TIC Gauge 3;5;9900000000
10:12:55;1728;TIC Turbo Speed;;1.6
10:12:55;1728;TIC Turbo Power;;8.2
10:12:55;1728;TIC Gauge 1;11;6.3478
10:12:55;1728;TIC Gauge 2;5;9900000000
10:12:55;1728;TIC Gauge 3;5;9900000000
10:12:57;1730;TIC Turbo Speed;;1.6
10:12:57;1730;TIC Turbo Power;;6.1
10:12:57;1730;TIC Gauge 1;11;6.3478
10:12:57;1730;TIC Gauge 2;5;9900000000
10:12:57;1730;TIC Gauge 3;5;9900000000
10:12:59;1732;TIC Turbo Speed;;1.6
10:12:59;1732;TIC Turbo Power;;6.8
10:12:59;1732;TIC Gauge 1;11;6.3478
10:12:59;1732;TIC Gauge 2;5;9900000000
10:12:59;1732;TIC Gauge 3;5;9900000000
10:13:01;1734;TIC Turbo Speed;;1.6
10:13:01;1734;TIC Turbo Power;;7.3
10:13:01;1734;TIC Gauge 1;11;6.3478
10:13:01;1734;TIC Gauge 2;5;9900000000
10:13:01;1734;TIC Gauge 3;5;9900000000
10:13:03;1736;TIC Turbo Speed;;1.6
10:13:03;1736;TIC Turbo Power;;6.8
10:13:03;1736;TIC Gauge 1;11;6.3478
10:13:03;1736;TIC Gauge 2;5;9900000000
10:13:03;1736;TIC Gauge 3;5;9900000000
10:13:05;1738;TIC Gauge 1;11;6.3478
10:13:05;1738;TIC Turbo Speed;;1.6
10:13:05;1738;TIC Turbo Power;;7
10:13:05;1738;TIC Gauge 2;5;9900000000
10:13:05;1738;TIC Gauge 3;5;9900000000
10:13:07;1740;TIC Gauge 1;11;6.3165
10:13:07;1740;TIC Turbo Speed;;1.6
10:13:07;1740;TIC Turbo Power;;7.5
10:13:07;1740;TIC Gauge 2;5;9900000000
10:13:07;1740;TIC Gauge 3;5;9900000000
10:13:09;1742;TIC Turbo Speed;;1.6
10:13:09;1742;TIC Turbo Power;;6.1
10:13:09;1742;TIC Gauge 1;11;6.3165
10:13:09;1742;TIC Gauge 2;5;9900000000
10:13:09;1742;TIC Gauge 3;5;9900000000
10:13:11;1744;TIC Turbo Speed;;1.6
10:13:11;1744;TIC Turbo Power;;8.2
10:13:11;1744;TIC Gauge 1;11;6.3165
10:13:11;1744;TIC Gauge 2;5;9900000000
10:13:11;1744;TIC Gauge 3;5;9900000000
10:13:13;1746;TIC Gauge 3;5;9900000000
10:13:13;1746;TIC Turbo Speed;;1.6
10:13:13;1746;TIC Turbo Power;;6.1
10:13:13;1746;TIC Gauge 1;11;6.3165
10:13:13;1746;TIC Gauge 2;5;9900000000
10:13:15;1748;TIC Gauge 2;5;9900000000
10:13:15;1748;TIC Turbo Speed;;1.6
10:13:15;1748;TIC Turbo Power;;7
10:13:15;1748;TIC Gauge 3;5;9900000000
10:13:15;1748;TIC Gauge 1;11;6.3517
10:13:17;1750;TIC Turbo Speed;;1.6
10:13:17;1750;TIC Turbo Power;;8
10:13:18;1751;TIC Gauge 1;11;6.383
10:13:18;1751;TIC Gauge 2;5;9900000000
10:13:18;1751;TIC Gauge 3;5;9900000000
10:13:19;1752;TIC Gauge 2;5;9900000000
10:13:19;1752;TIC Turbo Speed;;1.6
10:13:20;1753;TIC Turbo Power;;8
10:13:20;1753;TIC Gauge 3;5;9900000000
10:13:20;1753;TIC Gauge 1;11;6.4221
10:13:21;1754;TIC Gauge 3;5;9900000000
10:13:22;1755;TIC Turbo Speed;;1.6
10:13:22;1755;TIC Turbo Power;;7
10:13:22;1755;TIC Gauge 1;11;6.413
10:13:22;1755;TIC Gauge 2;5;9900000000
10:13:24;1757;TIC Gauge 1;11;6.4482
10:13:24;1757;TIC Turbo Speed;;1.6
10:13:24;1757;TIC Turbo Power;;5.4
10:13:24;1757;TIC Gauge 2;5;9900000000
10:13:24;1757;TIC Gauge 3;5;9900000000
10:13:26;1759;TIC Turbo Speed;;1.6
10:13:26;1759;TIC Turbo Power;;6.1
10:13:26;1759;TIC Gauge 1;11;6.4795
10:13:26;1759;TIC Gauge 2;5;9900000000
10:13:26;1759;TIC Gauge 3;5;9900000000
10:13:28;1761;TIC Turbo Speed;;1.6
10:13:28;1761;TIC Turbo Power;;6.1
10:13:28;1761;TIC Gauge 1;11;6.4795
10:13:28;1761;TIC Gauge 2;5;9900000000
10:13:28;1761;TIC Gauge 3;5;9900000000
10:13:30;1763;TIC Turbo Speed;;1.6
10:13:30;1763;TIC Turbo Power;;7.5
10:13:30;1763;TIC Gauge 1;11;6.5187
10:13:30;1763;TIC Gauge 2;5;9900000000
10:13:30;1763;TIC Gauge 3;5;9900000000
10:13:32;1765;TIC Gauge 3;5;9900000000
10:13:32;1765;TIC Turbo Speed;;1.6
10:13:32;1765;TIC Turbo Power;;6.8
10:13:32;1765;TIC Gauge 1;11;6.5096
10:13:32;1765;TIC Gauge 2;5;9900000000
10:13:34;1767;TIC Turbo Speed;;1.6
10:13:34;1767;TIC Turbo Power;;6.8
10:13:34;1767;TIC Gauge 1;11;6.5409
10:13:34;1767;TIC Gauge 2;5;9900000000
10:13:34;1767;TIC Gauge 3;5;9900000000
10:13:36;1769;TIC Turbo Speed;;1.6
10:13:36;1769;TIC Turbo Power;;7.5
10:13:36;1769;TIC Gauge 1;11;6.5833
10:13:36;1769;TIC Gauge 2;5;9900000000
10:13:36;1769;TIC Gauge 3;5;9900000000
10:13:38;1771;TIC Turbo Speed;;1.6
10:13:38;1771;TIC Turbo Power;;7.5
10:13:38;1771;TIC Gauge 1;11;6.5833
10:13:38;1771;TIC Gauge 2;5;9900000000
10:13:38;1771;TIC Gauge 3;5;9900000000
10:13:40;1773;TIC Turbo Speed;;1.6
10:13:40;1773;TIC Turbo Power;;7.3
10:13:40;1773;TIC Gauge 1;11;6.6305
10:13:40;1773;TIC Gauge 2;5;9900000000
10:13:40;1773;TIC Gauge 3;5;9900000000
10:13:42;1775;TIC Turbo Speed;;1.6
10:13:42;1775;TIC Turbo Power;;8
10:13:42;1775;TIC Gauge 1;11;6.6725
10:13:42;1775;TIC Gauge 2;5;9900000000
10:13:42;1775;TIC Gauge 3;5;9900000000
10:13:44;1777;TIC Turbo Speed;;1.6
10:13:44;1777;TIC Turbo Power;;7
10:13:44;1777;TIC Gauge 1;11;6.6725
10:13:44;1777;TIC Gauge 2;5;9900000000
10:13:44;1777;TIC Gauge 3;5;9900000000
10:13:46;1779;TIC Turbo Speed;;1.6
10:13:46;1779;TIC Turbo Power;;7.5
10:13:46;1779;TIC Gauge 1;11;6.725
10:13:46;1779;TIC Gauge 2;5;9900000000
10:13:47;1780;TIC Gauge 3;5;9900000000
10:13:48;1781;TIC Turbo Speed;;1.6
10:13:48;1781;TIC Turbo Power;;5.4
10:13:48;1781;TIC Gauge 1;11;6.7653
10:13:48;1781;TIC Gauge 2;5;9900000000
10:13:49;1782;TIC Gauge 3;5;9900000000
10:13:50;1783;TIC Gauge 2;5;9900000000
10:13:50;1783;TIC Turbo Speed;;1.6
10:13:50;1783;TIC Turbo Power;;6.3
10:13:50;1783;TIC Gauge 3;5;9900000000
10:13:50;1783;TIC Gauge 1;11;6.7653
10:13:52;1785;TIC Turbo Speed;;1.6
10:13:52;1785;TIC Turbo Power;;6.1
10:13:53;1786;TIC Gauge 1;11;6.802
10:13:53;1786;TIC Gauge 2;5;9900000000
10:13:53;1786;TIC Gauge 3;5;9900000000
10:13:55;1788;TIC Turbo Speed;;1.6
10:13:55;1788;TIC Turbo Power;;7.3
10:13:55;1788;TIC Gauge 1;11;6.802
10:13:55;1788;TIC Gauge 2;5;9900000000
10:13:55;1788;TIC Gauge 3;5;9900000000
10:13:57;1790;TIC Gauge 3;5;9900000000
10:13:57;1790;TIC Turbo Speed;;1.6
10:13:57;1790;TIC Turbo Power;;6.5
10:13:57;1790;TIC Gauge 1;11;6.8545
10:13:57;1790;TIC Gauge 2;5;9900000000
10:13:59;1792;TIC Gauge 2;5;9900000000
10:13:59;1792;TIC Turbo Speed;;1.6
10:13:59;1792;TIC Turbo Power;;7.5
10:13:59;1792;TIC Gauge 3;5;9900000000
10:13:59;1792;TIC Gauge 1;11;6.8948
10:14:01;1794;TIC Turbo Speed;;1.6
10:14:01;1794;TIC Turbo Power;;6.1
10:14:01;1794;TIC Gauge 1;11;6.8948
10:14:01;1794;TIC Gauge 2;5;9900000000
10:14:01;1794;TIC Gauge 3;5;9900000000
10:14:03;1796;TIC Turbo Speed;;1.6
10:14:03;1796;TIC Turbo Power;;8.2
10:14:03;1796;TIC Gauge 1;11;6.942
10:14:03;1796;TIC Gauge 2;5;9900000000
10:14:03;1796;TIC Gauge 3;5;9900000000
10:14:05;1798;TIC Turbo Speed;;1.6
10:14:05;1798;TIC Turbo Power;;7.3
10:14:05;1798;TIC Gauge 1;11;6.984
10:14:05;1798;TIC Gauge 2;5;9900000000
10:14:05;1798;TIC Gauge 3;5;9900000000
10:14:07;1800;TIC Turbo Speed;;1.6
10:14:07;1800;TIC Turbo Power;;6.8
10:14:07;1800;TIC Gauge 1;11;6.984
10:14:07;1800;TIC Gauge 2;5;9900000000
10:14:07;1800;TIC Gauge 3;5;9900000000
10:14:09;1802;TIC Turbo Speed;;1.6
10:14:09;1802;TIC Turbo Power;;8.2
10:14:09;1802;TIC Gauge 1;11;7.0295
10:14:09;1802;TIC Gauge 2;5;9900000000
10:14:09;1802;TIC Gauge 3;5;9900000000
10:14:11;1804;TIC Turbo Speed;;1.6
10:14:11;1804;TIC Turbo Power;;8
10:14:11;1804;TIC Gauge 1;11;317.76
10:14:11;1804;TIC Gauge 2;5;9900000000
10:14:11;1804;TIC Gauge 3;5;9900000000
10:14:13;1806;TIC Turbo Speed;;1.6
10:14:13;1806;TIC Turbo Power;;7.3
10:14:13;1806;TIC Gauge 1;11;29185
10:14:13;1806;TIC Gauge 2;5;9900000000
10:14:13;1806;TIC Gauge 3;5;9900000000
10:14:15;1808;TIC Gauge 1;11;29245
10:14:15;1808;TIC Turbo Speed;;1.6
10:14:15;1808;TIC Turbo Power;;7.5
10:14:15;1808;TIC Gauge 2;5;9900000000
10:14:15;1808;TIC Gauge 3;5;9900000000
10:14:17;1810;TIC Gauge 2;5;9900000000
10:14:17;1810;TIC Turbo Speed;;1.6
10:14:17;1810;TIC Turbo Power;;7.3
10:14:17;1810;TIC Gauge 3;5;9900000000
10:14:17;1810;TIC Gauge 1;11;29245
10:14:19;1812;TIC Turbo Speed;;1.6
10:14:19;1812;TIC Turbo Power;;6.1
10:14:19;1812;TIC Gauge 1;11;29004
10:14:19;1812;TIC Gauge 2;5;9900000000
10:14:19;1812;TIC Gauge 3;5;9900000000
10:14:21;1814;TIC Turbo Speed;;1.6
10:14:21;1814;TIC Turbo Power;;5.4
10:14:21;1814;TIC Gauge 1;11;29084
10:14:21;1814;TIC Gauge 2;5;9900000000
10:14:21;1814;TIC Gauge 3;5;9900000000
10:14:23;1816;TIC Turbo Power;;7.5
10:14:23;1816;TIC Turbo Speed;;1.6
10:14:23;1816;TIC Gauge 1;11;29205
10:14:23;1816;TIC Gauge 2;5;9900000000
10:14:24;1817;TIC Gauge 3;5;9900000000
10:14:25;1818;TIC Turbo Speed;;1.6
10:14:25;1818;TIC Turbo Power;;6.1
10:14:25;1818;TIC Gauge 1;11;29205
10:14:26;1819;TIC Gauge 2;5;9900000000
10:14:26;1819;TIC Gauge 3;5;9900000000
10:14:27;1820;TIC Turbo Speed;;1.6
10:14:27;1820;TIC Turbo Power;;7
10:14:28;1821;TIC Gauge 1;11;29004
10:14:28;1821;TIC Gauge 2;5;9900000000
10:14:28;1821;TIC Gauge 3;5;9900000000
10:14:29;1822;TIC Turbo Speed;;1.6
10:14:29;1822;TIC Turbo Power;;8
10:14:30;1823;TIC Gauge 1;11;29051
10:14:30;1823;TIC Gauge 2;5;9900000000
10:14:30;1823;TIC Gauge 3;5;9900000000
10:14:31;1824;TIC Turbo Speed;;1.6
10:14:32;1825;TIC Turbo Power;;7
10:14:32;1825;TIC Gauge 1;11;28889
10:14:32;1825;TIC Gauge 2;5;9900000000
10:14:32;1825;TIC Gauge 3;5;9900000000
10:14:34;1827;TIC Gauge 1;11;29024
10:14:34;1827;TIC Turbo Speed;;1.6
10:14:34;1827;TIC Turbo Power;;6.1
10:14:34;1827;TIC Gauge 2;5;9900000000
10:14:34;1827;TIC Gauge 3;5;9900000000
10:14:36;1829;TIC Turbo Speed;;1.6
10:14:36;1829;TIC Turbo Power;;6.1
10:14:36;1829;TIC Gauge 1;11;28869
10:14:36;1829;TIC Gauge 2;5;9900000000
10:14:36;1829;TIC Gauge 3;5;9900000000
10:14:38;1831;TIC Turbo Speed;;1.6
10:14:38;1831;TIC Turbo Power;;7.5
10:14:38;1831;TIC Gauge 1;11;28708
10:14:38;1831;TIC Gauge 2;5;9900000000
10:14:38;1831;TIC Gauge 3;5;9900000000
10:14:40;1833;TIC Turbo Speed;;1.6
10:14:40;1833;TIC Turbo Power;;6.8
10:14:40;1833;TIC Gauge 1;11;28708
10:14:40;1833;TIC Gauge 2;5;9900000000
10:14:40;1833;TIC Gauge 3;5;9900000000
10:14:42;1835;TIC Turbo Speed;;1.6
10:14:42;1835;TIC Turbo Power;;6.5
10:14:42;1835;TIC Gauge 1;11;28708
10:14:42;1835;TIC Gauge 2;5;9900000000
10:14:42;1835;TIC Gauge 3;5;9900000000
10:14:44;1837;TIC Gauge 3;5;9900000000
10:14:44;1837;TIC Turbo Speed;;1.6
10:14:44;1837;TIC Turbo Power;;8
10:14:44;1837;TIC Gauge 1;11;28533
10:14:44;1837;TIC Gauge 2;5;9900000000
10:14:46;1839;TIC Turbo Speed;;1.6
10:14:46;1839;TIC Turbo Power;;7.3
10:14:46;1839;TIC Gauge 1;11;28533
10:14:46;1839;TIC Gauge 2;5;9900000000
10:14:46;1839;TIC Gauge 3;5;9900000000
10:14:48;1841;TIC Turbo Speed;;1.6
10:14:48;1841;TIC Turbo Power;;7.5
10:14:48;1841;TIC Gauge 1;11;28533
10:14:48;1841;TIC Gauge 2;5;9900000000
10:14:48;1841;TIC Gauge 3;5;9900000000
10:14:50;1843;TIC Turbo Speed;;1.6
10:14:50;1843;TIC Turbo Power;;6.3
10:14:50;1843;TIC Gauge 1;11;28533
10:14:50;1843;TIC Gauge 2;5;9900000000
10:14:50;1843;TIC Gauge 3;5;9900000000
10:14:52;1845;TIC Turbo Speed;;1.6
10:14:52;1845;TIC Turbo Power;;7.5
10:14:52;1845;TIC Gauge 1;11;28533
10:14:52;1845;TIC Gauge 2;5;9900000000
10:14:52;1845;TIC Gauge 3;5;9900000000
10:14:54;1847;TIC Gauge 1;11;28533
10:14:54;1847;TIC Turbo Speed;;1.6
10:14:54;1847;TIC Turbo Power;;7.5
10:14:54;1847;TIC Gauge 2;5;9900000000
10:14:54;1847;TIC Gauge 3;5;9900000000
10:14:56;1849;TIC Turbo Power;;6.1
10:14:56;1849;TIC Turbo Speed;;1.6
10:14:56;1849;TIC Gauge 1;11;28547
10:14:56;1849;TIC Gauge 2;5;9900000000
10:14:56;1849;TIC Gauge 3;5;9900000000
10:14:58;1851;TIC Turbo Speed;;1.6
10:14:58;1851;TIC Turbo Power;;6.1
10:14:58;1851;TIC Gauge 1;11;28412
10:14:58;1851;TIC Gauge 2;5;9900000000
10:14:58;1851;TIC Gauge 3;5;9900000000
10:15:00;1853;TIC Gauge 3;5;9900000000
10:15:00;1853;TIC Turbo Speed;;1.6
10:15:00;1853;TIC Turbo Power;;8
10:15:00;1853;TIC Gauge 1;11;28352
10:15:01;1854;TIC Gauge 2;5;9900000000
10:15:02;1855;TIC Turbo Speed;;1.6
10:15:02;1855;TIC Turbo Power;;6.1
10:15:02;1855;TIC Gauge 1;11;28217
10:15:03;1856;TIC Gauge 2;5;9900000000
10:15:03;1856;TIC Gauge 3;5;9900000000
10:15:04;1857;TIC Turbo Speed;;1.6
10:15:04;1857;TIC Turbo Power;;7.5
10:15:05;1858;TIC Gauge 1;11;28036
10:15:05;1858;TIC Gauge 2;5;9900000000
10:15:05;1858;TIC Gauge 3;5;9900000000
10:15:06;1859;TIC Gauge 1;11;28070
10:15:06;1859;TIC Turbo Speed;;1.6
10:15:07;1860;TIC Turbo Power;;8.7
10:15:07;1860;TIC Gauge 2;5;9900000000
10:15:07;1860;TIC Gauge 3;5;9900000000
10:15:09;1862;TIC Gauge 2;5;9900000000
10:15:09;1862;TIC Turbo Speed;;1.6
10:15:09;1862;TIC Turbo Power;;8
10:15:09;1862;TIC Gauge 3;5;9900000000
10:15:09;1862;TIC Gauge 1;11;27875
10:15:11;1864;TIC Turbo Speed;;1.6
10:15:11;1864;TIC Turbo Power;;6.3
10:15:11;1864;TIC Gauge 1;11;27875
10:15:11;1864;TIC Gauge 2;5;9900000000
10:15:11;1864;TIC Gauge 3;5;9900000000
10:15:13;1866;TIC Turbo Speed;;1.6
10:15:13;1866;TIC Turbo Power;;6.8
10:15:13;1866;TIC Gauge 1;11;27734
10:15:13;1866;TIC Gauge 2;5;9900000000
10:15:13;1866;TIC Gauge 3;5;9900000000
10:15:15;1868;TIC Turbo Speed;;1.6
10:15:15;1868;TIC Turbo Power;;8
10:15:15;1868;TIC Gauge 1;11;27734
10:15:15;1868;TIC Gauge 2;5;9900000000
10:15:15;1868;TIC Gauge 3;5;9900000000
10:15:17;1870;TIC Turbo Speed;;1.6
