lambda I
714.499820703837 -310.547038327526
714.6040849270222 -306.547038327526
714.7083361192924 -346.547038327526
714.8125742720041 -378.547038327526
714.916799376514 -410.547038327526
715.0210114241785 -378.547038327526
715.1252104063543 -402.547038327526
715.2293963143978 -382.547038327526
715.3335691396658 -362.547038327526
715.4377288735147 -354.547038327526
715.5418755073011 -266.547038327526
715.6460090323815 -298.547038327526
715.7501294401125 -274.547038327526
715.8542367218506 -306.547038327526
715.9583308689525 -270.547038327526
716.0624118727746 -234.54703832752602
716.1664797246738 -274.547038327526
716.2705344160061 -190.54703832752602
716.3745759381284 -106.54703832752602
716.4786042823973 -154.54703832752602
716.5826194401692 -418.547038327526
716.6866214028008 -298.547038327526
716.7906101616486 -298.547038327526
716.8945857080691 -298.547038327526
716.998548033419 -306.547038327526
717.1024971290547 -250.54703832752602
717.2064329863327 -266.547038327526
717.31035559661 -362.547038327526
717.4142649512427 -386.547038327526
717.5181610415874 -306.547038327526
717.622043859001 -210.54703832752602
717.7259133948396 -298.547038327526
717.8297696404601 -362.547038327526
717.9336125872189 -350.547038327526
718.0374422264726 -338.547038327526
718.1412585495779 -282.547038327526
718.245061547891 -194.54703832752602
718.3488512127689 -230.54703832752602
718.4526275355678 -266.547038327526
718.5563905076444 -258.547038327526
718.6601401203554 -274.547038327526
718.7638763650572 -290.547038327526
718.8675992331063 -266.547038327526
718.9713087158594 -362.547038327526
719.075004804673 -338.547038327526
719.1786874909036 -266.547038327526
719.2823567659078 -234.54703832752602
719.3860126210423 -202.54703832752602
719.4896550476635 -274.547038327526
719.5932840371279 -434.547038327526
719.6968995807922 -266.547038327526
719.800501670013 -426.547038327526
719.9040902961467 -410.547038327526
720.0076654505499 -422.547038327526
720.1112271245793 -434.547038327526
720.2147753095912 -466.547038327526
720.3183099969425 -410.547038327526
720.4218311779895 -354.547038327526
720.5253388440889 -274.547038327526
720.628832986597 -234.54703832752602
720.7323135968707 -298.547038327526
720.8357806662664 -362.547038327526
720.9392341861405 -298.547038327526
721.04267414785 -286.547038327526
721.1461005427511 -274.547038327526
721.2495133622003 -282.547038327526
721.3529125975545 -306.547038327526
721.45629824017 -330.547038327526
721.5596702814034 -362.547038327526
721.6630287126112 -338.547038327526
721.7663735251501 -218.54703832752602
721.8697047103767 -306.547038327526
721.9730222596475 -394.547038327526
722.076326164319 -358.547038327526
722.1796164157475 -322.547038327526
722.2828930052901 -270.547038327526
722.3861559243031 -438.547038327526
722.489405164143 -378.547038327526
722.5926407161664 -346.547038327526
722.69586257173 -342.547038327526
722.7990707221901 -338.547038327526
722.9022651589036 -370.547038327526
723.0054458732266 -346.547038327526
723.1086128565161 -426.547038327526
723.2117661001283 -398.547038327526
723.3149055954201 -370.547038327526
723.4180313337478 -402.547038327526
723.521143306468 -250.54703832752602
723.6242415049376 -234.54703832752602
723.7273259205126 -270.547038327526
723.8303965445499 -306.547038327526
723.933453368406 -394.547038327526
724.0364963834375 -394.547038327526
724.1395255810008 -242.54703832752602
724.2425409524527 -282.547038327526
724.3455424891496 -370.547038327526
724.4485301824479 -322.547038327526
724.5515040237045 -274.547038327526
724.654464004276 -370.547038327526
724.7574101155185 -394.547038327526
724.8603423487889 -418.547038327526
724.9632606954436 -402.547038327526
725.0661651468394 -366.547038327526
725.1690556943327 -330.547038327526
725.2719323292799 -362.547038327526
725.3747950430379 -350.547038327526
725.477643826963 -338.547038327526
725.5804786724118 -314.547038327526
725.683299570741 -314.547038327526
725.786106513307 -418.547038327526
725.8888994914664 -354.547038327526
725.9916784965759 -314.547038327526
726.0944435199918 -274.547038327526
726.1971945530709 -242.54703832752602
726.2999315871696 -354.547038327526
726.4026546136445 -434.547038327526
726.5053636238522 -346.547038327526
726.6080586091492 -362.547038327526
726.7107395608922 -338.547038327526
726.8134064704376 -342.547038327526
726.916059329142 -346.547038327526
727.0186981283621 -322.547038327526
727.121322859454 -322.547038327526
727.2239335137749 -322.547038327526
727.326530082681 -418.547038327526
727.4291125575289 -306.547038327526
727.5316809296751 -310.547038327526
727.6342351904763 -314.547038327526
727.736775331289 -218.54703832752602
727.8393013434696 -346.547038327526
727.9418132183749 -314.547038327526
728.0443109473615 -330.547038327526
728.1467945217856 -346.547038327526
728.2492639330042 -346.547038327526
728.3517191723735 -354.547038327526
728.4541602312503 -362.547038327526
728.556587100991 -218.54703832752602
728.6589997729523 -202.54703832752602
728.7613982384905 -2394.547038327526
728.8637824889626 -2154.547038327526
728.9661525157246 -1302.547038327526
729.0685083101337 -450.547038327526
729.1708498635459 -258.547038327526
729.273177167318 -290.547038327526
729.3754902128065 -226.54703832752602
729.4777889913681 -162.54703832752602
729.5800734943592 -210.54703832752602
729.6823437131364 -230.54703832752602
729.7845996390564 -250.54703832752602
729.8868412634756 -258.547038327526
729.9890685777506 -250.54703832752602
730.0912815732379 -338.547038327526
730.1934802412941 -426.547038327526
730.2956645732758 -402.547038327526
730.3978345605394 -362.547038327526
730.4999901944418 -322.547038327526
730.6021314663393 -306.547038327526
730.7042583675885 -334.547038327526
730.806370889546 -362.547038327526
730.9084690235683 -290.547038327526
731.0105527610119 -234.54703832752602
731.1126220932335 -250.54703832752602
731.2146770115897 -266.547038327526
731.3167175074369 -250.54703832752602
731.4187435721317 -282.547038327526
731.5207551970308 -314.547038327526
731.6227523734906 -234.54703832752602
731.7247350928676 -262.547038327526
731.8267033465186 -290.547038327526
731.9286571258 -290.547038327526
732.0305964220682 -166.54703832752602
732.1325212266802 -42.547038327526025
732.2344315309922 -122.54703832752602
732.3363273263608 -322.547038327526
732.4382086041427 -186.54703832752602
732.5400753556944 -338.547038327526
732.6419275723723 -378.547038327526
732.7437652455333 -358.547038327526
732.8455883665335 -338.547038327526
732.94739692673 -378.547038327526
733.049190917479 -314.547038327526
733.1509703301369 -250.54703832752602
733.2527351560608 -194.54703832752602
733.3544853866068 -82.54703832752602
733.4562210131318 -114.54703832752602
733.557942026992 -146.54703832752602
733.659648419544 -130.54703832752602
733.7613401821447 -150.54703832752602
733.8630173061505 -170.54703832752602
733.9646797829179 -242.54703832752602
734.0663276038033 -182.54703832752602
734.1679607601635 -122.54703832752602
734.269579243355 -210.54703832752602
734.3711830447344 -198.54703832752602
734.4727721556582 -186.54703832752602
734.574346567483 -298.547038327526
734.6759062715653 -402.547038327526
734.7774512592616 -342.547038327526
734.8789815219286 -282.547038327526
734.9804970509228 -274.547038327526
735.0819978376009 -318.547038327526
735.1834838733191 -362.547038327526
735.2849551494343 -394.547038327526
735.3864116573029 -414.547038327526
735.4878533882816 -434.547038327526
735.5892803337267 -362.547038327526
735.6906924849951 -218.54703832752602
735.792089833443 -182.54703832752602
735.8934723704273 -146.54703832752602
735.9948400873043 -122.54703832752602
736.0961929754308 -130.54703832752602
736.197531026163 -138.54703832752602
736.2988542308578 -202.54703832752602
736.4001625808717 -166.54703832752602
736.5014560675611 -130.54703832752602
736.6027346822827 -194.54703832752602
736.703998416393 -322.547038327526
736.8052472612486 -294.547038327526
736.906481208206 -266.547038327526
737.0077002486217 -346.547038327526
737.1089043738526 -322.547038327526
737.2100935752549 -298.547038327526
737.3112678441852 -274.547038327526
737.4124271720001 -162.54703832752602
737.5135715500563 -190.54703832752602
737.6147009697103 -218.54703832752602
737.7158154223184 -98.54703832752602
737.8169148992376 -194.54703832752602
737.9179993918241 -290.547038327526
738.0190688914347 -322.547038327526
738.1201233894257 -354.547038327526
738.2211628771538 -226.54703832752602
738.3221873459756 -114.54703832752602
738.4231967872477 -142.54703832752602
738.5241911923265 -170.54703832752602
738.6251705525688 -234.54703832752602
738.7261348593308 -338.547038327526
738.8270841039694 -314.547038327526
738.9280182778409 -290.547038327526
739.0289373723022 -266.547038327526
