lambda I
673.6899510452225 -242.05923344947723
673.7985705048014 -286.05923344947723
673.9071802439031 -238.05923344947723
674.015780253884 -174.05923344947723
674.1243705261008 -230.05923344947723
674.23295105191 -138.05923344947723
674.3415218226684 -182.05923344947723
674.4500828297321 -182.05923344947723
674.558634064458 -174.05923344947723
674.6671755182026 -166.05923344947723
674.7757071823225 -214.05923344947723
674.8842290481741 -238.05923344947723
674.9927411071142 -246.05923344947723
675.1012433504991 -254.05923344947723
675.2097357696855 -262.05923344947723
675.3182183560299 -190.05923344947723
675.4266911008889 -238.05923344947723
675.535153995619 -186.05923344947723
675.643607031577 -246.05923344947723
675.7520502001191 -278.05923344947723
675.860483492602 -262.05923344947723
675.9689069003823 -246.05923344947723
676.0773204148167 -230.05923344947723
676.1857240272615 -246.05923344947723
676.2941177290734 -250.05923344947723
676.4025015116089 -254.05923344947723
676.5108753662246 -278.05923344947723
676.619239284277 -254.05923344947723
676.7275932571227 -262.05923344947723
676.8359372761184 -182.05923344947723
676.9442713326205 -142.05923344947723
677.0525954179855 -262.05923344947723
677.16090952357 -254.05923344947723
677.2692136407306 -238.05923344947723
677.377507760824 -294.05923344947723
677.4857918752066 -238.05923344947723
677.5940659752348 -166.05923344947723
677.7023300522654 -106.05923344947723
677.8105840976551 -250.05923344947723
677.9188281027601 -166.05923344947723
678.0270620589371 -230.05923344947723
678.1352859575427 -294.05923344947723
678.2434997899335 -358.05923344947723
678.351703547466 -270.05923344947723
678.4598972214966 -306.05923344947723
678.5680808033821 -342.05923344947723
678.676254284479 -302.05923344947723
678.7844176561439 -262.05923344947723
678.8925709097332 -222.05923344947723
679.0007140366035 -158.05923344947723
679.1088470281115 -214.05923344947723
679.2169698756136 -270.05923344947723
679.3250825704665 -238.05923344947723
679.4331851040267 -206.05923344947723
679.5412774676507 -206.05923344947723
679.6493596526951 -230.05923344947723
679.7574316505165 -254.05923344947723
679.8654934524714 -342.05923344947723
679.9735450499164 -222.05923344947723
680.0815864342081 -102.05923344947723
680.1896175967029 -254.05923344947723
680.2976385287576 -230.05923344947723
680.4056492217285 -206.05923344947723
680.5136496669724 -310.05923344947723
680.6216398558456 -342.05923344947723
680.7296197797049 -374.05923344947723
680.8375894299068 -326.05923344947723
680.9455487978078 -306.05923344947723
681.0534978747644 -286.05923344947723
681.1614366521333 -166.05923344947723
681.2693651212709 -278.05923344947723
681.3772832735339 -150.05923344947723
681.4851911002788 -238.05923344947723
681.5930885928623 -266.05923344947723
681.7009757426407 -294.05923344947723
681.8088525409709 -158.05923344947723
681.916718979209 -214.05923344947723
682.024575048712 -154.05923344947723
682.1324207408362 -94.05923344947723
682.2402560469383 -166.05923344947723
682.3480809583746 -138.05923344947723
682.4558954665019 -110.05923344947723
682.5636995626769 -118.05923344947723
682.6714932382558 -114.05923344947723
682.7792764845955 -110.05923344947723
682.8870492930523 -222.05923344947723
682.9948116549829 -294.05923344947723
683.1025635617436 -298.05923344947723
683.2103050046915 -302.05923344947723
683.3180359751825 -326.05923344947723
683.4257564645736 -342.05923344947723
683.5334664642213 -358.05923344947723
683.6411659654821 -262.05923344947723
683.7488549597126 -158.05923344947723
683.8565334382693 -126.05923344947723
683.9642013925087 -94.05923344947723
684.0718588137875 -118.05923344947723
684.1795056934621 -138.05923344947723
684.2871420228893 -158.05923344947723
684.3947677934254 -206.05923344947723
684.5023829964273 -174.05923344947723
684.6099876232512 -142.05923344947723
684.7175816652538 -174.05923344947723
684.8251651137916 -174.05923344947723
684.9327379602213 -174.05923344947723
685.0403001958994 -270.05923344947723
685.1478518121824 -398.05923344947723
685.2553928004269 -366.05923344947723
685.3629231519894 -334.05923344947723
685.4704428582265 -366.05923344947723
685.5779519104949 -370.05923344947723
685.685450300151 -374.05923344947723
685.7929380185514 -206.05923344947723
685.9004150570526 -166.05923344947723
686.0078814070113 -186.05923344947723
686.1153370597838 -206.05923344947723
686.222782006727 -166.05923344947723
686.3302162391972 -350.05923344947723
686.4376397485511 -254.05923344947723
686.5450525261451 -110.05923344947723
686.6524545633359 -78.05923344947723
686.7598458514801 -46.05923344947723
686.8672263819342 -150.05923344947723
686.9745961460548 -118.05923344947723
687.0819551351983 -86.05923344947723
687.1893033407214 -214.05923344947723
687.2966407539806 -154.05923344947723
687.4039673663325 -246.05923344947723
687.5112831691337 -174.05923344947723
687.6185881537406 -262.05923344947723
687.7258823115098 -234.05923344947723
687.833165633798 -206.05923344947723
687.9404381119618 -302.05923344947723
688.0476997373576 -346.05923344947723
688.1549505013419 -390.05923344947723
688.2621903952714 -214.05923344947723
688.3694194105026 -302.05923344947723
688.4766375383921 -110.05923344947723
688.5838447702965 -190.05923344947723
688.6910410975722 -86.05923344947723
688.7982265115759 -142.05923344947723
688.9054010036641 -198.05923344947723
689.0125645651934 -166.05923344947723
689.1197171875203 -190.05923344947723
689.2268588620014 -214.05923344947723
689.3339895799933 -86.05923344947723
689.4411093328524 -98.05923344947723
689.5482181119355 -110.05923344947723
689.655315908599 -174.05923344947723
689.7624027141994 -270.05923344947723
689.8694785200935 -182.05923344947723
689.9765433176376 -294.05923344947723
690.0835970981884 -326.05923344947723
690.1906398531025 -246.05923344947723
690.2976715737362 -166.05923344947723
690.4046922514465 -262.05923344947723
690.5117018775895 -294.05923344947723
690.6187004435221 -326.05923344947723
690.7256879406007 -294.05923344947723
690.8326643601818 -330.05923344947723
690.939629693622 -366.05923344947723
691.046583932278 -278.05923344947723
691.1535270675063 -222.05923344947723
691.2604590906634 -198.05923344947723
691.3673799931059 -174.05923344947723
691.4742897661903 -126.05923344947723
691.5811884012732 -150.05923344947723
691.6880758897112 -174.05923344947723
691.7949522228607 -126.05923344947723
691.9018173920784 -294.05923344947723
692.008671388721 -142.05923344947723
692.1155142041448 -278.05923344947723
692.2223458297065 -374.05923344947723
692.3291662567625 -294.05923344947723
692.4359754766695 -214.05923344947723
692.5427734807841 -358.05923344947723
692.6495602604629 -190.05923344947723
692.7563358070622 -198.05923344947723
692.8631001119386 -214.05923344947723
692.969853166449 -250.05923344947723
693.0765949619497 -286.05923344947723
693.1833254897972 -302.05923344947723
693.2900447413482 -266.05923344947723
693.3967527079592 -230.05923344947723
693.5034493809867 -182.05923344947723
693.6101347517874 -258.05923344947723
693.7168088117178 -334.05923344947723
693.8234715521345 -262.05923344947723
693.9301229643938 -70.05923344947723
694.0367630398526 -310.05923344947723
694.1433917698674 -110.05923344947723
694.2500091457946 -158.05923344947723
694.356615158991 -106.05923344947723
694.4632098008127 -54.05923344947723
694.5697930626168 -158.05923344947723
694.6763649357596 -194.05923344947723
694.7829254115975 -230.05923344947723
694.8894744814875 -222.05923344947723
694.9960121367857 -194.05923344947723
695.102538368849 -166.05923344947723
695.2090531690337 -214.05923344947723
695.3155565286966 -102.05923344947723
695.422048439194 -242.05923344947723
695.5285288918827 -142.05923344947723
695.6349978781191 -262.05923344947723
695.7414553892598 -282.05923344947723
695.8479014166614 -302.05923344947723
695.9543359516805 -214.05923344947723
696.0607589856736 -86.05923344947723
696.1671705099972 -246.05923344947723
696.2735705160079 -118.05923344947723
696.3799589950623 -118.05923344947723
696.486335938517 -206.05923344947723
696.5927013377284 -294.05923344947723
696.6990551840531 -206.05923344947723
696.8053974688478 -158.05923344947723
696.911728183469 -110.05923344947723
697.0180473192731 -174.05923344947723
697.1243548676168 -110.05923344947723
697.2306508198568 -46.05923344947723
697.3369351673493 -134.05923344947723
697.4432079014513 -326.05923344947723
697.549469013519 -290.05923344947723
697.655718494909 -254.05923344947723
697.7619563369781 -350.05923344947723
697.8681825310827 -298.05923344947723
697.9743970685793 -246.05923344947723
698.0805999408245 -342.05923344947723
698.1867911391749 -338.05923344947723
698.2929706549871 -334.05923344947723
698.3991384796175 -286.05923344947723
698.5052946044228 -126.05923344947723
698.6114390207597 -162.05923344947723
698.7175717199843 -198.05923344947723
698.8236926934536 -182.05923344947723
698.929801932524 -162.05923344947723
699.0358994285519 -142.05923344947723
699.1419851728942 -118.05923344947723
699.2480591569072 -126.05923344947723
699.3541213719475 -134.05923344947723
699.4601718093718 -94.05923344947723
699.5662104605365 -102.05923344947723
699.6722373167983 -110.05923344947723
699.7782523695134 -246.05923344947723
699.8842556100388 -194.05923344947723
699.990247029731 -282.05923344947723
700.0962266199464 -206.05923344947723
700.2021943720415 -182.05923344947723
700.3081502773731 -202.05923344947723
700.4140943272976 -222.05923344947723
700.5200265131715 -326.05923344947723
700.6259468263515 -298.05923344947723
700.7318552581941 -270.05923344947723
700.8377518000559 -214.05923344947723
700.9436364432934 -166.05923344947723
701.0495091792632 -174.05923344947723
701.1553699993218 -182.05923344947723
701.2612188948258 -158.05923344947723
701.3670558571318 -194.05923344947723
701.4728808775965 -230.05923344947723
701.578693947576 -246.05923344947723
701.6844950584273 -182.05923344947723
701.7902842015067 -118.05923344947723
701.8960613681709 -222.05923344947723
702.0018265497765 -114.05923344947723
702.10757973768 -286.05923344947723
702.2133209232378 -190.05923344947723
702.3190500978067 -334.05923344947723
702.4247672527431 -278.05923344947723
702.5304723794036 -222.05923344947723
702.6361654691448 -350.05923344947723
702.7418465133233 -270.05923344947723
702.8475155032954 -310.05923344947723
702.9531724304181 -310.05923344947723
703.0588172860477 -266.05923344947723
703.1644500615406 -222.05923344947723
703.2700707482536 -166.05923344947723
703.3756793375433 -174.05923344947723
703.481275820766 -286.05923344947723
703.5868601892785 -254.05923344947723
703.6924324344373 -314.05923344947723
703.7979925475987 -374.05923344947723
703.9035405201197 -318.05923344947723
704.0090763433566 -182.05923344947723
704.1146000086661 -146.05923344947723
704.2201115074046 -110.05923344947723
704.3256108309287 -166.05923344947723
704.4310979705949 -110.05923344947723
704.53657291776 -54.05923344947723
704.6420356637803 -134.05923344947723
704.7474862000126 -198.05923344947723
704.8529245178132 -262.05923344947723
704.9583506085389 -342.05923344947723
705.063764463546 -182.05923344947723
705.1691660741914 -254.05923344947723
705.2745554318312 -326.05923344947723
705.3799325278225 -254.05923344947723
705.4852973535213 -94.05923344947723
705.5906499002847 -294.05923344947723
705.6959901594688 -142.05923344947723
705.8013181224304 -182.05923344947723
705.9066337805261 -186.05923344947723
706.0119371251124 -190.05923344947723
706.1172281475457 -190.05923344947723
706.2225068391828 -190.05923344947723
706.3277731913801 -190.05923344947723
706.4330271954942 -142.05923344947723
706.5382688428817 -238.05923344947723
706.6434981248991 -242.05923344947723
706.7487150329031 -246.05923344947723
706.85391955825 -326.05923344947723
706.9591116922967 -110.05923344947723
707.0642914263993 -206.05923344947723
707.1694587519148 -226.05923344947723
707.2746136601997 -246.05923344947723
707.3797561426103 -302.05923344947723
707.4848861905033 -190.05923344947723
707.5900037952354 -262.05923344947723
707.6951089481629 -150.05923344947723
707.8002016406425 -238.05923344947723
707.9052818640308 -158.05923344947723
708.0103496096842 -270.05923344947723
708.1154048689596 -222.05923344947723
708.2204476332131 -286.05923344947723
708.3254778938015 -358.05923344947723
708.4304956420815 -278.05923344947723
708.5355008694094 -230.05923344947723
708.6404935671419 -262.05923344947723
708.7454737266354 -198.05923344947723
708.8504413392467 -166.05923344947723
708.9553963963322 -286.05923344947723
709.0603388892484 -206.05923344947723
709.1652688093521 -294.05923344947723
709.2701861479998 -270.05923344947723
709.3750908965478 -254.05923344947723
709.4799830463528 -238.05923344947723
709.5848625887716 -302.05923344947723
709.6897295151605 -310.05923344947723
709.794583816876 -318.05923344947723
709.8994254852748 -326.05923344947723
710.0042545117135 -214.05923344947723
710.1090708875485 -222.05923344947723
710.2138746041365 -226.05923344947723
710.318665652834 -230.05923344947723
710.4234440249977 -198.05923344947723
710.5282097119839 -202.05923344947723
710.6329627051493 -206.05923344947723
710.7377029958504 -198.05923344947723
710.842430575444 -218.05923344947723
710.9471454352863 -238.05923344947723
711.0518475667341 -278.05923344947723
711.1565369611438 -270.05923344947723
711.2612136098721 -262.05923344947723
711.3658775042757 -278.05923344947723
711.4705286357107 -230.05923344947723
711.575166995534 -206.05923344947723
711.679792575102 -206.05923344947723
711.7844053657716 -214.05923344947723
711.8890053588989 -214.05923344947723
711.9935925458407 -214.05923344947723
712.0981669179534 -166.05923344947723
712.202728466594 -174.05923344947723
712.3072771831185 -222.05923344947723
712.4118130588837 -222.05923344947723
712.5163360852462 -206.05923344947723
712.6208462535625 -134.05923344947723
712.7253435551892 -118.05923344947723
712.8298279814828 -246.05923344947723
712.9342995238 -262.05923344947723
713.0387581734972 -250.05923344947723
713.143203921931 -238.05923344947723
713.2476367604579 -190.05923344947723
713.3520566804348 -234.05923344947723
713.4564636732177 -278.05923344947723
713.5608577301635 -294.05923344947723
713.6652388426288 -282.05923344947723
713.76960700197 -270.05923344947723
713.8739621995439 -214.05923344947723
713.9783044267067 -206.05923344947723
714.0826336748153 -150.05923344947723
714.186949935226 -158.05923344947723
714.2912531992955 -222.05923344947723
714.3955434583803 -310.05923344947723
714.499820703837 -230.05923344947723
714.6040849270222 -270.05923344947723
714.7083361192924 -310.05923344947723
714.8125742720041 -294.05923344947723
714.916799376514 -270.05923344947723
715.0210114241785 -230.05923344947723
715.1252104063543 -222.05923344947723
715.2293963143978 -230.05923344947723
715.3335691396658 -190.05923344947723
715.4377288735147 -150.05923344947723
715.5418755073011 -126.05923344947723
715.6460090323815 -246.05923344947723
715.7501294401125 -166.05923344947723
715.8542367218506 -270.05923344947723
715.9583308689525 -246.05923344947723
716.0624118727746 -274.05923344947723
716.1664797246738 -302.05923344947723
716.2705344160061 -358.05923344947723
716.3745759381284 -118.05923344947723
716.4786042823973 -110.05923344947723
716.5826194401692 -162.05923344947723
716.6866214028008 -214.05923344947723
716.7906101616486 -182.05923344947723
716.8945857080691 -174.05923344947723
716.998548033419 -210.05923344947723
717.1024971290547 -246.05923344947723
717.2064329863327 -262.05923344947723
717.31035559661 -310.05923344947723
717.4142649512427 -278.05923344947723
717.5181610415874 -270.05923344947723
717.622043859001 -262.05923344947723
717.7259133948396 -270.05923344947723
717.8297696404601 -238.05923344947723
717.9336125872189 -238.05923344947723
718.0374422264726 -238.05923344947723
718.1412585495779 -198.05923344947723
718.245061547891 -262.05923344947723
718.3488512127689 -190.05923344947723
718.4526275355678 -238.05923344947723
718.5563905076444 -190.05923344947723
718.6601401203554 -182.05923344947723
718.7638763650572 -238.05923344947723
718.8675992331063 -230.05923344947723
718.9713087158594 -222.05923344947723
719.075004804673 -230.05923344947723
719.1786874909036 -174.05923344947723
719.2823567659078 -222.05923344947723
719.3860126210423 -226.05923344947723
719.4896550476635 -230.05923344947723
719.5932840371279 -318.05923344947723
719.6968995807922 -230.05923344947723
719.800501670013 -334.05923344947723
719.9040902961467 -278.05923344947723
720.0076654505499 -270.05923344947723
720.1112271245793 -342.05923344947723
720.2147753095912 -294.05923344947723
720.3183099969425 -258.05923344947723
720.4218311779895 -222.05923344947723
720.5253388440889 -142.05923344947723
720.628832986597 -134.05923344947723
720.7323135968707 -178.05923344947723
720.8357806662664 -222.05923344947723
720.9392341861405 -294.05923344947723
721.04267414785 -246.05923344947723
721.1461005427511 -214.05923344947723
721.2495133622003 -238.05923344947723
721.3529125975545 -162.05923344947723
721.45629824017 -182.05923344947723
721.5596702814034 -246.05923344947723
721.6630287126112 -190.05923344947723
721.7663735251501 -62.05923344947723
721.8697047103767 -222.05923344947723
721.9730222596475 -390.05923344947723
722.076326164319 -182.05923344947723
722.1796164157475 -270.05923344947723
722.2828930052901 -246.05923344947723
722.3861559243031 -254.05923344947723
722.489405164143 -262.05923344947723
722.5926407161664 -254.05923344947723
722.69586257173 -258.05923344947723
722.7990707221901 -262.05923344947723
722.9022651589036 -214.05923344947723
723.0054458732266 -286.05923344947723
723.1086128565161 -358.05923344947723
723.2117661001283 -330.05923344947723
723.3149055954201 -302.05923344947723
723.4180313337478 -374.05923344947723
723.521143306468 -182.05923344947723
723.6242415049376 -118.05923344947723
723.7273259205126 -182.05923344947723
723.8303965445499 -198.05923344947723
723.933453368406 -286.05923344947723
724.0364963834375 -294.05923344947723
724.1395255810008 -262.05923344947723
724.2425409524527 -230.05923344947723
724.3455424891496 -286.05923344947723
724.4485301824479 -246.05923344947723
724.5515040237045 -206.05923344947723
724.654464004276 -158.05923344947723
724.7574101155185 -190.05923344947723
724.8603423487889 -278.05923344947723
724.9632606954436 -246.05923344947723
725.0661651468394 -250.05923344947723
725.1690556943327 -254.05923344947723
725.2719323292799 -246.05923344947723
725.3747950430379 -254.05923344947723
725.477643826963 -262.05923344947723
725.5804786724118 -254.05923344947723
725.683299570741 -246.05923344947723
725.786106513307 -262.05923344947723
725.8888994914664 -222.05923344947723
725.9916784965759 -190.05923344947723
726.0944435199918 -214.05923344947723
726.1971945530709 -134.05923344947723
726.2999315871696 -206.05923344947723
726.4026546136445 -210.05923344947723
726.5053636238522 -214.05923344947723
726.6080586091492 -190.05923344947723
726.7107395608922 -198.05923344947723
726.8134064704376 -206.05923344947723
726.916059329142 -270.05923344947723
727.0186981283621 -166.05923344947723
727.121322859454 -102.05923344947723
727.2239335137749 -246.05923344947723
727.326530082681 -262.05923344947723
727.4291125575289 -214.05923344947723
727.5316809296751 -214.05923344947723
727.6342351904763 -214.05923344947723
727.736775331289 -238.05923344947723
727.8393013434696 -214.05923344947723
727.9418132183749 -210.05923344947723
728.0443109473615 -206.05923344947723
728.1467945217856 -254.05923344947723
728.2492639330042 -230.05923344947723
728.3517191723735 -262.05923344947723
728.4541602312503 -286.05923344947723
728.556587100991 -118.05923344947723
728.6589997729523 -294.05923344947723
728.7613982384905 -2142.0592334494772
728.8637824889626 -1870.0592334494772
728.9661525157246 -1074.0592334494772
729.0685083101337 -278.05923344947723
729.1708498635459 -174.05923344947723
729.273177167318 -166.05923344947723
729.3754902128065 -246.05923344947723
729.4777889913681 -274.05923344947723
729.5800734943592 -302.05923344947723
729.6823437131364 -302.05923344947723
729.7845996390564 -206.05923344947723
729.8868412634756 -262.05923344947723
729.9890685777506 -118.05923344947723
730.0912815732379 -158.05923344947723
730.1934802412941 -310.05923344947723
730.2956645732758 -302.05923344947723
730.3978345605394 -214.05923344947723
730.4999901944418 -126.05923344947723
730.6021314663393 -182.05923344947723
730.7042583675885 -142.05923344947723
730.806370889546 -186.05923344947723
730.9084690235683 -230.05923344947723
731.0105527610119 -286.05923344947723
731.1126220932335 -206.05923344947723
731.2146770115897 -214.05923344947723
731.3167175074369 -258.05923344947723
731.4187435721317 -302.05923344947723
731.5207551970308 -286.05923344947723
731.6227523734906 -182.05923344947723
731.7247350928676 -110.05923344947723
731.8267033465186 -162.05923344947723
731.9286571258 -214.05923344947723
732.0305964220682 -142.05923344947723
732.1325212266802 -118.05923344947723
732.2344315309922 -54.05923344947723
732.3363273263608 -230.05923344947723
732.4382086041427 -334.05923344947723
732.5400753556944 -182.05923344947723
732.6419275723723 -182.05923344947723
732.7437652455333 -286.05923344947723
732.8455883665335 -306.05923344947723
732.94739692673 -326.05923344947723
733.049190917479 -270.05923344947723
733.1509703301369 -234.05923344947723
733.2527351560608 -198.05923344947723
733.3544853866068 -198.05923344947723
733.4562210131318 -94.05923344947723
733.557942026992 -150.05923344947723
733.659648419544 -222.05923344947723
733.7613401821447 -174.05923344947723
733.8630173061505 -254.05923344947723
733.9646797829179 -230.05923344947723
734.0663276038033 -246.05923344947723
734.1679607601635 -262.05923344947723
734.269579243355 -206.05923344947723
734.3711830447344 -242.05923344947723
734.4727721556582 -278.05923344947723
734.574346567483 -222.05923344947723
734.6759062715653 -318.05923344947723
734.7774512592616 -254.05923344947723
734.8789815219286 -234.05923344947723
