lambda I
474.4864296638487 -32.50174216027881
474.69853600621934 -24.50174216027881
474.9106345141807 -8.501742160278809
475.12272518488044 -8.501742160278809
475.33480801546636 -8.501742160278809
475.54688300308607 -24.50174216027881
475.7589501448874 7.498257839721191
475.971009438018 7.498257839721191
476.1830608796255 -8.501742160278809
476.39510446685773 -8.501742160278809
476.6071401968623 -8.501742160278809
476.81916806678703 -8.501742160278809
477.0311880737795 -8.501742160278809
477.2432002149876 -12.501742160278809
477.4552044875589 -16.50174216027881
477.6672008886411 -8.501742160278809
477.87918941538203 15.498257839721191
478.09117006492926 23.49825783972119
478.30314283443056 19.49825783972119
478.51510772103364 15.498257839721191
478.7270647218863 7.498257839721191
478.9390138341361 -8.501742160278809
479.1509550549308 -8.501742160278809
479.3628883814182 -8.501742160278809
479.5748138107459 -0.501742160278809
479.7867313400617 -0.501742160278809
479.99864096651316 23.49825783972119
480.2105426872482 23.49825783972119
480.4224364994144 -8.501742160278809
480.6343224001595 7.498257839721191
480.84620038663115 -16.50174216027881
481.05807045597714 -8.501742160278809
481.2699326053451 -8.501742160278809
481.4817868318828 7.498257839721191
481.693633132738 7.498257839721191
481.90547150505836 7.498257839721191
482.1173019459916 23.49825783972119
482.3291244526853 23.49825783972119
482.54093902228743 23.49825783972119
482.7527456519455 15.498257839721191
482.9645443388073 7.498257839721191
483.17633508002046 -8.501742160278809
483.3881178727327 -8.501742160278809
483.59989271409194 23.49825783972119
483.81165960124565 7.498257839721191
484.0234185313416 -24.50174216027881
484.23516950152754 -24.50174216027881
484.44691250895113 -16.50174216027881
484.65864755076007 -8.501742160278809
484.8703746241023 -0.501742160278809
485.0820937261252 15.498257839721191
485.2938048539766 15.498257839721191
485.50550800480426 15.498257839721191
485.7172031757559 -12.501742160278809
485.9288903639792 -40.50174216027881
486.1405695666218 -56.50174216027881
486.3522407808315 7.498257839721191
486.563904003756 23.49825783972119
486.77555923254306 -0.501742160278809
486.9872064643402 23.49825783972119
487.1988456962953 15.498257839721191
487.41047692555605 7.498257839721191
487.6221001492701 -8.501742160278809
487.83371536458526 -8.501742160278809
488.0453225686491 -16.50174216027881
488.2569217586095 23.49825783972119
488.4685129316141 47.49825783972119
488.68009608481043 7.498257839721191
488.8916712153465 -0.501742160278809
489.1032383203698 15.498257839721191
489.3147973970282 -16.50174216027881
489.5263484424692 15.498257839721191
489.7378914538408 11.498257839721191
489.94942642829045 7.498257839721191
490.16095336296604 -8.501742160278809
490.37247225501517 15.498257839721191
490.58398310158555 23.49825783972119
490.79548589982494 23.49825783972119
491.00698064688106 -0.501742160278809
491.2184673399016 7.498257839721191
491.4299459760342 -8.501742160278809
491.64141655242673 -8.501742160278809
491.8528790662267 -8.501742160278809
492.064333514582 7.498257839721191
492.27577989464027 -0.501742160278809
492.4872182035492 -20.50174216027881
492.69864843845653 -40.50174216027881
492.9100705965099 -40.50174216027881
493.12148467485713 -16.50174216027881
493.3328906706459 -8.501742160278809
493.5442885810239 -24.50174216027881
493.7556784031388 -28.50174216027881
493.9670601341384 -32.50174216027881
494.1784337711703 -32.50174216027881
494.3897993113824 -8.501742160278809
494.6011567519221 -8.501742160278809
494.8125060899374 -8.501742160278809
495.0238473225759 -8.501742160278809
495.2351804469853 -8.501742160278809
495.44650546031335 -32.50174216027881
495.6578223597077 -4.501742160278809
495.8691311423161 23.49825783972119
496.0804318052863 7.498257839721191
496.29172434576594 -8.501742160278809
496.5030087609027 -24.50174216027881
496.71428504784444 -8.501742160278809
496.9255532037387 -4.501742160278809
497.1368132257333 -0.501742160278809
497.34806511097594 15.498257839721191
497.5593088566143 31.49825783972119
497.7705444597961 47.49825783972119
497.981771917669 35.49825783972119
498.19299122738084 23.49825783972119
498.4042023860792 15.498257839721191
498.61540539091186 27.49825783972119
498.82660023902656 7.498257839721191
499.0377869275709 23.49825783972119
499.2489654536927 23.49825783972119
499.4601358145395 -8.501742160278809
499.6712980072592 7.498257839721191
499.8824520289995 31.49825783972119
500.093597876908 55.49825783972119
500.3047355481325 39.49825783972119
500.5158650398207 27.49825783972119
500.72698634912024 15.498257839721191
500.93809947317885 -0.501742160278809
501.1492044091443 -16.50174216027881
501.36030115416435 55.49825783972119
501.57138970538654 15.498257839721191
501.78247005995865 -32.50174216027881
501.99354221502847 -8.501742160278809
502.20460616774363 -16.50174216027881
502.4156619152518 15.498257839721191
502.6267094547008 7.498257839721191
502.8377487832383 23.49825783972119
503.04877989801196 -0.501742160278809
503.2598027961696 7.498257839721191
503.4708174748588 7.498257839721191
503.6818239312273 23.49825783972119
503.892822162423 23.49825783972119
504.10381216559335 23.49825783972119
504.3147939378861 23.49825783972119
504.5257674764492 7.498257839721191
504.7367327784301 -8.501742160278809
504.9476898409765 -8.501742160278809
505.1586386612363 23.49825783972119
505.3695792363571 23.49825783972119
505.58051156348665 15.498257839721191
505.7914356397726 23.49825783972119
506.00235146236275 15.498257839721191
506.2132590284047 23.49825783972119
506.4241583350462 23.49825783972119
506.6350493794351 11.498257839721191
506.8459321587188 -0.501742160278809
507.0568066700454 7.498257839721191
507.2676729105623 15.498257839721191
507.4785308774173 15.498257839721191
507.68938056775823 7.498257839721191
507.9002219787327 -8.501742160278809
508.1110551074883 7.498257839721191
508.32187995117295 -8.501742160278809
508.53269650693426 -16.50174216027881
508.7435047719199 -0.501742160278809
508.95430474327776 -4.501742160278809
509.1650964181554 -8.501742160278809
509.37587979370045 23.49825783972119
509.58665486706076 31.49825783972119
509.797421635384 -24.50174216027881
510.008180095818 -48.50174216027881
510.21893024551025 -0.501742160278809
510.4296720816086 -24.50174216027881
510.6404056012607 -16.50174216027881
510.85113080161426 -8.501742160278809
511.0618476798171 15.498257839721191
511.2725562330168 23.49825783972119
