v	A
13.87596130	0.00059147
13.88788223	0.00129489
13.89980316	0.00106123
13.91172409	0.00099814
13.92364502	0.00155192
13.93556595	0.00121468
13.94748688	0.00272314
13.95940781	0.01048728
13.97132874	0.03758011
13.98324966	0.06813163
13.99517059	0.07478974
14.00709152	0.07252797
14.01901245	0.05933466
14.03093338	0.02623915
14.04285431	0.00376283
14.05477524	0.00100716
14.06669617	0.00075643
14.07861710	0.00108862
14.09053802	0.00066486
14.10245895	0.00049890
14.11437988	0.00049711
14.12630081	0.00056529
14.13822174	0.00067393
14.15014267	0.00047079
14.16206360	0.00048780
14.17398453	0.00057228
14.18590546	0.00057289
14.19782639	0.00083943
14.20974731	0.00069800
14.22166824	0.00034240
14.23358917	0.00135873
14.24551010	0.00149375
14.25743103	0.00170045
14.26935196	0.00162770
14.28127289	0.00152421
14.29319382	0.00437937
14.30511475	0.00672127
14.31703568	0.01016682
14.32895660	0.01238467
14.34087753	0.01030709
14.35279846	0.00768453
14.36471939	0.00492472
14.37664032	0.00121061
14.38856125	0.00157966
14.40048218	0.00119760
14.41240311	0.00068413
14.42432404	0.00097179
14.43624496	0.00095449
14.44816589	0.00084965
14.46008682	0.00058228
14.47200775	0.00015389
14.48392868	0.00042062
14.49584961	0.00027655
14.50777054	0.00054368
14.51969147	0.00086636
14.53161240	0.00096582
14.54353333	0.00118658
14.55545425	0.00108663
14.56737518	0.00145676
14.57929611	0.00210881
14.59121704	0.00129046
14.60313797	0.00136923
14.61505890	0.00130379
14.62697983	0.00389090
14.63890076	0.00963618
14.65082169	0.01255611
14.66274261	0.01469066
14.67466354	0.01392811
14.68658447	0.00840603
14.69850540	0.00421814
14.71042633	0.00208376
14.72234726	0.00077838
14.73426819	0.00119514
14.74618912	0.00115121
14.75811005	0.00094711
14.77003098	0.00059922
14.78195190	0.00023889
14.79387283	0.00018781
14.80579376	0.00074023
14.81771469	0.00123683
14.82963562	0.00127593
14.84155655	0.00089927
14.85347748	0.00060813
14.86539841	0.00068341
14.87731934	0.00028100
14.88924026	0.00075755
14.90116119	0.00094975
14.91308212	0.00150394
14.92500305	0.00171311
14.93692398	0.00081647
14.94884491	0.00344306
14.96076584	0.01297110
14.97268677	0.04174531
14.98460770	0.06995808
14.99652863	0.07438484
15.00844955	0.07161594
15.02037048	0.05544810
15.03229141	0.02187975
15.04421234	0.00224919
15.05613327	0.00103112
15.06805420	0.00004427
15.07997513	0.00054142
15.09189606	0.00042507
15.10381699	0.00048670
15.11573792	0.00070122
15.12765884	0.00098973
15.13957977	0.00097439
15.15150070	0.00048495
15.16342163	0.00020901
15.17534256	0.00059665
15.18726349	0.00073278
15.19918442	0.00106969
15.21110535	0.00105732
15.22302628	0.00097331
15.23494720	0.00122462
15.24686813	0.00051673
15.25878906	0.00108785
15.27070999	0.00162031
15.28263092	0.00210824
15.29455185	0.00460666
15.30647278	0.00672277
15.31839371	0.01030138
15.33031464	0.01239471
15.34223557	0.01029318
15.35415649	0.00809542
15.36607742	0.00549088
15.37799835	0.00172543
15.38991928	0.00076329
15.40184021	0.00007718
15.41376114	0.00084363
15.42568207	0.00111232
15.43760300	0.00095637
15.44952393	0.00078898
15.46144485	0.00056256
15.47336578	0.00030850
15.48528671	0.00028483
15.49720764	0.00031718
15.50912857	0.00107187
15.52104950	0.00136288
15.53297043	0.00105311
15.54489136	0.00065168
15.55681229	0.00033489
15.56873322	0.00112364
15.58065414	0.00151967
15.59257507	0.00109282
15.60449600	0.00174888
15.61641693	0.00161033
15.62833786	0.00535418
15.64025879	0.01107967
15.65217972	0.01347106
15.66410065	0.01540925
15.67602158	0.01386134
15.68794250	0.00765045
15.69986343	0.00360642
15.71178436	0.00166457
15.72370529	0.00075802
15.73562622	0.00138462
15.74754715	0.00094129
15.75946808	0.00045627
15.77138901	0.00042990
15.78330994	0.00025162
15.79523087	0.00028053
15.80715179	0.00055133
15.81907272	0.00051928
15.83099365	0.00047326
15.84291458	0.00022240
15.85483551	0.00035080
15.86675644	0.00037190
15.87867737	0.00091636
15.89059830	0.00125362
15.90251923	0.00056199
15.91444016	0.00091461
15.92636108	0.00183564
15.93828201	0.00223712
15.95020294	0.00438628
15.96212387	0.01492821
15.97404480	0.04455668
15.98596573	0.06986061
15.99788666	0.07227511
16.00980759	0.06906461
16.02172852	0.05061838
16.03364944	0.01723583
16.04557037	0.00152527
16.05749130	0.00222309
16.06941223	0.00118180
16.08133316	0.00075956
16.09325409	0.00042225
16.10517502	0.00073728
16.11709595	0.00073553
16.12901688	0.00051917
16.14093781	0.00006723
16.15285873	0.00048823
16.16477966	0.00089514
16.17670059	0.00092596
16.18862152	0.00057657
16.20054245	0.00067227
16.21246338	0.00066452
16.22438431	0.00112654
16.23630524	0.00154102
16.24822617	0.00089521
16.26014709	0.00169174
16.27206802	0.00205336
16.28398895	0.00196507
16.29590988	0.00431326
16.30783081	0.00675785
16.31975174	0.01102027
16.33167267	0.01285359
16.34359360	0.01029237
16.35551453	0.00785037
16.36743546	0.00472235
16.37935638	0.00143984
16.39127731	0.00168647
16.40319824	0.00089845
16.41511917	0.00017756
16.42704010	0.00024227
16.43896103	0.00019371
16.45088196	0.00027602
16.46280289	0.00064111
16.47472382	0.00085434
16.48664474	0.00069283
16.49856567	0.00038620
16.51048660	0.00029212
16.52240753	0.00037505
16.53432846	0.00061957
16.54624939	0.00102322
16.55817032	0.00100511
16.57009125	0.00173388
16.58201218	0.00212649
16.59393311	0.00112026
16.60585403	0.00116267
16.61777496	0.00121186
16.62969589	0.00649659
16.64161682	0.01219868
16.65353775	0.01475660
16.66545868	0.01682712
16.67737961	0.01460034
16.68930054	0.00821076
16.70122147	0.00439629
16.71314240	0.00226115
16.72506332	0.00059759
16.73698425	0.00115139
16.74890518	0.00094091
16.76082611	0.00054150
16.77274704	0.00032544
16.78466797	0.00037158
16.79658890	0.00075937
16.80850983	0.00104664
16.82043076	0.00104763
16.83235168	0.00099006
16.84427261	0.00059398
16.85619354	0.00055298
16.86811447	0.00067906
16.88003540	0.00061174
16.89195633	0.00065836
16.90387726	0.00079353
16.91579819	0.00207508
16.92771912	0.00221288
16.93964005	0.00177567
16.95156097	0.00452231
16.96348190	0.01722790
16.97540283	0.04777310
16.98732376	0.06982718
16.99924469	0.07066179
17.01116562	0.06695482
17.02308655	0.04655483
17.03500748	0.01486865
17.04692841	0.00181560
17.05884933	0.00117681
17.07077026	0.00046458
17.08269119	0.00065980
17.09461212	0.00023770
17.10653305	0.00014708
17.11845398	0.00040124
17.13037491	0.00043850
17.14229584	0.00027668
17.15421677	0.00066066
17.16613770	0.00107444
17.17805862	0.00125817
17.18997955	0.00116215
17.20190048	0.00093920
17.21382141	0.00092167
17.22574234	0.00148892
17.23766327	0.00172984
17.24958420	0.00113272
17.26150513	0.00151796
17.27342606	0.00135889
17.28534698	0.00202885
17.29726791	0.00544541
17.30918884	0.00851134
17.32110977	0.01276693
17.33303070	0.01362824
17.34495163	0.01059229
17.35687256	0.00815574
17.36879349	0.00456518
17.38071442	0.00125802
17.39263535	0.00150119
17.40455627	0.00070583
17.41647720	0.00027007
17.42839813	0.00047599
17.44031906	0.00035705
17.45223999	0.00030001
17.46416092	0.00022687
17.47608185	0.00027756
17.48800278	0.00040802
17.49992371	0.00023427
17.51184464	0.00023201
17.52376556	0.00071771
17.53568649	0.00121110
17.54760742	0.00145918
17.55952835	0.00096949
17.57144928	0.00122310
17.58337021	0.00158248
17.59529114	0.00148556
17.60721207	0.00262008
17.61913300	0.00110076
17.63105392	0.00678962
17.64297485	0.01281969
17.65489578	0.01569790
17.66681671	0.01795518
17.67873764	0.01512955
17.69065857	0.00859858
17.70257950	0.00511751
17.71450043	0.00278750
17.72642136	0.00091827
17.73834229	0.00108235
17.75026321	0.00120891
17.76218414	0.00104224
17.77410507	0.00057221
17.78602600	0.00052301
17.79794693	0.00074238
17.80986786	0.00074709
17.82178879	0.00062676
17.83370972	0.00047712
17.84563065	0.00070933
17.85755157	0.00095787
17.86947250	0.00065826
17.88139343	0.00012408
17.89331436	0.00056168
17.90523529	0.00113937
17.91715622	0.00202160
17.92907715	0.00191374
17.94099808	0.00159166
17.95291901	0.00495404
17.96483994	0.01931982
17.97676086	0.04999980
17.98868179	0.06895576
18.00060272	0.06889788
18.01252365	0.06438451
18.02444458	0.04170393
18.03636551	0.01130192
18.04828644	0.00115427
18.06020737	0.00147979
18.07212830	0.00133005
18.08404922	0.00102654
18.09597015	0.00024459
18.10789108	0.00069600
18.11981201	0.00093020
18.13173294	0.00091868
18.14365387	0.00064295
18.15557480	0.00022188
18.16749573	0.00016548
18.17941666	0.00034371
18.19133759	0.00005374
18.20325851	0.00052154
18.21517944	0.00082709
18.22710037	0.00150263
18.23902130	0.00176271
18.25094223	0.00115031
18.26286316	0.00121847
18.27478409	0.00095194
18.28670502	0.00328325
18.29862595	0.00619053
18.31054688	0.00916541
18.32246780	0.01324427
18.33438873	0.01355044
18.34630966	0.01045852
18.35823059	0.00794556
18.37015152	0.00393109
18.38207245	0.00110081
18.39399338	0.00169593
18.40591431	0.00112789
18.41783524	0.00088091
18.42975616	0.00051969
18.44167709	0.00023570
18.45359802	0.00018465
18.46551895	0.00028734
18.47743988	0.00051720
18.48936081	0.00077554
18.50128174	0.00113556
18.51320267	0.00136972
18.52512360	0.00131299
18.53704453	0.00140465
18.54896545	0.00147431
18.56088638	0.00075438
18.57280731	0.00055606
18.58472824	0.00119760
18.59664917	0.00178893
18.60857010	0.00246445
18.62049103	0.00114927
18.63241196	0.00809487
18.64433289	0.01360049
18.65625381	0.01637878
18.66817474	0.01843441
18.68009567	0.01470355
18.69201660	0.00793336
18.70393753	0.00447494
18.71585846	0.00210548
18.72777939	0.00104171
18.73970032	0.00103447
18.75162125	0.00099147
18.76354218	0.00129511
18.77546310	0.00138184
18.78738403	0.00128875
18.79930496	0.00130807
18.81122589	0.00120417
18.82314682	0.00097675
18.83506775	0.00069114
18.84698868	0.00027219
18.85890961	0.00034077
18.87083054	0.00009375
18.88275146	0.00057576
18.89467239	0.00070000
18.90659332	0.00052930
18.91851425	0.00189086
18.93043518	0.00208513
18.94235611	0.00093464
18.95427704	0.00431773
18.96619797	0.02068104
18.97811890	0.05124812
18.99003983	0.06705093
19.00196075	0.06606327
19.01388168	0.06047699
19.02580261	0.03635842
19.03772354	0.00848473
19.04964447	0.00190039
19.06156540	0.00125786
19.07348633	0.00077509
19.08540726	0.00094876
19.09732819	0.00062989
19.10924911	0.00038999
19.12117004	0.00031848
19.13309097	0.00041585
19.14501190	0.00062472
19.15693283	0.00071488
19.16885376	0.00067201
19.18077469	0.00023497
19.19269562	0.00090259
19.20461655	0.00151958
19.21653748	0.00110023
19.22845840	0.00044606
19.24037933	0.00057631
19.25230026	0.00110052
19.26422119	0.00194996
19.27614212	0.00132729
19.28806305	0.00329137
19.29998398	0.00643353
19.31190491	0.00999797
19.32382584	0.01436892
19.33574677	0.01412257
19.34766769	0.01075071
19.35958862	0.00805700
19.37150955	0.00377000
19.38343048	0.00103591
19.39535141	0.00103739
19.40727234	0.00051881
19.41919327	0.00097270
19.43111420	0.00069276
19.44303513	0.00053878
19.45495605	0.00084015
19.46687698	0.00115096
19.47879791	0.00113765
19.49071884	0.00090399
19.50263977	0.00086495
19.51456070	0.00077828
19.52648163	0.00076712
19.53840256	0.00097426
19.55032349	0.00095477
19.56224442	0.00075877
19.57416534	0.00172422
19.58608627	0.00214581
19.59800720	0.00207799
19.60992813	0.00215761
19.62184906	0.00197345
19.63376999	0.00961447
19.64569092	0.01478077
19.65761185	0.01736907
19.66953278	0.01873058
19.68145370	0.01346977
19.69337463	0.00644131
19.70529556	0.00365304
19.71721649	0.00171550
19.72913742	0.00100514
19.74105835	0.00078996
19.75297928	0.00045867
19.76490021	0.00079637
19.77682114	0.00075606
19.78874207	0.00056772
19.80066299	0.00036912
19.81258392	0.00045341
19.82450485	0.00053632
19.83642578	0.00037894
19.84834671	0.00004251
19.86026764	0.00036130
19.87218857	0.00075659
19.88410950	0.00118006
19.89603043	0.00092390
19.90795135	0.00098300
19.91987228	0.00178320
19.93179321	0.00141484
19.94371414	0.00227556
19.95563507	0.00660553
19.96755600	0.02411553
19.97947693	0.05340626
19.99139786	0.06568701
20.00331879	0.06388633
20.01523972	0.05706031
20.02716064	0.03147830
20.03908157	0.00564863
20.05100250	0.00165594
20.06292343	0.00132053
20.07484436	0.00097973
20.08676529	0.00037054
20.09868622	0.00054180
20.11060715	0.00084750
20.12252808	0.00099139
20.13444901	0.00099404
20.14636993	0.00079547
20.15829086	0.00067305
20.17021179	0.00058908
20.18213272	0.00024706
20.19405365	0.00063918
20.20597458	0.00106622
20.21789551	0.00111272
20.22981644	0.00117177
20.24173737	0.00075964
20.25365829	0.00080315
20.26557922	0.00211146
20.27750015	0.00230461
20.28942108	0.00427016
20.30134201	0.00712336
20.31326294	0.01106030
20.32518387	0.01561644
20.33710480	0.01500468
20.34902573	0.01155666
20.36094666	0.00839380
20.37286758	0.00328911
20.38478851	0.00166574
20.39670944	0.00186883
20.40863037	0.00069756
20.42055130	0.00064478
20.43247223	0.00077520
20.44439316	0.00042382
20.45631409	0.00038452
20.46823502	0.00037617
20.48015594	0.00057503
20.49207687	0.00067821
20.50399780	0.00076805
20.51591873	0.00082401
20.52783966	0.00034384
20.53976059	0.00067595
20.55168152	0.00088815
20.56360245	0.00064672
20.57552338	0.00082828
20.58744431	0.00072921
20.59936523	0.00159259
20.61128616	0.00211445
20.62320709	0.00414793
20.63512802	0.01216370
20.64704895	0.01693339
20.65896988	0.01930435
20.67089081	0.02004405
20.68281174	0.01399802
20.69473267	0.00699912
20.70665359	0.00378731
20.71857452	0.00110309
20.73049545	0.00125899
20.74241638	0.00098460
20.75433731	0.00072931
20.76625824	0.00125708
20.77817917	0.00102245
20.79010010	0.00047273
20.80202103	0.00025169
20.81394196	0.00088191
20.82586288	0.00126976
20.83778381	0.00141805
20.84970474	0.00128224
20.86162567	0.00082337
20.87354660	0.00015710
20.88546753	0.00072609
20.89738846	0.00099526
20.90930939	0.00107354
20.92123032	0.00137192
20.93315125	0.00105612
20.94507217	0.00283863
20.95699310	0.00781649
20.96891403	0.02686363
20.98083496	0.05439996
20.99275589	0.06343433
21.00467682	0.06088303
21.01659775	0.05244854
21.02851868	0.02618788
21.04043961	0.00310967
21.05236053	0.00262829
21.06428146	0.00156244
21.07620239	0.00096932
21.08812332	0.00041972
21.10004425	0.00078158
21.11196518	0.00113650
21.12388611	0.00077726
21.13580704	0.00045137
21.14772797	0.00028369
21.15964890	0.00024872
21.17156982	0.00048479
21.18349075	0.00031831
21.19541168	0.00013712
21.20733261	0.00004509
21.21925354	0.00038416
21.23117447	0.00074855
21.24309540	0.00058020
21.25501633	0.00122978
21.26693726	0.00195333
21.27885818	0.00172364
21.29077911	0.00461695
21.30270004	0.00759634
21.31462097	0.01136952
21.32654190	0.01497576
21.33846283	0.01342131
21.35038376	0.01015861
21.36230469	0.00745644
21.37422562	0.00317118
21.38614655	0.00163895
21.39806747	0.00129047
21.40998840	0.00043466
21.42190933	0.00066975
21.43383026	0.00021107
21.44575119	0.00047692
21.45767212	0.00083460
21.46959305	0.00100119
21.48151398	0.00092904
21.49343491	0.00076442
21.50535583	0.00084576
21.51727676	0.00098976
21.52919769	0.00130284
21.54111862	0.00177255
21.55303955	0.00174222
21.56496048	0.00129117
21.57688141	0.00130187
21.58880234	0.00086739
21.60072327	0.00068488
21.61264420	0.00111486
21.62456512	0.00452993
21.63648605	0.01240259
21.64840698	0.01660603
21.66032791	0.01906912
21.67224884	0.01931403
21.68416977	0.01261494
21.69609070	0.00588058
21.70801163	0.00293423
21.71993256	0.00155144
21.73185349	0.00219202
21.74377441	0.00132944
21.75569534	0.00016408
21.76761627	0.00049521
21.77953720	0.00064541
21.79145813	0.00051871
21.80337906	0.00018119
21.81529999	0.00047274
21.82722092	0.00097313
21.83914185	0.00124179
21.85106277	0.00143185
21.86298370	0.00141385
21.87490463	0.00121596
21.88682556	0.00122353
21.89874649	0.00086849
21.91066742	0.00030506
21.92258835	0.00098215
21.93450928	0.00139183
21.94643021	0.00327134
21.95835114	0.00891324
21.97027206	0.02932277
21.98219299	0.05508749
21.99411392	0.06177863
22.00603485	0.05933102
22.01795578	0.04951420
22.02987671	0.02299625
22.04179764	0.00283634
22.05371857	0.00108605
22.06563950	0.00085103
22.07756042	0.00156114
22.08948135	0.00100017
22.10140228	0.00059391
22.11332321	0.00053984
22.12524414	0.00016316
22.13716507	0.00031583
22.14908600	0.00037638
22.16100693	0.00055633
22.17292786	0.00076467
22.18484879	0.00053200
22.19676971	0.00033797
22.20869064	0.00041667
22.22061157	0.00099955
22.23253250	0.00166657
22.24445343	0.00132852
22.25637436	0.00083974
22.26829529	0.00130067
22.28021622	0.00181371
22.29213715	0.00531833
22.30405807	0.00819760
22.31597900	0.01222269
22.32789993	0.01548093
22.33982086	0.01341655
22.35174179	0.01013865
22.36366272	0.00682922
22.37558365	0.00235004
22.38750458	0.00224136
22.39942551	0.00168053
22.41134644	0.00018123
22.42326736	0.00091836
22.43518829	0.00099520
22.44710922	0.00100684
22.45903015	0.00109654
22.47095108	0.00103118
22.48287201	0.00096613
22.49479294	0.00087716
22.50671387	0.00065948
22.51863480	0.00049564
22.53055573	0.00013416
22.54247665	0.00035946
22.55439758	0.00072130
22.56631851	0.00123068
22.57823944	0.00144731
22.59016037	0.00060111
22.60208130	0.00152327
22.61400223	0.00188845
22.62592316	0.00551416
22.63784409	0.01328215
22.64976501	0.01707569
22.66168594	0.01950637
22.67360687	0.01910847
22.68552780	0.01212399
22.69744873	0.00618275
22.70936966	0.00355165
22.72129059	0.00142664
22.73321152	0.00111059
22.74513245	0.00057580
22.75705338	0.00052202
22.76897430	0.00074261
22.78089523	0.00062870
22.79281616	0.00037291
22.80473709	0.00035479
22.81665802	0.00027431
22.82857895	0.00004521
22.84049988	0.00020588
22.85242081	0.00027339
22.86434174	0.00035035
22.87626266	0.00063751
22.88818359	0.00109937
22.90010452	0.00114414
22.91202545	0.00096998
22.92394638	0.00091552
22.93586731	0.00043567
22.94778824	0.00270806
22.95970917	0.00878020
22.97163010	0.03018338
22.98355103	0.05422237
22.99547195	0.05902587
23.00739288	0.05641263
23.01931381	0.04507967
23.03123474	0.01881204
23.04315567	0.00173356
23.05507660	0.00177153
23.06699753	0.00112385
23.07891846	0.00146625
23.09083939	0.00083859
23.10276031	0.00047513
23.11468124	0.00083575
23.12660217	0.00054690
23.13852310	0.00010589
23.15044403	0.00013549
23.16236496	0.00048139
23.17428589	0.00074779
23.18620682	0.00074230
23.19812775	0.00084125
23.21004868	0.00083681
23.22196960	0.00044526
23.23389053	0.00016871
23.24581146	0.00055425
23.25773239	0.00150875
23.26965332	0.00179501
23.28157425	0.00152332
23.29349518	0.00482069
23.30541611	0.00767085
23.31733704	0.01205689
23.32925797	0.01507696
23.34117889	0.01284052
23.35309982	0.01000332
23.36502075	0.00672227
23.37694168	0.00189820
23.38886261	0.00173008
23.40078354	0.00123755
23.41270447	0.00107349
23.42462540	0.00130237
23.43654633	0.00103848
23.44846725	0.00102113
23.46038818	0.00092613
23.47230911	0.00076545
23.48423004	0.00073237
23.49615097	0.00077900
23.50807190	0.00094340
23.51999283	0.00097799
23.53191376	0.00102834
23.54383469	0.00122546
23.55575562	0.00083949
23.56767654	0.00005425
23.57959747	0.00044131
23.59151840	0.00082868
23.60343933	0.00242995
23.61536026	0.00226556
23.62728119	0.00622835
23.63920212	0.01394434
23.65112305	0.01743094
23.66304398	0.01990465
23.67496490	0.01878772
23.68688583	0.01117743
23.69880676	0.00559611
23.71072769	0.00318346
23.72264862	0.00088416
23.73456955	0.00084988
23.74649048	0.00034896
23.75841141	0.00025830
23.77033234	0.00038993
23.78225327	0.00080731
23.79417419	0.00101021
23.80609512	0.00067985
23.81801605	0.00028966
23.82993698	0.00029437
23.84185791	0.00055228
23.85377884	0.00067983
23.86569977	0.00074988
23.87762070	0.00078588
23.88954163	0.00090440
23.90146255	0.00052418
23.91338348	0.00072861
23.92530441	0.00171414
23.93722534	0.00230519
23.94914627	0.00416178
23.96106720	0.01114879
23.97298813	0.03279251
23.98490906	0.05343373
23.99682999	0.05578325
24.00875092	0.05284787
24.02067184	0.03983986
24.03259277	0.01409194
24.04451370	0.00167347
24.05643463	0.00228030
24.06835556	0.00089696
24.08027649	0.00070580
24.09219742	0.00071618
24.10411835	0.00116682
24.11603928	0.00100857
24.12796021	0.00043293
24.13988113	0.00023234
24.15180206	0.00040228
24.16372299	0.00041247
24.17564392	0.00031783
24.18756485	0.00041855
24.19948578	0.00076618
24.21140671	0.00076989
24.22332764	0.00080401
24.23524857	0.00109913
24.24716949	0.00095985
24.25909042	0.00165365
24.27101135	0.00165472
24.28293228	0.00155820
24.29485321	0.00511348
24.30677414	0.00805360
24.31869507	0.01254660
24.33061600	0.01509345
24.34253693	0.01239712
24.35445786	0.00925395
24.36637878	0.00549144
24.37829971	0.00121939
24.39022064	0.00207895
24.40214157	0.00125277
24.41406250	0.00097477
24.42598343	0.00105119
24.43790436	0.00060278
24.44982529	0.00086072
24.46174622	0.00095913
24.47366714	0.00083969
24.48558807	0.00055027
24.49750900	0.00025939
24.50942993	0.00012748
24.52135086	0.00045027
24.53327179	0.00084195
24.54519272	0.00108349
24.55711365	0.00086981
24.56903458	0.00099562
24.58095551	0.00126788
24.59287643	0.00073410
24.60479736	0.00154331
24.61671829	0.00107841
24.62863922	0.00735662
24.64056015	0.01487634
24.65248108	0.01844287
24.66440201	0.02121463
24.67632294	0.01904537
24.68824387	0.01084660
24.70016479	0.00553556
24.71208572	0.00287368
24.72400665	0.00104474
24.73592758	0.00130966
24.74784851	0.00061280
24.75976944	0.00106322
24.77169037	0.00113052
24.78361130	0.00081363
24.79553223	0.00118376
24.80745316	0.00129828
24.81937408	0.00108890
24.83129501	0.00083212
24.84321594	0.00041038
24.85513687	0.00055115
24.86705780	0.00060969
24.87897873	0.00054434
24.89089966	0.00092510
24.90282059	0.00068198
24.91474152	0.00054449
24.92666245	0.00024338
24.93858337	0.00166972
24.95050430	0.00433940
24.96242523	0.01259987
24.97434616	0.03501699
24.98626709	0.05318874
24.99818802	0.05387679
25.01010895	0.05046903
25.02202988	0.03604561
25.03395081	0.01145581
25.04587173	0.00166007
25.05779266	0.00164745
25.06971359	0.00161055
25.08163452	0.00196639
25.09355545	0.00122526
25.10547638	0.00062872
25.11739731	0.00056479
25.12931824	0.00095659
25.14123917	0.00109943
25.15316010	0.00101339
25.16508102	0.00093889
25.17700195	0.00074448
25.18892288	0.00037739
25.20084381	0.00036046
25.21276474	0.00072119
25.22468567	0.00088835
25.23660660	0.00076939
25.24852753	0.00066784
25.26044846	0.00214695
25.27236938	0.00236217
25.28429031	0.00188277
25.29621124	0.00467434
25.30813217	0.00780084
25.32005310	0.01263711
25.33197403	0.01455257
25.34389496	0.01152687
25.35581589	0.00851199
25.36773682	0.00460528
25.37965775	0.00181868
25.39157867	0.00238383
25.40349960	0.00086256
25.41542053	0.00093753
25.42734146	0.00116518
25.43926239	0.00078597
25.45118332	0.00060039
25.46310425	0.00033311
25.47502518	0.00016148
25.48694611	0.00044703
25.49886703	0.00078953
25.51078796	0.00078586
25.52270889	0.00055768
25.53462982	0.00055747
25.54655075	0.00056608
25.55847168	0.00034241
25.57039261	0.00100187
25.58231354	0.00129101
25.59423447	0.00084007
25.60615540	0.00186379
25.61807632	0.00141875
25.62999725	0.00787872
25.64191818	0.01469211
25.65383911	0.01763249
25.66576004	0.02009830
25.67768097	0.01701769
25.68960190	0.00902908
25.70152283	0.00451398
25.71344376	0.00205875
25.72536469	0.00141272
25.73728561	0.00182492
25.74920654	0.00088119
25.76112747	0.00054236
25.77304840	0.00042147
25.78496933	0.00023217
25.79689026	0.00053621
25.80881119	0.00041935
25.82073212	0.00059741
25.83265305	0.00073020
25.84457397	0.00066944
25.85649490	0.00055198
25.86841583	0.00020174
25.88033676	0.00095133
25.89225769	0.00139272
25.90417862	0.00120935
25.91609955	0.00109944
25.92802048	0.00094867
25.93994141	0.00100366
25.95186234	0.00366411
25.96378326	0.01308315
25.97570419	0.03572650
25.98762512	0.05137243
25.99954605	0.05105224
26.01146698	0.04734668
26.02338791	0.03166654
26.03530884	0.00845144
26.04722977	0.00163231
26.05915070	0.00139982
26.07107162	0.00176472
26.08299255	0.00164551
26.09491348	0.00093570
26.10683441	0.00080896
26.11875534	0.00034384
26.13067627	0.00027977
26.14259720	0.00063120
26.15451813	0.00059872
26.16643906	0.00042297
26.17835999	0.00034952
26.19028091	0.00058399
26.20220184	0.00079098
26.21412277	0.00062551
26.22604370	0.00061431
26.23796463	0.00071375
26.24988556	0.00031368
26.26180649	0.00067523
26.27372742	0.00053424
26.28564835	0.00325922
26.29756927	0.00633052
26.30949020	0.00914947
26.32141113	0.01351706
26.33333206	0.01442085
26.34525299	0.01131826
26.35717392	0.00875308
26.36909485	0.00487310
26.38101578	0.00134919
26.39293671	0.00133357
26.40485764	0.00025299
26.41677856	0.00077318
26.42869949	0.00076508
26.44062042	0.00033572
26.45254135	0.00027257
26.46446228	0.00013465
26.47638321	0.00056279
26.48830414	0.00072387
26.50022507	0.00082094
26.51214600	0.00087718
26.52406693	0.00096894
26.53598785	0.00118189
26.54790878	0.00117510
26.55982971	0.00070067
26.57175064	0.00038675
26.58367157	0.00105561
26.59559250	0.00178457
26.60751343	0.00276841
26.61943436	0.00110752
26.63135529	0.00812466
26.64327621	0.01474357
26.65519714	0.01765631
26.66711807	0.02009512
26.67903900	0.01648302
26.69095993	0.00850715
26.70288086	0.00418008
26.71480179	0.00143595
26.72672272	0.00137808
26.73864365	0.00172056
26.75056458	0.00092527
26.76248550	0.00125494
26.77440643	0.00106758
26.78632736	0.00043704
26.79824829	0.00061219
26.81016922	0.00073350
26.82209015	0.00087754
26.83401108	0.00078255
26.84593201	0.00033812
26.85785294	0.00019239
26.86977386	0.00040656
26.88169479	0.00077592
26.89361572	0.00076831
26.90553665	0.00094324
26.91745758	0.00150100
26.92937851	0.00142395
26.94129944	0.00191075
26.95322037	0.00480380
26.96514130	0.01545888
26.97706223	0.03766843
26.98898315	0.05078381
27.00090408	0.04987525
27.01282501	0.04576435
27.02474594	0.02892487
27.03666687	0.00709813
27.04858780	0.00123253
27.06050873	0.00151397
27.07242966	0.00190183
27.08435059	0.00127063
27.09627151	0.00013812
27.10819244	0.00125127
27.12011337	0.00150924
27.13203430	0.00128356
27.14395523	0.00104705
27.15587616	0.00079771
27.16779709	0.00048688
27.17971802	0.00020970
27.19163895	0.00020942
27.20355988	0.00023070
27.21548080	0.00035873
27.22740173	0.00074326
27.23932266	0.00078681
27.25124359	0.00064791
27.26316452	0.00153632
27.27508545	0.00070494
27.28700638	0.00275128
27.29892731	0.00569011
27.31084824	0.00889594
27.32276917	0.01359873
27.33469009	0.01416249
27.34661102	0.01096309
27.35853195	0.00833517
27.37045288	0.00434531
27.38237381	0.00152339
27.39429474	0.00163112
27.40621567	0.00060372
27.41813660	0.00126121
27.43005753	0.00110361
27.44197845	0.00099934
27.45389938	0.00123145
27.46582031	0.00099150
27.47774124	0.00067482
27.48966217	0.00045684
27.50158310	0.00027329
27.51350403	0.00049197
27.52542496	0.00073662
27.53734589	0.00086404
27.54926682	0.00095698
27.56118774	0.00075946
27.57310867	0.00064007
27.58502960	0.00037022
27.59695053	0.00132892
27.60887146	0.00240576
27.62079239	0.00222862
27.63271332	0.01010867
27.64463425	0.01620916
27.65655518	0.01916689
27.66847610	0.02121079
27.68039703	0.01630833
27.69231796	0.00824201
27.70423889	0.00420379
27.71615982	0.00156165
27.72808075	0.00165504
27.74000168	0.00160721
27.75192261	0.00060872
27.76384354	0.00074936
