T,V1,V2,V3
+14.91800E-03,+1.58924216E+00,+17.74255304E+00,-18.95421E-03
+14.93200E-03,+1.59103726E+00,+17.70034197E+00,-18.95421E-03
+14.94600E-03,+1.59024021E+00,+17.65813090E+00,-18.95421E-03
+14.96000E-03,+1.58937896E+00,+17.58147000E+00,-18.95421E-03
+14.97400E-03,+1.59024021E+00,+17.48872871E+00,-18.95421E-03
+14.98800E-03,+1.59024021E+00,+17.48096748E+00,-18.95421E-03
+15.00200E-03,+1.59149649E+00,+17.43071623E+00,-18.95421E-03
+15.01600E-03,+1.59149649E+00,+17.38046497E+00,-18.95421E-03
+15.03000E-03,+1.59088650E+00,+17.27996246E+00,-17.73423E-03
+15.04400E-03,+1.59149649E+00,+17.17945994E+00,-18.95421E-03
+15.05800E-03,+1.59149649E+00,+17.12920869E+00,-18.95421E-03
+15.07200E-03,+1.59270949E+00,+17.07895743E+00,-18.95421E-03
+15.08600E-03,+1.59165422E+00,+17.02870617E+00,-18.95421E-03
+15.10000E-03,+1.59275277E+00,+16.92820366E+00,-18.23675E-03
+15.11400E-03,+1.59149649E+00,+16.90034182E+00,-17.83474E-03
+15.12800E-03,+1.59275277E+00,+16.74702028E+00,-17.43273E-03
+15.14200E-03,+1.59275277E+00,+16.76566843E+00,-18.95421E-03
+15.15600E-03,+1.59275277E+00,+16.72345737E+00,-18.95421E-03
+15.17000E-03,+1.59275277E+00,+16.62669612E+00,-18.95421E-03
+15.18400E-03,+1.59400905E+00,+16.53853272E+00,-18.95421E-03
+15.19800E-03,+1.59349957E+00,+16.50581431E+00,-18.95421E-03
+15.21200E-03,+1.59275277E+00,+16.45411059E+00,-18.95421E-03
+15.22600E-03,+1.59400905E+00,+16.37543984E+00,-18.95421E-03
+15.24000E-03,+1.59415284E+00,+16.33093997E+00,-18.66664E-03
+15.25400E-03,+1.59400905E+00,+16.27264852E+00,-18.95421E-03
+15.26800E-03,+1.59400905E+00,+16.18476381E+00,-18.95421E-03
+15.28200E-03,+1.59446828E+00,+16.11067067E+00,-17.36011E-03
+15.29600E-03,+1.59526534E+00,+16.07393230E+00,-17.76212E-03
+15.31000E-03,+1.59526534E+00,+16.00787935E+00,-16.44165E-03
+15.32400E-03,+1.59420309E+00,+15.96566828E+00,-16.44165E-03
+15.33800E-03,+1.59526534E+00,+15.87320596E+00,-16.44165E-03
+15.35200E-03,+1.59526534E+00,+15.82267601E+00,-16.44165E-03
+15.36600E-03,+1.59526534E+00,+15.77242476E+00,-18.95421E-03
+15.38000E-03,+1.59591164E+00,+15.72072076E+00,-16.44165E-03
+15.39400E-03,+1.59652162E+00,+15.62167099E+00,-17.33224E-03
+15.40800E-03,+1.59652162E+00,+15.57141973E+00,-18.95421E-03
+15.42200E-03,+1.59652162E+00,+15.51943705E+00,-18.95421E-03
+15.43600E-03,+1.59652162E+00,+15.42697472E+00,-18.95421E-03
+15.45000E-03,+1.59652162E+00,+15.38476366E+00,-18.95421E-03
+15.46400E-03,+1.59777790E+00,+15.31469047E+00,-17.56111E-03
+15.47800E-03,+1.59777790E+00,+15.21966093E+00,-18.95421E-03
+15.49200E-03,+1.59748336E+00,+15.21966093E+00,-18.95421E-03
+15.50600E-03,+1.59777790E+00,+15.16566813E+00,-18.95421E-03
+15.52000E-03,+1.59767043E+00,+15.06890716E+00,-18.95421E-03
+15.53400E-03,+1.59808637E+00,+15.01865591E+00,-18.95421E-03
+15.54800E-03,+1.59777790E+00,+14.96840465E+00,-16.44165E-03
+15.56200E-03,+1.59957998E+00,+14.89632135E+00,-18.95421E-03
+15.57600E-03,+1.59903418E+00,+14.85411029E+00,-18.95421E-03
+15.59000E-03,+1.59792169E+00,+14.72290003E+00,-18.66663E-03
+15.60400E-03,+1.59903418E+00,+14.71714837E+00,-18.95421E-03
+15.61800E-03,+1.59929240E+00,+14.66689711E+00,-18.95421E-03
+15.63200E-03,+1.60029046E+00,+14.58476351E+00,-18.03577E-03
+15.64600E-03,+1.60029046E+00,+14.51614334E+00,-18.95421E-03
+15.66000E-03,+1.60029046E+00,+14.50034137E+00,-18.95421E-03
+15.67400E-03,+1.60029046E+00,+14.41564083E+00,-18.95421E-03
+15.68800E-03,+1.60028350E+00,+14.31541673E+00,-18.95421E-03
+15.70200E-03,+1.60029046E+00,+14.31513831E+00,-18.53828E-03
+15.71600E-03,+1.60113777E+00,+14.26488706E+00,-18.95421E-03
+15.73000E-03,+1.60151041E+00,+14.19023682E+00,-17.66160E-03
+15.74400E-03,+1.60154674E+00,+14.14657246E+00,-18.95421E-03
+15.75800E-03,+1.60154674E+00,+14.05411014E+00,-18.95421E-03
+15.77200E-03,+1.60275973E+00,+14.01363077E+00,-18.95421E-03
+15.78600E-03,+1.60264531E+00,+13.91312826E+00,-18.95421E-03
+15.80000E-03,+1.60280302E+00,+13.82697442E+00,-18.95421E-03
+15.81400E-03,+1.60280302E+00,+13.81262575E+00,-18.95421E-03
+15.82800E-03,+1.60280302E+00,+13.76237449E+00,-20.47566E-03
+15.84200E-03,+1.60250847E+00,+13.70034122E+00,-18.95421E-03
+15.85600E-03,+1.60405931E+00,+13.66187198E+00,-18.95421E-03
+15.87000E-03,+1.60280302E+00,+13.56136946E+00,-18.95421E-03
+15.88400E-03,+1.60405931E+00,+13.52345677E+00,-18.95421E-03
+15.89800E-03,+1.60405931E+00,+13.48124570E+00,-18.95421E-03
+15.91200E-03,+1.60531559E+00,+13.41061569E+00,-18.95421E-03
+15.92600E-03,+1.60531559E+00,+13.34657231E+00,-18.95421E-03
+15.94000E-03,+1.60517179E+00,+13.30436124E+00,-18.95421E-03
+15.95400E-03,+1.60651466E+00,+13.20961067E+00,-21.35236E-03
+15.96800E-03,+1.60605545E+00,+13.15935941E+00,-18.43779E-03
+15.98200E-03,+1.60611265E+00,+13.10910815E+00,-18.95421E-03
+15.99600E-03,+1.60531559E+00,+13.05885690E+00,-18.95421E-03
+16.01000E-03,+1.60703804E+00,+13.00860564E+00,-18.95421E-03
+16.02400E-03,+1.60637782E+00,+12.95059233E+00,-18.95421E-03
+16.03800E-03,+1.60531559E+00,+12.85785187E+00,-18.94030E-03
+16.05200E-03,+1.60657187E+00,+12.79928229E+00,-18.95421E-03
+16.06600E-03,+1.60782815E+00,+12.77370787E+00,-18.95421E-03
+16.08000E-03,+1.60782815E+00,+12.68269939E+00,-18.95421E-03
+16.09400E-03,+1.60782815E+00,+12.62122212E+00,-18.95421E-03
+16.10800E-03,+1.60782815E+00,+12.59682342E+00,-19.44282E-03
+16.12200E-03,+1.60782815E+00,+12.55461235E+00,-18.95421E-03
+16.13600E-03,+1.60782815E+00,+12.45584182E+00,-18.95421E-03
+16.15000E-03,+1.60782815E+00,+12.39124216E+00,-18.95421E-03
+16.16400E-03,+1.60908443E+00,+12.32747664E+00,-18.95421E-03
+16.17800E-03,+1.60908443E+00,+12.27465927E+00,-18.95421E-03
+16.19200E-03,+1.60908443E+00,+12.19280325E+00,-18.95421E-03
+16.20600E-03,+1.61024716E+00,+12.15433428E+00,-18.95421E-03
+16.22000E-03,+1.61044816E+00,+12.05812986E+00,-19.16912E-03
+16.23400E-03,+1.61064917E+00,+12.05383176E+00,-18.95421E-03
+16.24800E-03,+1.61085017E+00,+11.95332925E+00,-18.95421E-03
+16.26200E-03,+1.61088653E+00,+11.90307799E+00,-18.95421E-03
+16.27600E-03,+1.61159699E+00,+11.83903433E+00,-18.95421E-03
+16.29000E-03,+1.61159699E+00,+11.79682327E+00,-18.95421E-03
+16.30400E-03,+1.61039791E+00,+11.75232422E+00,-18.95421E-03
+16.31800E-03,+1.61133879E+00,+11.62222679E+00,-20.95037E-03
+16.33200E-03,+1.61239407E+00,+11.56968755E+00,-21.46677E-03
+16.34600E-03,+1.61159699E+00,+11.55131920E+00,-20.14635E-03
+16.36000E-03,+1.61285328E+00,+11.45081668E+00,-21.46677E-03
+16.37400E-03,+1.61265922E+00,+11.40056543E+00,-21.46677E-03
+16.38800E-03,+1.61285328E+00,+11.35059203E+00,-21.46677E-03
+16.40200E-03,+1.61264532E+00,+11.30838096E+00,-21.46677E-03
+16.41600E-03,+1.61285328E+00,+11.24981166E+00,-21.46677E-03
+16.43000E-03,+1.61410956E+00,+11.19956040E+00,-21.46677E-03
+16.44400E-03,+1.61285328E+00,+11.14930914E+00,-19.84484E-03
+16.45800E-03,+1.61309759E+00,+11.04880663E+00,-20.97815E-03
+16.47200E-03,+1.61410956E+00,+10.99855537E+00,-21.46677E-03
+16.48600E-03,+1.61410956E+00,+10.90436079E+00,-21.78217E-03
+16.50000E-03,+1.61410956E+00,+10.91240098E+00,-21.46677E-03
+16.51400E-03,+1.61480613E+00,+10.84232698E+00,-21.46677E-03
+16.52800E-03,+1.61460513E+00,+10.74729909E+00,-21.46677E-03
+16.54200E-03,+1.61536584E+00,+10.73551653E+00,-19.54334E-03
+16.55600E-03,+1.61536584E+00,+10.60028769E+00,-21.27966E-03
+16.57000E-03,+1.61536584E+00,+10.50463844E+00,-21.46677E-03
+16.58400E-03,+1.61631367E+00,+10.53395606E+00,-21.46677E-03
+16.59800E-03,+1.61662212E+00,+10.46616975E+00,-21.46677E-03
+16.61200E-03,+1.61591166E+00,+10.39554029E+00,-21.46677E-03
+16.62600E-03,+1.61536584E+00,+10.39554029E+00,-20.77714E-03
+16.64000E-03,+1.61662212E+00,+10.33378406E+00,-23.69171E-03
+16.65400E-03,+1.61662212E+00,+10.24478652E+00,-23.86495E-03
+16.66800E-03,+1.61787840E+00,+10.19453527E+00,-21.46677E-03
+16.68200E-03,+1.61787840E+00,+10.14428401E+00,-21.46677E-03
+16.69600E-03,+1.61847448E+00,+10.07018977E+00,-21.46677E-03
+16.71000E-03,+1.61787840E+00,+10.02797870E+00,-21.46677E-03
+16.72400E-03,+1.61787840E+00,+9.98576764E+00,-23.59121E-03
+16.73800E-03,+1.61912774E+00,+9.84305406E+00,-21.46677E-03
+16.75200E-03,+1.61787840E+00,+9.80084299E+00,-21.46677E-03
+16.76600E-03,+1.61828735E+00,+9.74227396E+00,-21.46677E-03
+16.78000E-03,+1.61852473E+00,+9.66616960E+00,-21.46677E-03
+16.79400E-03,+1.61832372E+00,+9.64177144E+00,-21.46677E-03
+16.80800E-03,+1.62039096E+00,+9.59152019E+00,-21.46677E-03
+16.82200E-03,+1.62039096E+00,+9.54126893E+00,-21.46677E-03
+16.83600E-03,+1.62023327E+00,+9.48471001E+00,-21.46677E-03
+16.85000E-03,+1.62218613E+00,+9.39051516E+00,-21.46677E-03
+16.86400E-03,+1.62164725E+00,+9.34026390E+00,-23.97934E-03
+16.87800E-03,+1.62164725E+00,+9.30061785E+00,-22.98819E-03
+16.89200E-03,+1.62164725E+00,+9.27822981E+00,-22.05592E-03
+16.90600E-03,+1.62290353E+00,+9.18951013E+00,-23.97934E-03
+16.92000E-03,+1.62175468E+00,+9.13496133E+00,-23.76446E-03
+16.93400E-03,+1.62259508E+00,+9.06343183E+00,-23.97934E-03
+16.94800E-03,+1.62164725E+00,+8.95863177E+00,-21.46677E-03
+16.96200E-03,+1.62344936E+00,+8.91642071E+00,-21.46677E-03
+16.97600E-03,+1.62290353E+00,+8.87420964E+00,-23.97934E-03
+16.99000E-03,+1.62415981E+00,+8.78750008E+00,-21.46677E-03
+17.00400E-03,+1.62421699E+00,+8.73953625E+00,-23.97934E-03
+17.01800E-03,+1.62341991E+00,+8.73724882E+00,-21.46677E-03
+17.03200E-03,+1.62495689E+00,+8.65511412E+00,-21.46677E-03
+17.04600E-03,+1.62482001E+00,+8.58649505E+00,-22.65894E-03
+17.06000E-03,+1.62455488E+00,+8.48599254E+00,-23.97934E-03
+17.07400E-03,+1.62541609E+00,+8.43574128E+00,-23.97934E-03
+17.08800E-03,+1.62541609E+00,+8.38576734E+00,-23.97934E-03
+17.10200E-03,+1.62562403E+00,+8.33523877E+00,-23.97934E-03
+17.11600E-03,+1.62667237E+00,+8.31888108E+00,-22.28466E-03
+17.13000E-03,+1.62731871E+00,+8.20888288E+00,-21.46677E-03
+17.14400E-03,+1.62792865E+00,+8.16667181E+00,-23.97934E-03
+17.15800E-03,+1.62768433E+00,+8.12446075E+00,-23.97934E-03
+17.17200E-03,+1.62671569E+00,+8.03373123E+00,-23.89270E-03
+17.18600E-03,+1.62777097E+00,+7.98347997E+00,-21.78214E-03
+17.20000E-03,+1.62792865E+00,+7.94757629E+00,-23.97934E-03
+17.21400E-03,+1.62792865E+00,+7.88297746E+00,-23.97934E-03
+17.22800E-03,+1.62842423E+00,+7.83272620E+00,-23.97934E-03
+17.24200E-03,+1.62918493E+00,+7.77069183E+00,-23.97934E-03
+17.25600E-03,+1.62918493E+00,+7.73222369E+00,-23.97934E-03
+17.27000E-03,+1.62918493E+00,+7.63601844E+00,-21.68164E-03
+17.28400E-03,+1.62918493E+00,+7.63172118E+00,-23.97934E-03
+17.29800E-03,+1.63044121E+00,+7.55159631E+00,-22.96045E-03
+17.31200E-03,+1.63044121E+00,+7.45913399E+00,-23.97934E-03
+17.32600E-03,+1.63044121E+00,+7.43071615E+00,-23.97934E-03
+17.34000E-03,+1.63155367E+00,+7.37471185E+00,-23.97934E-03
+17.35400E-03,+1.63044121E+00,+7.28224953E+00,-23.97934E-03
+17.36800E-03,+1.63044121E+00,+7.22971112E+00,-25.97553E-03
+17.38200E-03,+1.63169750E+00,+7.14757614E+00,-23.97934E-03
+17.39600E-03,+1.63169750E+00,+7.12920861E+00,-23.97934E-03
+17.41000E-03,+1.63169750E+00,+7.06315401E+00,-23.97934E-03
+17.42400E-03,+1.63189158E+00,+7.02094294E+00,-23.97934E-03
+17.43800E-03,+1.63045507E+00,+6.92820358E+00,-23.97934E-03
+17.45200E-03,+1.63190543E+00,+6.87795233E+00,-26.49190E-03
+17.46600E-03,+1.63336271E+00,+6.81134366E+00,-23.97934E-03
+17.48000E-03,+1.63295378E+00,+6.77744981E+00,-26.49190E-03
+17.49400E-03,+1.63295378E+00,+6.72719856E+00,-23.97934E-03
+17.50800E-03,+1.63421006E+00,+6.66717403E+00,-23.97934E-03
+17.52200E-03,+1.63421006E+00,+6.52792661E+00,-26.49190E-03
+17.53600E-03,+1.63311146E+00,+6.52619353E+00,-24.29469E-03
+17.55000E-03,+1.63421006E+00,+6.47594227E+00,-23.97934E-03
+17.56400E-03,+1.63476975E+00,+6.39782725E+00,-23.97934E-03
+17.57800E-03,+1.63546634E+00,+6.32518850E+00,-23.97934E-03
+17.59200E-03,+1.63479923E+00,+6.27493725E+00,-24.56851E-03
+17.60600E-03,+1.63555992E+00,+6.22094279E+00,-23.97934E-03
+17.62000E-03,+1.63546634E+00,+6.17443473E+00,-23.97934E-03
+17.63400E-03,+1.63546634E+00,+6.07393222E+00,-23.97934E-03
+17.64800E-03,+1.63672262E+00,+5.99380708E+00,-23.97934E-03
+17.66200E-03,+1.63672262E+00,+5.95159601E+00,-22.88765E-03
+17.67600E-03,+1.63672262E+00,+5.93697196E+00,-23.28966E-03
+17.69000E-03,+1.63797890E+00,+5.91742513E+00,-23.97934E-03
+17.70400E-03,+1.63677979E+00,+5.82267594E+00,-23.86499E-03
+17.71800E-03,+1.63698080E+00,+5.77242468E+00,-21.46677E-03
+17.73200E-03,+1.63843808E+00,+5.64003816E+00,-22.38514E-03
+17.74600E-03,+1.63738281E+00,+5.64807835E+00,-23.97934E-03
+17.76000E-03,+1.63797890E+00,+5.57141965E+00,-23.97934E-03
+17.77400E-03,+1.63904110E+00,+5.47868057E+00,-26.10373E-03
+17.78800E-03,+1.63797890E+00,+5.47091714E+00,-23.99317E-03
+17.80200E-03,+1.63797890E+00,+5.42066588E+00,-23.97934E-03
+17.81600E-03,+1.63923518E+00,+5.33652051E+00,-23.97934E-03
+17.83000E-03,+1.63988153E+00,+5.32016337E+00,-25.19920E-03
+17.84400E-03,+1.63923518E+00,+5.25209837E+00,-23.97934E-03
+17.85800E-03,+1.64024713E+00,+5.16940960E+00,-23.97934E-03
+17.87200E-03,+1.64049147E+00,+5.11742498E+00,-23.97934E-03
+17.88600E-03,+1.64033380E+00,+5.06890709E+00,-21.46677E-03
+17.90000E-03,+1.64138907E+00,+5.00430881E+00,-23.26199E-03
+17.91400E-03,+1.64049147E+00,+4.94601736E+00,-22.85998E-03
+17.92800E-03,+1.64049147E+00,+4.89832946E+00,-23.97934E-03
+17.94200E-03,+1.63982437E+00,+4.81765080E+00,-23.39015E-03
+17.95600E-03,+1.64174775E+00,+4.76739955E+00,-23.97934E-03
+17.97000E-03,+1.64174775E+00,+4.71714829E+00,-23.76450E-03
+17.98400E-03,+1.64300403E+00,+4.67923394E+00,-23.97934E-03
+17.99800E-03,+1.64225717E+00,+4.61664578E+00,-22.48563E-03
+18.01200E-03,+1.64300403E+00,+4.56639452E+00,-23.97934E-03
+18.02600E-03,+1.64265918E+00,+4.46589201E+00,-21.46677E-03
+18.04000E-03,+1.64300403E+00,+4.36538949E+00,-21.75445E-03
+18.05400E-03,+1.64186208E+00,+4.31513824E+00,-21.58110E-03
+18.06800E-03,+1.64326220E+00,+4.26488698E+00,-21.98311E-03
+18.08200E-03,+1.64300403E+00,+4.16438447E+00,-23.97934E-03
+18.09600E-03,+1.64366421E+00,+4.16438447E+00,-23.97934E-03
+18.11000E-03,+1.64426031E+00,+4.11413321E+00,-23.97934E-03
+18.12400E-03,+1.64426031E+00,+4.05611825E+00,-23.97934E-03
+18.13800E-03,+1.64550968E+00,+3.96393240E+00,-23.97934E-03
+18.15200E-03,+1.64551659E+00,+3.96337944E+00,-21.88261E-03
+18.16600E-03,+1.64510767E+00,+3.86287693E+00,-21.46677E-03
+18.18000E-03,+1.64551659E+00,+3.81262567E+00,-23.97934E-03
+18.19400E-03,+1.64551659E+00,+3.76237441E+00,-23.97934E-03
+18.20800E-03,+1.64677287E+00,+3.74282676E+00,-23.97934E-03
+18.22200E-03,+1.64551659E+00,+3.66013827E+00,-23.97934E-03
+18.23600E-03,+1.64661521E+00,+3.56767594E+00,-23.97934E-03
+18.25000E-03,+1.64587526E+00,+3.53267589E+00,-23.26200E-03
+18.26400E-03,+1.64621320E+00,+3.48873119E+00,-23.97934E-03
+18.27800E-03,+1.64627727E+00,+3.41061562E+00,-21.46677E-03
+18.29200E-03,+1.64706747E+00,+3.34858042E+00,-23.97934E-03
+18.30600E-03,+1.64677287E+00,+3.26360560E+00,-23.97934E-03
+18.32000E-03,+1.64677287E+00,+3.21390703E+00,-23.97934E-03
+18.33400E-03,+1.64582501E+00,+3.15935933E+00,-21.46677E-03
+18.34800E-03,+1.64802915E+00,+3.10910808E+00,-23.97934E-03
+18.36200E-03,+1.64748330E+00,+3.05885682E+00,-23.97934E-03
+18.37600E-03,+1.64677287E+00,+2.99481151E+00,-22.15648E-03
+18.39000E-03,+1.64677287E+00,+2.95260044E+00,-23.97934E-03
+18.40400E-03,+1.64677287E+00,+2.90810305E+00,-21.58109E-03
+18.41800E-03,+1.64677287E+00,+2.85785179E+00,-23.97934E-03
+18.43200E-03,+1.64597576E+00,+2.75734928E+00,-21.46677E-03
+18.44600E-03,+1.64611270E+00,+2.68325366E+00,-23.97934E-03
+18.46000E-03,+1.64591170E+00,+2.65684677E+00,-23.18913E-03
+18.47400E-03,+1.64677287E+00,+2.60659551E+00,-21.85497E-03
+18.48800E-03,+1.64676597E+00,+2.50636920E+00,-23.96553E-03
+18.50200E-03,+1.64446822E+00,+2.50609300E+00,-23.56352E-03
+18.51600E-03,+1.64426031E+00,+2.40559048E+00,-23.16151E-03
+18.53000E-03,+1.64361395E+00,+2.35533923E+00,-21.46677E-03
+18.54400E-03,+1.64300403E+00,+2.30508797E+00,-23.97934E-03
+18.55800E-03,+1.64275968E+00,+2.25483671E+00,-23.49063E-03
+18.57200E-03,+1.64174775E+00,+2.15606811E+00,-23.89264E-03
+18.58600E-03,+1.64049147E+00,+2.11038922E+00,-21.46677E-03
+18.60000E-03,+1.63923518E+00,+2.10408294E+00,-23.97934E-03
+18.61400E-03,+1.63797890E+00,+2.00358043E+00,-22.86000E-03
+18.62800E-03,+1.63622701E+00,+1.98375602E+00,-21.46677E-03
+18.64200E-03,+1.63421006E+00,+1.94154496E+00,-21.46677E-03
+18.65600E-03,+1.63160390E+00,+1.85282666E+00,-23.79214E-03
+18.67000E-03,+1.62918493E+00,+1.80687157E+00,-21.68158E-03
+18.68400E-03,+1.62792865E+00,+1.75232415E+00,-23.36252E-03
+18.69800E-03,+1.62365039E+00,+1.70207289E+00,-21.46677E-03
+18.71200E-03,+1.62039096E+00,+1.65182163E+00,-22.55850E-03
+18.72600E-03,+1.61718868E+00,+1.60157038E+00,-23.28962E-03
+18.74000E-03,+1.61270942E+00,+1.55131912E+00,-23.97934E-03
+18.75400E-03,+1.60788530E+00,+1.50106786E+00,-21.58108E-03
+18.76800E-03,+1.60306118E+00,+1.41089159E+00,-21.98309E-03
+18.78200E-03,+1.59572450E+00,+1.36868052E+00,-22.38510E-03
+18.79600E-03,+1.58964409E+00,+1.30006284E+00,-22.65901E-03
+18.81000E-03,+1.58191230E+00,+1.23400713E+00,-22.25700E-03
+18.82400E-03,+1.57603290E+00,+1.19956032E+00,-23.97934E-03
+18.83800E-03,+1.56889032E+00,+1.14930907E+00,-23.97934E-03
+18.85200E-03,+1.56050526E+00,+1.05712267E+00,-23.56353E-03
+18.86600E-03,+1.55085702E+00,+998.55530E-03,-23.97934E-03
+18.88000E-03,+1.54120878E+00,+948.30404E-03,-22.68660E-03
+18.89400E-03,+1.52860261E+00,+948.30404E-03,-23.97934E-03
+18.90800E-03,+1.51413025E+00,+847.80153E-03,-23.97934E-03
+18.92200E-03,+1.49965789E+00,+797.55027E-03,-23.97934E-03
+18.93600E-03,+1.48518552E+00,+703.35376E-03,-23.97934E-03
+18.95000E-03,+1.46855925E+00,+682.70156E-03,-23.97934E-03
+18.96400E-03,+1.45428790E+00,+596.54524E-03,-25.09866E-03
+18.97800E-03,+1.43876026E+00,+546.29399E-03,-23.97934E-03
+18.99200E-03,+1.41946377E+00,+522.72500E-03,-23.97934E-03
+19.00600E-03,+1.40258624E+00,+395.54022E-03,-23.97934E-03
+19.02000E-03,+1.37972192E+00,+349.58485E-03,-23.97934E-03
+19.03400E-03,+1.35465344E+00,+307.37378E-03,-23.97934E-03
+19.04800E-03,+1.32947756E+00,+244.78645E-03,-23.97934E-03
+19.06200E-03,+1.30468301E+00,+172.70039E-03,-23.97934E-03
+19.07600E-03,+1.27912580E+00,+180.74058E-03,-23.97934E-03
+19.09000E-03,+1.25283749E+00,+88.27826E-03,-26.20418E-03
+19.10400E-03,+1.22740346E+00,+43.78142E-03,-23.97934E-03
+19.11800E-03,+1.19857303E+00,-6.46984E-03,-23.97934E-03
+19.13200E-03,+1.17214087E+00,-56.72109E-03,-23.97934E-03
+19.14600E-03,+1.14260002E+00,-106.97235E-03,-25.17158E-03
+19.16000E-03,+1.11048257E+00,-173.02833E-03,-24.76957E-03
+19.17400E-03,+1.07989334E+00,-207.47486E-03,-24.36756E-03
+19.18800E-03,+1.04381294E+00,-307.97738E-03,-26.47812E-03
+19.20200E-03,+1.01024509E+00,-358.22863E-03,-24.39513E-03
+19.21600E-03,+978.37201E-03,-392.12386E-03,-24.79714E-03
+19.23000E-03,+949.39082E-03,-458.73115E-03,-25.27209E-03
+19.24400E-03,+918.78091E-03,-508.98240E-03,-24.87008E-03
+19.25800E-03,+885.50080E-03,-559.23366E-03,-24.46807E-03
+19.27200E-03,+856.26835E-03,-560.96812E-03,-26.49190E-03
+19.28600E-03,+820.14458E-03,-659.73617E-03,-23.97934E-03
+19.30000E-03,+784.96181E-03,-695.64151E-03,-26.49190E-03
+19.31400E-03,+748.68040E-03,-788.10384E-03,-23.97934E-03
+19.32800E-03,+714.15090E-03,-840.91624E-03,-26.49190E-03
+19.34200E-03,+678.92477E-03,-872.52597E-03,-28.41522E-03
+19.35600E-03,+651.23632E-03,-914.73704E-03,-26.49190E-03
+19.37000E-03,+621.03532E-03,-1.01149497E+00,-26.49190E-03
+19.38400E-03,+597.11572E-03,-1.04941043E+00,-25.87511E-03
+19.39800E-03,+571.43044E-03,-1.11199748E+00,-26.49190E-03
+19.41200E-03,+544.25139E-03,-1.18408382E+00,-26.49190E-03
+19.42600E-03,+516.56295E-03,-1.21250000E+00,-26.49190E-03
+19.44000E-03,+489.01837E-03,-1.26850595E+00,-28.71673E-03
+19.45400E-03,+461.18606E-03,-1.36096827E+00,-26.49190E-03
+19.46800E-03,+436.75018E-03,-1.41350502E+00,-26.49190E-03
+19.48200E-03,+415.06229E-03,-1.46375628E+00,-24.89763E-03
+19.49600E-03,+395.04852E-03,-1.51400754E+00,-25.29964E-03
+19.51000E-03,+377.60445E-03,-1.61451005E+00,-26.49190E-03
+19.52400E-03,+362.27093E-03,-1.66476131E+00,-23.97934E-03
+19.53800E-03,+346.54228E-03,-1.71501256E+00,-26.47813E-03
+19.55200E-03,+330.81364E-03,-1.77357939E+00,-26.49190E-03
+19.56600E-03,+316.34128E-03,-1.84941058E+00,-26.49190E-03
+19.58000E-03,+303.12520E-03,-1.86576633E+00,-26.49190E-03
+19.59400E-03,+289.90912E-03,-1.93383271E+00,-24.87009E-03
+19.60800E-03,+278.43806E-03,-1.97604377E+00,-26.49190E-03
+19.62200E-03,+267.33253E-03,-2.01652010E+00,-26.49190E-03
+19.63600E-03,+262.66605E-03,-2.12332807E+00,-26.49190E-03
+19.65000E-03,+256.42801E-03,-2.20317949E+00,-26.49190E-03
+19.66400E-03,+250.34761E-03,-2.23991097E+00,-26.49190E-03
+19.67800E-03,+246.01912E-03,-2.31802765E+00,-26.49190E-03
+19.69200E-03,+242.91730E-03,-2.32981269E+00,-26.49190E-03
+19.70600E-03,+239.73771E-03,-2.37576861E+00,-26.49190E-03
+19.72000E-03,+238.37405E-03,-2.51473733E+00,-26.49190E-03
+19.73400E-03,+237.22515E-03,-2.56928393E+00,-24.59611E-03
+19.74800E-03,+237.73454E-03,-2.56928393E+00,-26.49190E-03
+19.76200E-03,+238.48143E-03,-2.64137053E+00,-26.49190E-03
+19.77600E-03,+240.99399E-03,-2.72003770E+00,-26.49190E-03
+19.79000E-03,+244.76284E-03,-2.77028896E+00,-26.49190E-03
+19.80400E-03,+249.78796E-03,-2.81825499E+00,-26.49190E-03
+19.81800E-03,+254.29682E-03,-2.91071731E+00,-26.49190E-03
+19.83200E-03,+262.22964E-03,-2.97129398E+00,-26.49190E-03
+19.84600E-03,+269.82446E-03,-3.02154524E+00,-26.49190E-03
+19.86000E-03,+280.26296E-03,-3.08760177E+00,-26.49190E-03
+19.87400E-03,+292.69566E-03,-3.16453392E+00,-26.49190E-03
+19.88800E-03,+303.78743E-03,-3.12204775E+00,-26.47814E-03
+19.90200E-03,+314.69883E-03,-3.21423497E+00,-26.49190E-03
+19.91600E-03,+327.29814E-03,-3.25644604E+00,-27.30967E-03
+19.93000E-03,+342.17939E-03,-3.32305278E+00,-29.00446E-03
+19.94400E-03,+356.65175E-03,-3.39111943E+00,-26.49190E-03
+19.95800E-03,+375.38172E-03,-3.44310570E+00,-28.51570E-03
+19.97200E-03,+398.33279E-03,-3.52232279E+00,-26.49190E-03
+19.98600E-03,+434.45657E-03,-3.53036298E+00,-28.68920E-03
+20.00000E-03,+466.58775E-03,-3.61021495E+00,-27.20917E-03
+20.01400E-03,+494.47720E-03,-3.67481158E+00,-26.49190E-03
+20.02800E-03,+513.57268E-03,-3.72506283E+00,-26.49190E-03
+20.04200E-03,+525.79749E-03,-3.81378003E+00,-26.49190E-03
+20.05600E-03,+540.36348E-03,-3.82556535E+00,-26.49190E-03
+20.07000E-03,+558.40368E-03,-3.92177280E+00,-26.49190E-03
+20.08400E-03,+578.64806E-03,-3.97631912E+00,-28.38770E-03
