T,V1,V2,V3
+9.76600E-03,+1.59275277E+00,+41.21592411E+00,-23.97934E-03
+9.78000E-03,+1.59275277E+00,+41.14930938E+00,-23.97934E-03
+9.79400E-03,+1.59275277E+00,+41.09905812E+00,-23.97934E-03
+9.80800E-03,+1.59275277E+00,+40.99855561E+00,-24.46770E-03
+9.82200E-03,+1.59270960E+00,+40.94830435E+00,-23.97934E-03
+9.83600E-03,+1.59165432E+00,+40.80386375E+00,-26.49190E-03
+9.85000E-03,+1.59149649E+00,+40.84780184E+00,-24.69700E-03
+9.86400E-03,+1.59080005E+00,+40.74729933E+00,-25.09901E-03
+9.87800E-03,+1.59149649E+00,+40.64679681E+00,-23.97934E-03
+9.89200E-03,+1.59024021E+00,+40.58476823E+00,-26.49190E-03
+9.90600E-03,+1.59024021E+00,+40.49604304E+00,-23.97934E-03
+9.92000E-03,+1.58909151E+00,+40.44579179E+00,-23.97934E-03
+9.93400E-03,+1.58929251E+00,+40.35763252E+00,-27.10906E-03
+9.94800E-03,+1.58898393E+00,+40.31542145E+00,-26.49190E-03
+9.96200E-03,+1.58827334E+00,+40.19453550E+00,-25.07072E-03
+9.97600E-03,+1.58807233E+00,+40.18074806E+00,-24.66871E-03
+9.99000E-03,+1.58772765E+00,+40.13853699E+00,-23.97934E-03
+10.00400E-03,+1.58898393E+00,+40.04378173E+00,-23.97934E-03
+10.01800E-03,+1.58872560E+00,+39.99353047E+00,-24.49599E-03
+10.03200E-03,+1.58647137E+00,+39.94327922E+00,-26.49190E-03
+10.04600E-03,+1.58713170E+00,+39.86661445E+00,-23.97934E-03
+10.06000E-03,+1.58607643E+00,+39.80832301E+00,-23.97934E-03
+10.07400E-03,+1.58521508E+00,+39.73451682E+00,-26.10403E-03
+10.08800E-03,+1.58396587E+00,+39.64205450E+00,-26.47776E-03
+10.10200E-03,+1.58291060E+00,+39.59984343E+00,-26.07575E-03
+10.11600E-03,+1.58226440E+00,+39.54126916E+00,-23.97934E-03
+10.13000E-03,+1.58144624E+00,+39.44076665E+00,-26.49190E-03
+10.14400E-03,+1.58018996E+00,+39.44076665E+00,-24.86972E-03
+10.15800E-03,+1.58120205E+00,+39.29978037E+00,-26.49190E-03
+10.17200E-03,+1.58140306E+00,+39.23976162E+00,-26.40553E-03
+10.18600E-03,+1.58018996E+00,+39.19582326E+00,-26.49190E-03
+10.20000E-03,+1.58018996E+00,+39.10336094E+00,-27.20955E-03
+10.21400E-03,+1.58088641E+00,+39.08900785E+00,-25.37224E-03
+10.22800E-03,+1.58171163E+00,+38.98850534E+00,-27.48279E-03
+10.24200E-03,+1.58048440E+00,+38.93825408E+00,-26.49190E-03
+10.25600E-03,+1.58144624E+00,+38.83775157E+00,-26.49190E-03
+10.27000E-03,+1.58395880E+00,+38.83775157E+00,-26.49190E-03
+10.28400E-03,+1.58490651E+00,+38.73724906E+00,-26.49190E-03
+10.29800E-03,+1.58647137E+00,+38.63674654E+00,-26.49190E-03
+10.31200E-03,+1.58521508E+00,+38.58649529E+00,-26.49190E-03
+10.32600E-03,+1.58647137E+00,+38.49978049E+00,-26.49190E-03
+10.34000E-03,+1.58772765E+00,+38.43574152E+00,-24.26671E-03
+10.35400E-03,+1.58898393E+00,+38.38549026E+00,-26.49190E-03
+10.36800E-03,+1.59024021E+00,+38.34557186E+00,-26.49190E-03
+10.38200E-03,+1.59149649E+00,+38.23473649E+00,-25.57325E-03
+10.39600E-03,+1.59156087E+00,+38.18448523E+00,-26.49190E-03
+10.41000E-03,+1.59275277E+00,+38.08398272E+00,-26.49190E-03
+10.42400E-03,+1.59255883E+00,+38.02597382E+00,-26.49190E-03
+10.43800E-03,+1.59400905E+00,+37.93351150E+00,-26.49190E-03
+10.45200E-03,+1.59526534E+00,+37.88297769E+00,-26.07576E-03
+10.46600E-03,+1.59611254E+00,+37.83272644E+00,-26.49190E-03
+10.48000E-03,+1.59587541E+00,+37.78247518E+00,-26.49190E-03
+10.49400E-03,+1.59652162E+00,+37.69978062E+00,-26.49190E-03
+10.50800E-03,+1.59753370E+00,+37.67220491E+00,-26.98029E-03
+10.52200E-03,+1.59899099E+00,+37.57974259E+00,-26.49190E-03
+10.53600E-03,+1.59919200E+00,+37.53121890E+00,-26.49190E-03
+10.55000E-03,+1.59993164E+00,+37.44506920E+00,-26.49190E-03
+10.56400E-03,+1.60029046E+00,+37.35260687E+00,-26.49190E-03
+10.57800E-03,+1.59952963E+00,+37.33021387E+00,-26.49190E-03
+10.59200E-03,+1.60029046E+00,+37.22971136E+00,-26.49190E-03
+10.60600E-03,+1.60029046E+00,+37.17946010E+00,-26.49190E-03
+10.62000E-03,+1.60029046E+00,+37.07895759E+00,-26.49190E-03
+10.63400E-03,+1.60185531E+00,+37.06661489E+00,-26.49190E-03
+10.64800E-03,+1.60354973E+00,+36.99883796E+00,-26.49190E-03
+10.66200E-03,+1.60476988E+00,+36.92820382E+00,-26.49190E-03
+10.67600E-03,+1.60371461E+00,+36.86416457E+00,-26.49190E-03
+10.69000E-03,+1.60280302E+00,+36.78319785E+00,-26.49190E-03
+10.70400E-03,+1.60280302E+00,+36.72949118E+00,-26.37728E-03
+10.71800E-03,+1.60405931E+00,+36.67694753E+00,-24.49597E-03
+10.73200E-03,+1.60531559E+00,+36.59481779E+00,-26.49190E-03
+10.74600E-03,+1.60531559E+00,+36.55260672E+00,-26.49190E-03
+10.76000E-03,+1.60531559E+00,+36.47594251E+00,-26.49190E-03
+10.77400E-03,+1.60637792E+00,+36.42569125E+00,-26.49190E-03
+10.78800E-03,+1.60532264E+00,+36.32547101E+00,-26.49190E-03
+10.80200E-03,+1.60657187E+00,+36.27493748E+00,-26.07578E-03
+10.81600E-03,+1.60616280E+00,+36.22468622E+00,-23.97934E-03
+10.83000E-03,+1.60592566E+00,+36.14858655E+00,-23.97934E-03
+10.84400E-03,+1.60657187E+00,+36.07393245E+00,-24.86975E-03
+10.85800E-03,+1.60657187E+00,+35.98319798E+00,-24.46774E-03
+10.87200E-03,+1.60904124E+00,+35.97342994E+00,-23.97934E-03
+10.88600E-03,+1.60782815E+00,+35.92949103E+00,-26.17628E-03
+10.90000E-03,+1.60872562E+00,+35.87292743E+00,-23.97934E-03
+10.91400E-03,+1.60782815E+00,+35.77242491E+00,-23.97934E-03
+10.92800E-03,+1.60782815E+00,+35.70235532E+00,-25.50098E-03
+10.94200E-03,+1.60878998E+00,+35.62167114E+00,-23.97934E-03
+10.95600E-03,+1.60908443E+00,+35.57141989E+00,-24.16623E-03
+10.97000E-03,+1.60908443E+00,+35.47521960E+00,-23.97934E-03
+10.98400E-03,+1.60939299E+00,+35.45857496E+00,-24.59646E-03
+10.99800E-03,+1.61034071E+00,+35.37041486E+00,-23.97934E-03
+11.01200E-03,+1.61034071E+00,+35.29174081E+00,-23.97934E-03
+11.02600E-03,+1.60999601E+00,+35.25612408E+00,-23.97934E-03
+11.04000E-03,+1.61159699E+00,+35.16940983E+00,-23.97934E-03
+11.05400E-03,+1.61159699E+00,+35.16711772E+00,-26.49190E-03
+11.06800E-03,+1.61059902E+00,+35.06890732E+00,-23.97934E-03
+11.08200E-03,+1.61113768E+00,+34.98677730E+00,-23.97934E-03
+11.09600E-03,+1.61100103E+00,+34.94199213E+00,-25.29997E-03
+11.11000E-03,+1.61159699E+00,+34.86790229E+00,-23.97934E-03
+11.12400E-03,+1.61179095E+00,+34.78291617E+00,-21.85468E-03
+11.13800E-03,+1.61285328E+00,+34.76739978E+00,-23.97934E-03
+11.15200E-03,+1.61285328E+00,+34.71714852E+00,-23.97934E-03
+11.16600E-03,+1.61326233E+00,+34.63300839E+00,-23.97934E-03
+11.18000E-03,+1.61285328E+00,+34.56494863E+00,-23.97934E-03
+11.19400E-03,+1.61285328E+00,+34.46589224E+00,-24.86976E-03
+11.20800E-03,+1.61285328E+00,+34.41564098E+00,-26.00348E-03
+11.22200E-03,+1.61289648E+00,+34.31513847E+00,-23.89293E-03
+11.23600E-03,+1.61301108E+00,+34.30882640E+00,-23.97934E-03
+11.25000E-03,+1.61339194E+00,+34.26488721E+00,-23.97934E-03
+11.26400E-03,+1.61341309E+00,+34.13652589E+00,-23.97934E-03
+11.27800E-03,+1.61285328E+00,+34.06388219E+00,-23.97934E-03
+11.29200E-03,+1.61314774E+00,+34.02540936E+00,-21.46677E-03
+11.30600E-03,+1.61304019E+00,+33.95964144E+00,-23.97934E-03
+11.32000E-03,+1.61421711E+00,+33.91312842E+00,-23.97934E-03
+11.33400E-03,+1.61567439E+00,+33.86287716E+00,-22.08388E-03
+11.34800E-03,+1.61536584E+00,+33.76237465E+00,-23.97934E-03
+11.36200E-03,+1.61536584E+00,+33.71212339E+00,-23.97934E-03
+11.37600E-03,+1.61536584E+00,+33.66187213E+00,-23.97934E-03
+11.39000E-03,+1.61410956E+00,+33.55562127E+00,-21.46677E-03
+11.40400E-03,+1.61536584E+00,+33.51341020E+00,-21.58137E-03
+11.41800E-03,+1.61536584E+00,+33.42094788E+00,-21.46677E-03
+11.43200E-03,+1.61536584E+00,+33.37873681E+00,-23.97934E-03
+11.44600E-03,+1.61536584E+00,+33.31011334E+00,-21.46677E-03
+11.46000E-03,+1.61371459E+00,+33.24406342E+00,-21.46677E-03
+11.47400E-03,+1.61536584E+00,+33.20185235E+00,-23.97934E-03
+11.48800E-03,+1.61536584E+00,+33.10939003E+00,-23.97934E-03
+11.50200E-03,+1.61536584E+00,+33.05053514E+00,-23.97934E-03
+11.51600E-03,+1.61580401E+00,+33.00860580E+00,-23.16123E-03
+11.53000E-03,+1.61662212E+00,+32.93250557E+00,-21.46677E-03
+11.54400E-03,+1.61662212E+00,+32.84004325E+00,-23.08890E-03
+11.55800E-03,+1.61686633E+00,+32.80760077E+00,-23.97934E-03
+11.57200E-03,+1.61662212E+00,+32.70709826E+00,-23.97934E-03
+11.58600E-03,+1.61662212E+00,+32.66315879E+00,-23.97934E-03
+11.60000E-03,+1.61662212E+00,+32.60659574E+00,-23.97934E-03
+11.61400E-03,+1.61787840E+00,+32.52848540E+00,-25.09895E-03
+11.62800E-03,+1.61662212E+00,+32.45584197E+00,-22.45772E-03
+11.64200E-03,+1.61662212E+00,+32.39381201E+00,-23.39040E-03
+11.65600E-03,+1.61662212E+00,+32.30508820E+00,-23.97934E-03
+11.67000E-03,+1.61651458E+00,+32.30078653E+00,-23.97934E-03
+11.68400E-03,+1.61756985E+00,+32.16667630E+00,-23.97934E-03
+11.69800E-03,+1.61736885E+00,+32.10408318E+00,-23.97934E-03
+11.71200E-03,+1.61662212E+00,+32.00358066E+00,-22.88789E-03
+11.72600E-03,+1.61696684E+00,+31.95332941E+00,-21.46677E-03
+11.74000E-03,+1.61647840E+00,+31.90307815E+00,-21.75421E-03
+11.75400E-03,+1.61667941E+00,+31.85282689E+00,-21.58135E-03
+11.76800E-03,+1.61662212E+00,+31.76265613E+00,-21.46677E-03
+11.78200E-03,+1.61741910E+00,+31.75232438E+00,-23.97934E-03
+11.79600E-03,+1.61662212E+00,+31.70207312E+00,-23.97934E-03
+11.81000E-03,+1.61662212E+00,+31.65182187E+00,-21.46677E-03
+11.82400E-03,+1.61662212E+00,+31.55131935E+00,-23.97934E-03
+11.83800E-03,+1.61662212E+00,+31.45109828E+00,-23.97934E-03
+11.85200E-03,+1.61787840E+00,+31.45081684E+00,-21.88286E-03
+11.86600E-03,+1.61787840E+00,+31.36667615E+00,-21.46677E-03
+11.88000E-03,+1.61723217E+00,+31.30006307E+00,-22.75924E-03
+11.89400E-03,+1.61706735E+00,+31.23200276E+00,-23.97934E-03
+11.90800E-03,+1.61787840E+00,+31.14930930E+00,-21.46677E-03
+11.92200E-03,+1.61787840E+00,+31.14758063E+00,-21.46677E-03
+11.93600E-03,+1.61787840E+00,+31.00486705E+00,-21.46677E-03
+11.95000E-03,+1.61751961E+00,+30.96265598E+00,-21.46677E-03
+11.96400E-03,+1.61787840E+00,+30.92044491E+00,-21.46677E-03
+11.97800E-03,+1.61787840E+00,+30.82798259E+00,-21.46677E-03
+11.99200E-03,+1.61817288E+00,+30.78577153E+00,-21.46677E-03
+12.00600E-03,+1.61787840E+00,+30.74356046E+00,-21.46677E-03
+12.02000E-03,+1.61787840E+00,+30.64679673E+00,-21.46677E-03
+12.03400E-03,+1.61818694E+00,+30.55863581E+00,-23.36226E-03
+12.04800E-03,+1.61787840E+00,+30.52591244E+00,-21.46677E-03
+12.06200E-03,+1.61787840E+00,+30.47421368E+00,-21.46677E-03
+12.07600E-03,+1.61696685E+00,+30.43200261E+00,-21.46677E-03
+12.09000E-03,+1.61802212E+00,+30.34528919E+00,-21.46677E-03
+12.10400E-03,+1.61913468E+00,+30.29732922E+00,-21.46677E-03
+12.11800E-03,+1.61813669E+00,+30.24478668E+00,-21.46677E-03
+12.13200E-03,+1.61867539E+00,+30.19453542E+00,-21.46677E-03
+12.14600E-03,+1.61913468E+00,+30.11787231E+00,-21.46677E-03
+12.16000E-03,+1.61913468E+00,+30.04378165E+00,-21.46677E-03
+12.17400E-03,+1.61662212E+00,+29.99353040E+00,-21.46677E-03
+12.18800E-03,+1.61787840E+00,+29.94327914E+00,-21.46677E-03
+12.20200E-03,+1.61892665E+00,+29.89302788E+00,-21.46677E-03
+12.21600E-03,+1.61913468E+00,+29.84277663E+00,-21.46677E-03
+12.23000E-03,+1.61787840E+00,+29.74227411E+00,-21.46677E-03
+12.24400E-03,+1.61832363E+00,+29.69202286E+00,-20.57631E-03
+12.25800E-03,+1.61787840E+00,+29.64177160E+00,-21.46677E-03
+12.27200E-03,+1.61787840E+00,+29.54299803E+00,-21.46677E-03
+12.28600E-03,+1.61897690E+00,+29.49732907E+00,-21.15121E-03
+12.30000E-03,+1.61823719E+00,+29.41921818E+00,-21.46677E-03
+12.31400E-03,+1.61787840E+00,+29.36265568E+00,-21.46677E-03
+12.32800E-03,+1.61837389E+00,+29.32044462E+00,-20.47580E-03
+12.34200E-03,+1.61884020E+00,+29.23976155E+00,-18.95421E-03
+12.35600E-03,+1.61671560E+00,+29.18951029E+00,-19.14116E-03
+12.37000E-03,+1.61787840E+00,+29.13925903E+00,-21.25172E-03
+12.38400E-03,+1.61662212E+00,+29.05109784E+00,-21.46677E-03
+12.39800E-03,+1.61662212E+00,+28.98850526E+00,-21.46677E-03
+12.41200E-03,+1.61662212E+00,+28.91642445E+00,-21.46677E-03
+12.42600E-03,+1.61696685E+00,+28.87421338E+00,-21.46677E-03
+12.44000E-03,+1.61662212E+00,+28.78750024E+00,-18.95421E-03
+12.45400E-03,+1.61542311E+00,+28.73724898E+00,-21.35222E-03
+12.46800E-03,+1.61662212E+00,+28.72691778E+00,-19.47077E-03
+12.48200E-03,+1.61662212E+00,+28.63674647E+00,-18.95421E-03
+12.49600E-03,+1.61721811E+00,+28.53624395E+00,-20.14619E-03
+12.51000E-03,+1.61576083E+00,+28.50179218E+00,-18.95421E-03
+12.52400E-03,+1.61555982E+00,+28.43574144E+00,-18.56625E-03
+12.53800E-03,+1.61661510E+00,+28.33523893E+00,-18.95421E-03
+12.55200E-03,+1.61641409E+00,+28.29330875E+00,-19.37027E-03
+12.56600E-03,+1.61577487E+00,+28.23473641E+00,-18.95421E-03
+12.58000E-03,+1.61601208E+00,+28.16008369E+00,-18.95421E-03
+12.59400E-03,+1.61536584E+00,+28.08398264E+00,-18.95421E-03
+12.60800E-03,+1.61536584E+00,+28.03373139E+00,-21.46677E-03
+12.62200E-03,+1.61540907E+00,+27.93495810E+00,-18.95421E-03
+12.63600E-03,+1.61426733E+00,+27.88928858E+00,-18.95421E-03
+12.65000E-03,+1.61536584E+00,+27.84707752E+00,-18.95421E-03
+12.66400E-03,+1.61536584E+00,+27.80486645E+00,-18.95421E-03
+12.67800E-03,+1.61536584E+00,+27.71240413E+00,-18.95421E-03
+12.69200E-03,+1.61566033E+00,+27.59324961E+00,-18.95421E-03
+12.70600E-03,+1.61420304E+00,+27.58147008E+00,-18.95421E-03
+12.72000E-03,+1.61536584E+00,+27.53121882E+00,-18.95421E-03
+12.73400E-03,+1.61410956E+00,+27.40514713E+00,-18.95421E-03
+12.74800E-03,+1.61536584E+00,+27.43071631E+00,-18.95421E-03
+12.76200E-03,+1.61482009E+00,+27.33021379E+00,-17.53314E-03
+12.77600E-03,+1.61536584E+00,+27.27996254E+00,-18.95421E-03
+12.79000E-03,+1.61522210E+00,+27.22396182E+00,-18.95421E-03
+12.80400E-03,+1.61536584E+00,+27.17946002E+00,-18.83967E-03
+12.81800E-03,+1.61436783E+00,+27.07895751E+00,-18.95421E-03
+12.83200E-03,+1.61490656E+00,+27.02870625E+00,-16.44165E-03
+12.84600E-03,+1.61410956E+00,+26.95461504E+00,-16.44165E-03
+12.86000E-03,+1.61536584E+00,+26.91240398E+00,-18.16422E-03
+12.87400E-03,+1.61410956E+00,+26.82770123E+00,-16.44165E-03
+12.88800E-03,+1.61410956E+00,+26.77773059E+00,-16.44165E-03
+12.90200E-03,+1.61431758E+00,+26.68526826E+00,-18.53817E-03
+12.91600E-03,+1.61451858E+00,+26.64305720E+00,-18.95421E-03
+12.93000E-03,+1.61410956E+00,+26.57644494E+00,-18.95421E-03
+12.94400E-03,+1.61455480E+00,+26.52619369E+00,-18.95421E-03
+12.95800E-03,+1.61386531E+00,+26.47594243E+00,-18.95421E-03
+12.97200E-03,+1.61289651E+00,+26.42569117E+00,-16.52812E-03
+12.98600E-03,+1.61285328E+00,+26.33149935E+00,-16.75718E-03
+13.00000E-03,+1.61321205E+00,+26.31083778E+00,-18.95421E-03
+13.01400E-03,+1.61285328E+00,+26.19682596E+00,-17.83466E-03
+13.02800E-03,+1.61209249E+00,+26.15461489E+00,-17.96321E-03
+13.04200E-03,+1.61285328E+00,+26.11240383E+00,-18.95421E-03
+13.05600E-03,+1.61285328E+00,+26.02368112E+00,-16.44165E-03
+13.07000E-03,+1.61170451E+00,+26.02368112E+00,-16.65668E-03
+13.08400E-03,+1.61285328E+00,+25.92317861E+00,-16.44165E-03
+13.09800E-03,+1.61285328E+00,+25.82267609E+00,-17.93516E-03
+13.11200E-03,+1.61285328E+00,+25.80084598E+00,-18.95421E-03
+13.12600E-03,+1.61250853E+00,+25.72217358E+00,-17.13114E-03
+13.14000E-03,+1.61285328E+00,+25.66617259E+00,-16.72913E-03
+13.15400E-03,+1.61159699E+00,+25.61938061E+00,-18.95421E-03
+13.16800E-03,+1.61133873E+00,+25.52116855E+00,-16.44165E-03
+13.18200E-03,+1.61159699E+00,+25.47091730E+00,-18.95421E-03
+13.19600E-03,+1.61159699E+00,+25.39682581E+00,-18.95421E-03
+13.21000E-03,+1.60994571E+00,+25.37041478E+00,-16.44165E-03
+13.22400E-03,+1.61034071E+00,+25.32016353E+00,-16.82964E-03
+13.23800E-03,+1.61034071E+00,+25.21994135E+00,-18.95421E-03
+13.25200E-03,+1.61034071E+00,+25.21966101E+00,-16.85767E-03
+13.26600E-03,+1.60993169E+00,+25.11915850E+00,-18.95421E-03
+13.28000E-03,+1.61034071E+00,+25.01865599E+00,-18.95421E-03
+13.29400E-03,+1.60952969E+00,+24.91815347E+00,-16.44165E-03
+13.30800E-03,+1.61034071E+00,+24.86790222E+00,-16.44165E-03
+13.32200E-03,+1.61029747E+00,+24.86617244E+00,-18.95421E-03
+13.33600E-03,+1.61159699E+00,+24.76739970E+00,-18.95421E-03
+13.35000E-03,+1.61034071E+00,+24.68124779E+00,-18.23668E-03
+13.36400E-03,+1.61034071E+00,+24.66689719E+00,-18.95421E-03
+13.37800E-03,+1.61034071E+00,+24.56639468E+00,-18.95421E-03
+13.39200E-03,+1.61004621E+00,+24.51614342E+00,-18.36521E-03
+13.40600E-03,+1.60908443E+00,+24.41938080E+00,-18.76722E-03
+13.42000E-03,+1.60782815E+00,+24.36968995E+00,-18.95421E-03
+13.43400E-03,+1.60782815E+00,+24.31513839E+00,-18.95421E-03
+13.44800E-03,+1.60782815E+00,+24.23501656E+00,-16.44165E-03
+13.46200E-03,+1.60711763E+00,+24.19280549E+00,-17.86269E-03
+13.47600E-03,+1.60748339E+00,+24.11413337E+00,-18.95421E-03
+13.49000E-03,+1.60671562E+00,+24.06388211E+00,-21.17927E-03
+13.50400E-03,+1.60531559E+00,+24.01363085E+00,-18.83970E-03
+13.51800E-03,+1.60583211E+00,+23.96337960E+00,-16.95817E-03
+13.53200E-03,+1.60736889E+00,+23.88124764E+00,-16.44165E-03
+13.54600E-03,+1.60657187E+00,+23.83903658E+00,-16.44165E-03
+13.56000E-03,+1.60696688E+00,+23.79682551E+00,-16.44165E-03
+13.57400E-03,+1.60657187E+00,+23.71212331E+00,-16.44165E-03
+13.58800E-03,+1.60782115E+00,+23.61218093E+00,-18.94021E-03
+13.60200E-03,+1.60657187E+00,+23.61162080E+00,-18.95421E-03
+13.61600E-03,+1.60572460E+00,+23.54500910E+00,-18.95421E-03
+13.63000E-03,+1.60531559E+00,+23.48671765E+00,-17.73418E-03
+13.64400E-03,+1.60450457E+00,+23.41061577E+00,-18.06369E-03
+13.65800E-03,+1.60507133E+00,+23.35059428E+00,-18.95421E-03
+13.67200E-03,+1.60527234E+00,+23.30838321E+00,-18.95421E-03
+13.68600E-03,+1.60500008E+00,+23.20961075E+00,-18.95421E-03
+13.70000E-03,+1.60405931E+00,+23.19526042E+00,-16.44165E-03
+13.71400E-03,+1.60349954E+00,+23.13149875E+00,-18.95421E-03
+13.72800E-03,+1.60405931E+00,+23.05885698E+00,-18.95421E-03
+13.74200E-03,+1.60405931E+00,+23.00860572E+00,-17.03067E-03
+13.75600E-03,+1.60289653E+00,+22.95461430E+00,-18.76720E-03
+13.77000E-03,+1.60291052E+00,+22.90810321E+00,-16.44165E-03
+13.78400E-03,+1.60375080E+00,+22.78202986E+00,-18.95421E-03
+13.79800E-03,+1.60280302E+00,+22.73696903E+00,-16.44165E-03
+13.81200E-03,+1.60154674E+00,+22.65684692E+00,-16.44165E-03
+13.82600E-03,+1.60154674E+00,+22.60659567E+00,-16.44165E-03
+13.84000E-03,+1.60154674E+00,+22.55634441E+00,-18.66670E-03
+13.85400E-03,+1.60154674E+00,+22.50609315E+00,-18.83972E-03
+13.86800E-03,+1.60154674E+00,+22.45584190E+00,-14.44559E-03
+13.88200E-03,+1.60029046E+00,+22.40559064E+00,-18.03570E-03
+13.89600E-03,+1.60095072E+00,+22.30508813E+00,-16.44165E-03
+13.91000E-03,+1.60075671E+00,+22.23903628E+00,-17.23168E-03
+13.92400E-03,+1.60029046E+00,+22.20458561E+00,-16.44165E-03
+13.93800E-03,+1.60029046E+00,+22.10436289E+00,-16.44165E-03
+13.95200E-03,+1.60029046E+00,+22.02022055E+00,-18.53821E-03
+13.96600E-03,+1.59903418E+00,+22.00358059E+00,-18.13620E-03
+13.98000E-03,+1.59838791E+00,+21.95187879E+00,-17.66167E-03
+13.99400E-03,+1.59696688E+00,+21.88526737E+00,-16.44165E-03
+14.00800E-03,+1.59753364E+00,+21.84305630E+00,-18.46569E-03
+14.02200E-03,+1.59526534E+00,+21.75232430E+00,-16.44165E-03
+14.03600E-03,+1.59542308E+00,+21.69576318E+00,-16.75714E-03
+14.05000E-03,+1.59526534E+00,+21.60157053E+00,-18.23671E-03
+14.06400E-03,+1.59582509E+00,+21.52345826E+00,-18.95421E-03
+14.07800E-03,+1.59576086E+00,+21.48124720E+00,-16.44165E-03
+14.09200E-03,+1.59622710E+00,+21.43903613E+00,-18.36518E-03
+14.10600E-03,+1.59517182E+00,+21.35031425E+00,-16.62867E-03
+14.12000E-03,+1.59515784E+00,+21.25411148E+00,-16.44165E-03
+14.13400E-03,+1.59370056E+00,+21.16164916E+00,-18.95421E-03
+14.14800E-03,+1.59200599E+00,+21.11943809E+00,-18.95421E-03
+14.16200E-03,+1.59095072E+00,+21.09905797E+00,-17.53320E-03
+14.17600E-03,+1.59115172E+00,+21.04880671E+00,-18.26467E-03
+14.19000E-03,+1.59024021E+00,+20.99280489E+00,-18.66668E-03
+14.20400E-03,+1.59143925E+00,+20.89805294E+00,-18.95421E-03
+14.21800E-03,+1.58924217E+00,+20.84780168E+00,-18.43772E-03
+14.23200E-03,+1.58944318E+00,+20.76566918E+00,-16.44165E-03
+14.24600E-03,+1.58898393E+00,+20.69704791E+00,-17.63370E-03
+14.26000E-03,+1.58858891E+00,+20.64679666E+00,-18.95421E-03
+14.27400E-03,+1.58647137E+00,+20.59654540E+00,-18.95421E-03
+14.28800E-03,+1.58772066E+00,+20.54629414E+00,-18.95421E-03
+14.30200E-03,+1.58542308E+00,+20.44579163E+00,-18.95421E-03
+14.31600E-03,+1.58521508E+00,+20.41190027E+00,-17.25964E-03
+14.33000E-03,+1.58460508E+00,+20.36968920E+00,-18.95421E-03
+14.34400E-03,+1.58521508E+00,+20.29503786E+00,-18.95421E-03
+14.35800E-03,+1.58521508E+00,+20.19453535E+00,-18.95421E-03
+14.37200E-03,+1.58395880E+00,+20.19453535E+00,-18.95421E-03
+14.38600E-03,+1.58395880E+00,+20.13797450E+00,-18.95421E-03
+14.40000E-03,+1.58360006E+00,+20.04378158E+00,-18.95421E-03
+14.41400E-03,+1.58270252E+00,+19.94327906E+00,-18.95421E-03
+14.42800E-03,+1.58220699E+00,+19.89302781E+00,-20.47572E-03
+14.44200E-03,+1.58144624E+00,+19.88124690E+00,-18.95421E-03
+14.45600E-03,+1.58135272E+00,+19.83903583E+00,-16.62868E-03
+14.47000E-03,+1.58133875E+00,+19.74227404E+00,-18.95421E-03
+14.48400E-03,+1.58018996E+00,+19.65411118E+00,-19.57119E-03
+14.49800E-03,+1.58093674E+00,+19.66215137E+00,-18.95421E-03
+14.51200E-03,+1.58090046E+00,+19.59810909E+00,-18.95421E-03
+14.52600E-03,+1.58110146E+00,+19.52747798E+00,-19.64376E-03
+14.54000E-03,+1.58130247E+00,+19.48526692E+00,-16.72919E-03
+14.55400E-03,+1.58138901E+00,+19.39051524E+00,-19.06868E-03
+14.56800E-03,+1.58118800E+00,+19.34026398E+00,-18.95421E-03
+14.58200E-03,+1.58144624E+00,+19.25813120E+00,-18.95421E-03
+14.59600E-03,+1.58210649E+00,+19.26617139E+00,-20.27471E-03
+14.61000E-03,+1.58270252E+00,+19.18951021E+00,-18.95421E-03
+14.62400E-03,+1.58376478E+00,+19.13925896E+00,-18.95421E-03
+14.63800E-03,+1.58395880E+00,+19.03903568E+00,-18.95421E-03
+14.65200E-03,+1.58291051E+00,+18.99682461E+00,-18.95421E-03
+14.66600E-03,+1.58354981E+00,+18.93825393E+00,-18.95421E-03
+14.68000E-03,+1.58582508E+00,+18.86215122E+00,-18.95421E-03
+14.69400E-03,+1.58521508E+00,+18.81994016E+00,-20.57621E-03
+14.70800E-03,+1.58647137E+00,+18.72747783E+00,-18.95421E-03
+14.72200E-03,+1.58525836E+00,+18.68699764E+00,-18.95421E-03
+14.73600E-03,+1.58647137E+00,+18.59280444E+00,-18.95421E-03
+14.75000E-03,+1.58647137E+00,+18.53624387E+00,-18.95421E-03
+14.76400E-03,+1.58716791E+00,+18.48599262E+00,-16.44165E-03
+14.77800E-03,+1.58647137E+00,+18.45556274E+00,-18.95421E-03
+14.79200E-03,+1.58713859E+00,+18.42396018E+00,-18.95421E-03
+14.80600E-03,+1.58772765E+00,+18.33149785E+00,-18.76716E-03
+14.82000E-03,+1.58657885E+00,+18.28068840E+00,-16.65661E-03
+14.83400E-03,+1.58772765E+00,+18.18448508E+00,-18.95421E-03
+14.84800E-03,+1.58847444E+00,+18.10436214E+00,-18.95421E-03
+14.86200E-03,+1.58827343E+00,+18.03373131E+00,-20.37520E-03
+14.87600E-03,+1.58898393E+00,+17.98348005E+00,-18.95421E-03
+14.89000E-03,+1.58912771E+00,+17.88297754E+00,-18.95421E-03
+14.90400E-03,+1.58778487E+00,+17.83272628E+00,-18.95421E-03
