nm;arb.u
607.31;13.0
607.70;12.0
608.08;13.0
608.46;12.0
608.84;12.0
609.22;12.0
609.60;12.0
609.98;11.0
610.36;11.0
610.75;11.0
611.13;10.0
611.51;10.0
611.89;9.0
612.27;9.0
612.65;8.0
613.03;8.0
613.41;8.0
613.79;7.0
614.17;8.0
614.55;7.0
614.93;7.0
615.30;7.0
615.68;6.0
616.06;6.0
616.44;6.0
616.82;6.0
617.20;6.0
617.58;6.0
617.96;6.0
618.33;6.0
618.71;5.0
619.09;4.0
619.47;4.0
619.84;5.0
620.22;5.0
620.60;6.0
620.98;5.0
621.35;4.0
621.73;4.0
622.11;4.0
622.48;4.0
622.86;4.0
623.24;4.0
623.61;4.0
623.99;4.0
624.37;4.0
624.74;3.0
625.12;4.0
625.49;3.0
625.87;3.0
626.24;3.0
626.62;3.0
626.99;4.0
627.37;4.0
627.74;3.0
628.12;4.0
628.49;3.0
628.87;2.0
629.24;2.0
629.62;2.0
629.99;2.0
630.37;2.0
630.74;2.0
631.11;2.0
631.49;2.0
631.86;2.0
632.23;2.0
632.61;2.0
632.98;2.0
633.35;2.0
633.73;2.0
634.10;2.0
634.47;2.0
634.84;2.0
635.22;3.0
635.59;3.0
635.96;3.0
636.33;2.0
636.70;2.0
637.07;2.0
637.45;4.0
637.82;4.0
638.19;4.0
638.56;4.0
638.93;4.0
639.30;4.0
639.67;4.0
640.04;4.0
640.41;4.0
640.78;4.0
641.15;4.0
641.52;4.0
641.89;4.0
642.26;4.0
642.63;4.0
643.00;4.0
643.37;4.0
643.74;4.0
644.11;4.0
644.48;4.0
644.85;4.0
645.22;4.0
645.59;4.0
645.95;4.0
646.32;5.0
646.69;4.0
647.06;5.0
647.43;5.0
647.80;6.0
648.16;6.0
648.53;6.0
648.90;6.0
649.27;6.0
649.63;6.0
650.00;7.0
650.37;7.0
650.73;7.0
651.10;7.0
651.47;7.0
651.83;7.0
652.20;7.0
652.57;7.0
652.93;8.0
653.30;8.0
653.66;8.0
654.03;9.0
654.39;8.0
654.76;9.0
655.13;9.0
655.49;10.0
655.86;9.0
656.22;10.0
656.59;10.0
656.95;10.0
657.31;11.0
657.68;11.0
658.04;11.0
658.41;11.0
658.77;11.0
659.13;12.0
659.50;12.0
659.86;12.0
660.23;12.0
660.59;12.0
660.95;12.0
661.31;12.0
661.68;12.0
662.04;12.0
662.40;12.0
662.77;12.0
663.13;12.0
663.49;12.0
663.85;13.0
664.21;12.0
664.58;13.0
664.94;13.0
665.30;13.0
665.66;14.0
666.02;13.0
666.38;13.0
666.74;13.0
667.11;14.0
667.47;14.0
667.83;14.0
668.19;14.0
668.55;13.0
668.91;14.0
669.27;13.0
669.63;14.0
669.99;14.0
670.35;14.0
670.71;13.0
671.07;13.0
671.43;14.0
671.79;13.0
672.15;14.0
672.50;14.0
672.86;14.0
673.22;15.0
673.58;15.0
673.94;14.0
674.30;14.0
674.66;14.0
675.01;14.0
675.37;14.0
675.73;14.0
676.09;14.0
676.44;14.0
676.80;14.0
677.16;14.0
677.52;14.0
677.87;14.0
678.23;14.0
678.59;14.0
678.94;14.0
679.30;14.0
679.66;14.0
680.01;14.0
680.37;14.0
680.73;14.0
681.08;14.0
681.44;14.0
681.79;14.0
682.15;14.0
682.50;14.0
682.86;14.0
683.21;14.0
683.57;14.0
683.92;14.0
684.28;13.0
684.63;13.0
684.99;13.0
685.34;13.0
685.70;14.0
686.05;14.0
686.40;14.0
686.76;14.0
687.11;14.0
687.46;14.0
687.82;13.0
688.17;13.0
688.52;13.0
688.88;13.0
689.23;13.0
689.58;13.0
689.94;13.0
690.29;12.0
690.64;12.0
690.99;11.0
